athlete_id,athlete_name,sex,age,height,weight,team,noc,games,year,season,city,sport,event,medal,source,country_from_noc,country_name,iso3,is_medal,is_gold,medal_score
3,Edgar Aabye,M,,,,Denmark/Sweden,DEN,,1900,Summer,Paris,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold,olympics_dataset_1896_2024,Denmark,Denmark,DNK,1,1,3
37,Arvo Aaltonen,M,,,,Finland,FIN,,1920,Summer,Antwerpen,Swimming,Swimming Men's 200 metres Breaststroke,Bronze,olympics_dataset_1896_2024,Finland,Finland,FIN,1,0,1
38,Arvo Aaltonen,M,,,,Finland,FIN,,1920,Summer,Antwerpen,Swimming,Swimming Men's 400 metres Breaststroke,Bronze,olympics_dataset_1896_2024,Finland,Finland,FIN,1,0,1
41,Paavo Aaltonen,M,,,,Finland,FIN,,1948,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,Bronze,olympics_dataset_1896_2024,Finland,Finland,FIN,1,0,1
42,Paavo Aaltonen,M,,,,Finland,FIN,,1948,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Gold,olympics_dataset_1896_2024,Finland,Finland,FIN,1,1,3
44,Paavo Aaltonen,M,,,,Finland,FIN,,1948,Summer,London,Gymnastics,Gymnastics Men's Horse Vault,Gold,olympics_dataset_1896_2024,Finland,Finland,FIN,1,1,3
48,Paavo Aaltonen,M,,,,Finland,FIN,,1948,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,olympics_dataset_1896_2024,Finland,Finland,FIN,1,1,3
50,Paavo Aaltonen,M,,,,Finland,FIN,,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Team All-Around,Bronze,olympics_dataset_1896_2024,Finland,Finland,FIN,1,0,1
79,Ragnhild Aamodt,F,,,,Norway,NOR,,2008,Summer,Beijing,Handball,Handball Women's Handball,Gold,olympics_dataset_1896_2024,Norway,Norway,NOR,1,1,3
86,Alf Aanning,M,,,,Norway,NOR,,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Silver,olympics_dataset_1896_2024,Norway,Norway,NOR,1,0,2
91,Willemien Aardenburg,F,,,,Netherlands,NED,,1988,Summer,Seoul,Hockey,Hockey Women's Hockey,Bronze,olympics_dataset_1896_2024,Netherlands,Netherlands,NLD,1,0,1
92,Pepijn Aardewijn,M,,,,Netherlands,NED,,1996,Summer,Atlanta,Rowing,Rowing Men's Lightweight Double Sculls,Silver,olympics_dataset_1896_2024,Netherlands,Netherlands,NLD,1,0,2
105,Ann Aarnes,F,,,,Norway,NOR,,1996,Summer,Atlanta,Football,Football Women's Football,Bronze,olympics_dataset_1896_2024,Norway,Norway,NOR,1,0,1
117,Thomas Aas,M,,,,Taifun,NOR,,1912,Summer,Stockholm,Sailing,Sailing Mixed 8 metres,Gold,olympics_dataset_1896_2024,Norway,Norway,NOR,1,1,3
150,Ren Abadie,M,,,,France,FRA,,1956,Summer,Melbourne,Cycling,"Cycling Men's Road Race, Team",Gold,olympics_dataset_1896_2024,France,France,FRA,1,1,3
158,Giovanni Abagnale,M,,,,Italy,ITA,,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Pairs,Bronze,olympics_dataset_1896_2024,Italy,Italy,ITA,1,0,1
159,Jos Gmez,M,,,,Spain,ESP,,2008,Summer,Beijing,Fencing,"Fencing Men's epee, Individual",Bronze,olympics_dataset_1896_2024,Spain,Spain,ESP,1,0,1
161,Patimat Abakarova,F,,,,Azerbaijan,AZE,,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Flyweight,Bronze,olympics_dataset_1896_2024,Azerbaijan,Azerbaijan,AZE,1,0,1
163,Mariya (-tarabina),F,,,,Russia,RUS,,2008,Summer,Beijing,Athletics,Athletics Women's Javelin Throw,Silver,olympics_dataset_1896_2024,Russia,Russia,RUS,1,0,2
172,Aleksey Abalmasov,M,,,,Belarus,BLR,,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,olympics_dataset_1896_2024,Belarus,Belarus,BLR,1,1,3
173,Luc Abalo,M,,,,France,FRA,,2008,Summer,Beijing,Handball,Handball Men's Handball,Gold,olympics_dataset_1896_2024,France,France,FRA,1,1,3
174,Luc Abalo,M,,,,France,FRA,,2012,Summer,London,Handball,Handball Men's Handball,Gold,olympics_dataset_1896_2024,France,France,FRA,1,1,3
175,Luc Abalo,M,,,,France,FRA,,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Silver,olympics_dataset_1896_2024,France,France,FRA,1,0,2
178,Jouan Etong,M,,,,Cameroon,CMR,,2000,Summer,Sydney,Football,Football Men's Football,Gold,olympics_dataset_1896_2024,Cameroon,Cameroon,CMR,1,1,3
182,Jos Plotas,M,,,,Spain,ESP,,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,Gold,olympics_dataset_1896_2024,Spain,Spain,ESP,1,1,3
186,Stephen Abas,M,,,,United States,USA,,2004,Summer,Athina,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver,olympics_dataset_1896_2024,United States,United States,USA,1,0,2
188,Alejandro Garca,M,,,,Spain,ESP,,1980,Summer,Moskva,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold,olympics_dataset_1896_2024,Spain,Spain,ESP,1,1,3
191,Jos Gmez,M,,,,Spain,ESP,,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",Bronze,olympics_dataset_1896_2024,Spain,Spain,ESP,1,0,1
195,Tamila Abasova,F,,,,Russia,RUS,,2004,Summer,Athina,Cycling,Cycling Women's Sprint,Silver,olympics_dataset_1896_2024,Russia,Russia,RUS,1,0,2
208,Pter Abay,M,,,,Hungary,HUN,,1992,Summer,Barcelona,Fencing,"Fencing Men's Sabre, Team",Silver,olympics_dataset_1896_2024,Hungary,Hungary,HUN,1,0,2
210,Oszkr Abay-nemes,M,,,,Hungary,HUN,,1936,Summer,Berlin,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,olympics_dataset_1896_2024,Hungary,Hungary,HUN,1,0,1
214,Silvano Abba,M,,,,Italy,ITA,,1936,Summer,Berlin,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze,olympics_dataset_1896_2024,Italy,Italy,ITA,1,0,1
218,Agostino Abbagnale,M,,,,Italy,ITA,,1988,Summer,Seoul,Rowing,Rowing Men's Quadruple Sculls,Gold,olympics_dataset_1896_2024,Italy,Italy,ITA,1,1,3
219,Agostino Abbagnale,M,,,,Italy,ITA,,1996,Summer,Atlanta,Rowing,Rowing Men's Double Sculls,Gold,olympics_dataset_1896_2024,Italy,Italy,ITA,1,1,3
220,Agostino Abbagnale,M,,,,Italy,ITA,,2000,Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,Gold,olympics_dataset_1896_2024,Italy,Italy,ITA,1,1,3
221,Carmine Abbagnale,M,,,,Italy,ITA,,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Pairs,Gold,olympics_dataset_1896_2024,Italy,Italy,ITA,1,1,3
222,Carmine Abbagnale,M,,,,Italy,ITA,,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Pairs,Gold,olympics_dataset_1896_2024,Italy,Italy,ITA,1,1,3
223,Carmine Abbagnale,M,,,,Italy,ITA,,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Pairs,Silver,olympics_dataset_1896_2024,Italy,Italy,ITA,1,0,2
268,George Abbot,M,,,,Thessalonki-1,GRE,,1906,Summer,Athina,Football,Football Men's Football,Bronze,olympics_dataset_1896_2024,Greece,Greece,GRC,1,0,1
274,Desmond Abbott,M,,,,Australia,AUS,,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Bronze,olympics_dataset_1896_2024,Australia,Australia,AUS,1,0,1
283,Margaret (-dunne),F,,,,United States,USA,,1900,Summer,Paris,Golf,Golf Women's Individual,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
286,Monica Abbott,F,,,,United States,USA,,2008,Summer,Beijing,Softball,Softball Women's Softball,Silver,olympics_dataset_1896_2024,United States,United States,USA,1,0,2
311,Nia Abdallah,F,,,,United States,USA,,2004,Summer,Athina,Taekwondo,Taekwondo Women's Featherweight,Silver,olympics_dataset_1896_2024,United States,United States,USA,1,0,2
450,Saeid Abdevali,M,,,,Iran,IRI,,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze,olympics_dataset_1896_2024,Iran,Iran,IRN,1,0,1
476,Reema Abdo,F,,,,Canada,CAN,,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,olympics_dataset_1896_2024,Canada,Canada,CAN,1,0,1
524,Lala Rashid,M,,,,Pakistan,PAK,,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Gold,olympics_dataset_1896_2024,Pakistan,Pakistan,PAK,1,1,3
525,Muhammad Rashid,M,,,,Pakistan,PAK,,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Silver,olympics_dataset_1896_2024,Pakistan,Pakistan,PAK,1,0,2
550,Zagalav Abdulbekov,M,,,,Soviet Union,URS,,1972,Summer,Munich,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,olympics_dataset_1896_2024,Russia,Soviet Union,URS,1,1,3
587,Mukhammad Abdullayev,M,,,,Uzbekistan,UZB,,2000,Summer,Sydney,Boxing,Boxing Men's Light-Welterweight,Gold,olympics_dataset_1896_2024,Uzbekistan,Uzbekistan,UZB,1,1,3
590,Namiq Abdullayev,M,,,,Azerbaijan,AZE,,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Flyweight, Freestyle",Silver,olympics_dataset_1896_2024,Azerbaijan,Azerbaijan,AZE,1,0,2
591,Namiq Abdullayev,M,,,,Azerbaijan,AZE,,2000,Summer,Sydney,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold,olympics_dataset_1896_2024,Azerbaijan,Azerbaijan,AZE,1,1,3
609,Julius Abdur-rahim,M,,,,United States,USA,,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
617,Yusup Abdusalomov,M,,,,Tajikistan,TJK,,2008,Summer,Beijing,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Silver,olympics_dataset_1896_2024,Tajikistan,Tajikistan,TJK,1,0,2
620,Andrey Abduvaliyev,M,,,,Unified Team,EUN,,1992,Summer,Barcelona,Athletics,Athletics Men's Hammer Throw,Gold,olympics_dataset_1896_2024,Russia,Unified Team,EUN,1,1,3
655,Addis Abebe,M,,,,Ethiopia,ETH,,1992,Summer,Barcelona,Athletics,"Athletics Men's 10,000 metres",Bronze,olympics_dataset_1896_2024,Ethiopia,Ethiopia,ETH,1,0,1
663,Max Abegglen,M,,,,Switzerland,SUI,,1924,Summer,Paris,Football,Football Men's Football,Silver,olympics_dataset_1896_2024,Switzerland,Switzerland,CHE,1,0,2
677,Irene Abel,F,,,,East Germany,GDR,,1972,Summer,Munich,Gymnastics,Gymnastics Women's Team All-Around,Silver,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,2
684,Jennifer Abel,F,,,,Canada,CAN,,2012,Summer,London,Diving,Diving Women's Synchronized Springboard,Bronze,olympics_dataset_1896_2024,Canada,Canada,CAN,1,0,1
700,Egil Abel,M,,,,Fornebo,NOR,,1920,Summer,Antwerpen,Sailing,Sailing Mixed 7 metres,Silver,olympics_dataset_1896_2024,Norway,Norway,NOR,1,0,2
702,Abelardo Antua,M,,,,Spain,ESP,,1992,Summer,Barcelona,Football,Football Men's Football,Gold,olympics_dataset_1896_2024,Spain,Spain,ESP,1,1,3
710,Louis Abell,M,,,,Vesper Boat Club,USA,,1900,Summer,Paris,Rowing,Rowing Men's Coxed Eights,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
711,Louis Abell,M,,,,Vesper Boat Club,USA,,1904,Summer,St. Louis,Rowing,Rowing Men's Coxed Eights,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
720,Gezahgne Abera,M,,,,Ethiopia,ETH,,2000,Summer,Sydney,Athletics,Athletics Men's Marathon,Gold,olympics_dataset_1896_2024,Ethiopia,Ethiopia,ETH,1,1,3
727,Nils Berg,M,,,,Sweden,SWE,,1912,Summer,Stockholm,Athletics,Athletics Men's Long Jump,Bronze,olympics_dataset_1896_2024,Sweden,Sweden,SWE,1,0,1
728,Nils Berg,M,,,,Sweden,SWE,,1912,Summer,Stockholm,Athletics,Athletics Men's Triple Jump,Silver,olympics_dataset_1896_2024,Sweden,Sweden,SWE,1,0,2
739,Michael Abernathy,M,,,,United States,USA,,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
740,Moira (-ford),F,,,,South Africa,RSA,,1956,Summer,Melbourne,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,olympics_dataset_1896_2024,South Africa,South Africa,ZAF,1,0,1
747,Elvan Abeylegesse,F,,,,Turkey,TUR,,2008,Summer,Beijing,Athletics,"Athletics Women's 5,000 metres",Silver,olympics_dataset_1896_2024,Turkey,Turkey,TUR,1,0,2
771,Ismail (-nizamolu),M,,,,Bulgaria,BUL,,1980,Summer,Moskva,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold,olympics_dataset_1896_2024,Bulgaria,Bulgaria,BGR,1,1,3
787,Edgar Ablowich,M,,,,United States,USA,,1932,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
789,Denis Ablyazin,M,,,,Russia,RUS,,2012,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,Bronze,olympics_dataset_1896_2024,Russia,Russia,RUS,1,0,1
790,Denis Ablyazin,M,,,,Russia,RUS,,2012,Summer,London,Gymnastics,Gymnastics Men's Horse Vault,Silver,olympics_dataset_1896_2024,Russia,Russia,RUS,1,0,2
794,Denis Ablyazin,M,,,,Russia,RUS,,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Silver,olympics_dataset_1896_2024,Russia,Russia,RUS,1,0,2
796,Denis Ablyazin,M,,,,Russia,RUS,,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horse Vault,Silver,olympics_dataset_1896_2024,Russia,Russia,RUS,1,0,2
797,Denis Ablyazin,M,,,,Russia,RUS,,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,Bronze,olympics_dataset_1896_2024,Russia,Russia,RUS,1,0,1
803,Viktor Aboimov,M,,,,Soviet Union,URS,,1972,Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,olympics_dataset_1896_2024,Russia,Soviet Union,URS,1,0,2
804,Viktor Aboimov,M,,,,Soviet Union,URS,,1972,Summer,Munich,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,olympics_dataset_1896_2024,Russia,Soviet Union,URS,1,0,1
814,Matthew Abood,M,,,,Australia,AUS,,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,olympics_dataset_1896_2024,Australia,Australia,AUS,1,0,1
861,Alaaeldin Abouelkassem,M,,,,Egypt,EGY,,2012,Summer,London,Fencing,"Fencing Men's Foil, Individual",Silver,olympics_dataset_1896_2024,Egypt,Egypt,EGY,1,0,2
884,Attila Brahm,M,,,,Hungary,HUN,,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Bronze,olympics_dataset_1896_2024,Hungary,Hungary,HUN,1,0,1
885,Attila Brahm,M,,,,Hungary,HUN,,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,olympics_dataset_1896_2024,Hungary,Hungary,HUN,1,1,3
886,Attila Brahm,M,,,,Hungary,HUN,,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,olympics_dataset_1896_2024,Hungary,Hungary,HUN,1,0,2
892,Gary Abraham,M,,,,Great Britain,GBR,,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,olympics_dataset_1896_2024,United Kingdom,United Kingdom,GBR,1,0,1
903,Ara Abrahamian,M,,,,Sweden,SWE,,2004,Summer,Athina,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver,olympics_dataset_1896_2024,Sweden,Sweden,SWE,1,0,2
915,Harold Abrahams,M,,,,Great Britain,GBR,,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,Gold,olympics_dataset_1896_2024,United Kingdom,United Kingdom,GBR,1,1,3
917,Harold Abrahams,M,,,,Great Britain,GBR,,1924,Summer,Paris,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,olympics_dataset_1896_2024,United Kingdom,United Kingdom,GBR,1,0,2
921,Isak Abrahamsen,M,,,,Norway,NOR,,1912,Summer,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold,olympics_dataset_1896_2024,Norway,Norway,NOR,1,1,3
929,Erik Abrahamsson,M,,,,Sweden,SWE,,1920,Summer,Antwerpen,Athletics,Athletics Men's Long Jump,Bronze,olympics_dataset_1896_2024,Sweden,Sweden,SWE,1,0,1
966,Pavel Abramov,M,,,,Russia,RUS,,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,Bronze,olympics_dataset_1896_2024,Russia,Russia,RUS,1,0,1
971,Nelli Abramova,F,,,,Soviet Union,URS,,1964,Summer,Tokyo,Volleyball,Volleyball Women's Volleyball,Silver,olympics_dataset_1896_2024,Russia,Soviet Union,URS,1,0,2
1029,Alejandro Redondo,M,,,,Spain,ESP,,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze,olympics_dataset_1896_2024,Spain,Spain,ESP,1,0,1
1035,Svetlana Abrosimova,F,,,,Russia,RUS,,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Bronze,olympics_dataset_1896_2024,Russia,Russia,RUS,1,0,1
1043,Saypulla Absaidov,M,,,,Soviet Union,URS,,1980,Summer,Moskva,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold,olympics_dataset_1896_2024,Russia,Soviet Union,URS,1,1,3
1044,Julien Absalon,M,,,,France,FRA,,2004,Summer,Athina,Cycling,"Cycling Men's Mountainbike, Cross-Country",Gold,olympics_dataset_1896_2024,France,France,FRA,1,1,3
1045,Julien Absalon,M,,,,France,FRA,,2008,Summer,Beijing,Cycling,"Cycling Men's Mountainbike, Cross-Country",Gold,olympics_dataset_1896_2024,France,France,FRA,1,1,3
1080,Ahmad Abughaush,M,,,,Jordan,JOR,,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,Gold,olympics_dataset_1896_2024,Jordan,Jordan,JOR,1,1,3
1089,Ginko Abukawa-chiba,F,,,,Japan,JPN,,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Team All-Around,Bronze,olympics_dataset_1896_2024,Japan,Japan,JPN,1,0,1
1105,Aleksandr Abushakhmetov,M,,,,Soviet Union,URS,,1980,Summer,Moskva,Fencing,"Fencing Men's epee, Team",Bronze,olympics_dataset_1896_2024,Russia,Soviet Union,URS,1,0,1
1106,Magomedgasan Abushev,M,,,,Soviet Union,URS,,1980,Summer,Moskva,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,olympics_dataset_1896_2024,Russia,Soviet Union,URS,1,1,3
1121,Andreea Acatrinei,F,,,,Romania,ROU,,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Bronze,olympics_dataset_1896_2024,Romania,Romania,ROU,1,0,1
1154,Domingo Villanueva,M,,,,Spain,ESP,,1920,Summer,Antwerpen,Football,Football Men's Football,Silver,olympics_dataset_1896_2024,Spain,Spain,ESP,1,0,2
1162,Anibl Acevedo,M,,,,Puerto Rico,PUR,,1992,Summer,Barcelona,Boxing,Boxing Men's Welterweight,Bronze,olympics_dataset_1896_2024,Puerto Rico,Puerto Rico,PRI,1,0,1
1173,Daniel Villagrn,M,,,,Mexico,MEX,,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Silver,olympics_dataset_1896_2024,Mexico,Mexico,MEX,1,0,2
1191,Joachim Acheampong,M,,,,Ghana,GHA,,1992,Summer,Barcelona,Football,Football Men's Football,Bronze,olympics_dataset_1896_2024,Ghana,Ghana,GHA,1,0,1
1192,Alfred Achermann,M,,,,Switzerland,SUI,,1984,Summer,Los Angeles,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver,olympics_dataset_1896_2024,Switzerland,Switzerland,CHE,1,0,2
1196,Abdel Achik,M,,,,Morocco,MAR,,1988,Summer,Seoul,Boxing,Boxing Men's Featherweight,Bronze,olympics_dataset_1896_2024,Morocco,Morocco,MAR,1,0,1
1198,Mohamed Achik,M,,,,Morocco,MAR,,1992,Summer,Barcelona,Boxing,Boxing Men's Bantamweight,Bronze,olympics_dataset_1896_2024,Morocco,Morocco,MAR,1,0,1
1227,Chantal Achterberg,F,,,,Netherlands,NED,,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Bronze,olympics_dataset_1896_2024,Netherlands,Netherlands,NLD,1,0,1
1228,Chantal Achterberg,F,,,,Netherlands,NED,,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Silver,olympics_dataset_1896_2024,Netherlands,Netherlands,NLD,1,0,2
1237,Fausto (padovini-),M,,,,Sweden,SWE,,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold,olympics_dataset_1896_2024,Sweden,Sweden,SWE,1,1,3
1238,Paul Ackerley,M,,,,New Zealand,NZL,,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Gold,olympics_dataset_1896_2024,New Zealand,New Zealand,NZL,1,1,3
1239,Charles Ackerly,M,,,,United States,USA,,1920,Summer,Antwerpen,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
1276,Lautaro Acosta,M,,,,Argentina,ARG,,2008,Summer,Beijing,Football,Football Men's Football,Gold,olympics_dataset_1896_2024,Argentina,Argentina,ARG,1,1,3
1288,Osmay Duarte,M,,,,Cuba,CUB,,2008,Summer,Beijing,Boxing,Boxing Men's Heavyweight,Bronze,olympics_dataset_1896_2024,Cuba,Cuba,CUB,1,0,1
1293,Martn Daz,M,,,,Uruguay,URU,,1952,Summer,Helsinki,Basketball,Basketball Men's Basketball,Bronze,olympics_dataset_1896_2024,Uruguay,Uruguay,URU,1,0,1
1325,Kazimierz Adach,M,,,,Poland,POL,,1980,Summer,Moskva,Boxing,Boxing Men's Lightweight,Bronze,olympics_dataset_1896_2024,Poland,Poland,POL,1,0,1
1345,Gordon Adam,M,,,,United States,USA,,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Eights,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
1352,Ji Adam,M,,,,Czechoslovakia,TCH,,1976,Summer,Montreal,Modern Pentathlon,Modern Pentathlon Men's Team,Silver,olympics_dataset_1896_2024,Czechia,Czechia,TCH,1,0,2
1373,Otto Adam,M,,,,Germany,GER,,1936,Summer,Berlin,Fencing,"Fencing Men's Foil, Team",Bronze,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,1
1375,Pierre Adam,M,,,,France,FRA,,1948,Summer,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,olympics_dataset_1896_2024,France,France,FRA,1,1,3
1388,Dariusz Adamczuk,M,,,,Poland,POL,,1992,Summer,Barcelona,Football,Football Men's Football,Silver,olympics_dataset_1896_2024,Poland,Poland,POL,1,0,2
1450,Benjamin Adams,M,,,,United States,USA,,1912,Summer,Stockholm,Athletics,Athletics Men's Standing High Jump,Silver,olympics_dataset_1896_2024,United States,United States,USA,1,0,2
1451,Benjamin Adams,M,,,,United States,USA,,1912,Summer,Stockholm,Athletics,Athletics Men's Standing Long Jump,Bronze,olympics_dataset_1896_2024,United States,United States,USA,1,0,1
1462,Edgar Adams,M,,,,United States,USA,,1904,Summer,St. Louis,Swimming,Swimming Men's Plunge For Distance,Silver,olympics_dataset_1896_2024,United States,United States,USA,1,0,2
1472,Harry Adams,M,,,,United States,USA,,1912,Summer,Stockholm,Shooting,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
1490,Adrian Adams,M,,,,Great Britain,GBR,,1980,Summer,Moskva,Judo,Judo Men's Lightweight,Silver,olympics_dataset_1896_2024,United Kingdom,United Kingdom,GBR,1,0,2
1491,Adrian Adams,M,,,,Great Britain,GBR,,1984,Summer,Los Angeles,Judo,Judo Men's Half-Middleweight,Silver,olympics_dataset_1896_2024,United Kingdom,United Kingdom,GBR,1,0,2
1494,Nicola Adams,F,,,,Great Britain,GBR,,2012,Summer,London,Boxing,Boxing Women's Flyweight,Gold,olympics_dataset_1896_2024,United Kingdom,United Kingdom,GBR,1,1,3
1495,Nicola Adams,F,,,,Great Britain,GBR,,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Flyweight,Gold,olympics_dataset_1896_2024,United Kingdom,United Kingdom,GBR,1,1,3
1511,Platt Adams,M,,,,United States,USA,,1912,Summer,Stockholm,Athletics,Athletics Men's Standing High Jump,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
1512,Platt Adams,M,,,,United States,USA,,1912,Summer,Stockholm,Athletics,Athletics Men's Standing Long Jump,Silver,olympics_dataset_1896_2024,United States,United States,USA,1,0,2
1514,Rachael Adams,F,,,,United States,USA,,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze,olympics_dataset_1896_2024,United States,United States,USA,1,0,1
1527,Valerie (-price),F,,,,New Zealand,NZL,,2008,Summer,Beijing,Athletics,Athletics Women's Shot Put,Gold,olympics_dataset_1896_2024,New Zealand,New Zealand,NZL,1,1,3
1528,Valerie (-price),F,,,,New Zealand,NZL,,2012,Summer,London,Athletics,Athletics Women's Shot Put,Gold,olympics_dataset_1896_2024,New Zealand,New Zealand,NZL,1,1,3
1529,Valerie (-price),F,,,,New Zealand,NZL,,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Shot Put,Silver,olympics_dataset_1896_2024,New Zealand,New Zealand,NZL,1,0,2
1533,Filip Adamski,M,,,,Germany,GER,,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold,olympics_dataset_1896_2024,Germany,Germany,DEU,1,1,3
1534,Herbert Adamski,M,,,,Germany,GER,,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Pairs,Gold,olympics_dataset_1896_2024,Germany,Germany,DEU,1,1,3
1535,Jerzy Adamski,M,,,,Poland,POL,,1960,Summer,Roma,Boxing,Boxing Men's Featherweight,Silver,olympics_dataset_1896_2024,Poland,Poland,POL,1,0,2
1583,Eugene Addor,M,,,,Switzerland,SUI,,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",Bronze,olympics_dataset_1896_2024,Switzerland,Switzerland,CHE,1,0,1
1617,Olubayo Adefemi,M,,,,Nigeria,NGR,,2008,Summer,Beijing,Football,Football Men's Football,Silver,olympics_dataset_1896_2024,Nigeria,Nigeria,NGA,1,0,2
1651,Ademir Kaefer,M,,,,Brazil,BRA,,1984,Summer,Los Angeles,Football,Football Men's Football,Silver,olympics_dataset_1896_2024,Brazil,Brazil,BRA,1,0,2
1652,Ademir Kaefer,M,,,,Brazil,BRA,,1988,Summer,Seoul,Football,Football Men's Football,Silver,olympics_dataset_1896_2024,Brazil,Brazil,BRA,1,0,2
