athlete_id,athlete_name,sex,age,height,weight,team,noc,games,year,season,city,sport,event,medal,source,country_from_noc,country_name,iso3,is_medal,is_gold,medal_score
27021,Pieter Jr.,M,,,,Netherlands,NED,,1912,Summer,Stockholm,Football,Football Men's Football,Bronze,olympics_dataset_1896_2024,Netherlands,Netherlands,NLD,1,0,1
27047,Anastasios Bountouris,M,,,,Greece,GRE,,1980,Summer,Moskva,Sailing,Sailing Mixed Three Person Keelboat,Bronze,olympics_dataset_1896_2024,Greece,Greece,GRC,1,0,1
27083,Djamel Bouras,M,,,,France,FRA,,1996,Summer,Atlanta,Judo,Judo Men's Half-Middleweight,Gold,olympics_dataset_1896_2024,France,France,FRA,1,1,3
27110,Stephen Bourdow,M,,,,United States,USA,,1992,Summer,Barcelona,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Silver,olympics_dataset_1896_2024,United States,United States,USA,1,0,2
27115,Hubert Bourdy,M,,,,France,FRA,,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,olympics_dataset_1896_2024,France,France,FRA,1,0,1
27117,Hubert Bourdy,M,,,,France,FRA,,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,olympics_dataset_1896_2024,France,France,FRA,1,0,1
27121,Mickal Bourgain,M,,,,France,FRA,,2004,Summer,Athina,Cycling,Cycling Men's Team Sprint,Bronze,olympics_dataset_1896_2024,France,France,FRA,1,0,1
27122,Mickal Bourgain,M,,,,France,FRA,,2008,Summer,Beijing,Cycling,Cycling Men's Sprint,Bronze,olympics_dataset_1896_2024,France,France,FRA,1,0,1
27153,Edouard Bourguignon,M,,,,Belgium,BEL,,1920,Summer,Antwerpen,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Bronze,olympics_dataset_1896_2024,Belgium,Belgium,BEL,1,0,1
27164,Clifford Bourland,M,,,,United States,USA,,1948,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
27180,Robert Bourne,M,,,,"New College, Oxford-2",GBR,,1912,Summer,Stockholm,Rowing,Rowing Men's Coxed Eights,Silver,olympics_dataset_1896_2024,United Kingdom,United Kingdom,GBR,1,0,2
27198,Claude Bourquard,M,,,,France,FRA,,1964,Summer,Tokyo,Fencing,"Fencing Men's epee, Team",Bronze,olympics_dataset_1896_2024,France,France,FRA,1,0,1
27207,Hans Bourquin,M,,,,Switzerland,SUI,,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxed Pairs,Gold,olympics_dataset_1896_2024,Switzerland,Switzerland,CHE,1,1,3
27222,Richard Boushka,M,,,,United States,USA,,1956,Summer,Melbourne,Basketball,Basketball Men's Basketball,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
27241,Herv Boussard,M,,,,France,FRA,,1992,Summer,Barcelona,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze,olympics_dataset_1896_2024,France,France,FRA,1,0,1
27279,Moulay Boutayeb,M,,,,Morocco,MAR,,1988,Summer,Seoul,Athletics,"Athletics Men's 10,000 metres",Gold,olympics_dataset_1896_2024,Morocco,Morocco,MAR,1,1,3
27303,Robert Boutigny,M,,,,France,FRA,,1948,Summer,London,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Bronze,olympics_dataset_1896_2024,France,France,FRA,1,0,1
27378,Marit Bouwmeester,F,,,,Netherlands,NED,,2012,Summer,London,Sailing,Sailing Women's One Person Dinghy,Silver,olympics_dataset_1896_2024,Netherlands,Netherlands,NLD,1,0,2
27379,Marit Bouwmeester,F,,,,Netherlands,NED,,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's One Person Dinghy,Gold,olympics_dataset_1896_2024,Netherlands,Netherlands,NLD,1,1,3
27405,Floris Bovelander,M,,,,Netherlands,NED,,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Gold,olympics_dataset_1896_2024,Netherlands,Netherlands,NLD,1,1,3
27411,George Bovell,M,,,,Trinidad and Tobago,TTO,,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Individual Medley,Bronze,olympics_dataset_1896_2024,Trinidad,Trinidad,TTO,1,0,1
27449,Riddick Bowe,M,,,,United States,USA,,1988,Summer,Seoul,Boxing,Boxing Men's Super-Heavyweight,Silver,olympics_dataset_1896_2024,United States,United States,USA,1,0,2
27483,Frentorish Bowie,F,,,,United States,USA,,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,Silver,olympics_dataset_1896_2024,United States,United States,USA,1,0,2
27484,Frentorish Bowie,F,,,,United States,USA,,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,Bronze,olympics_dataset_1896_2024,United States,United States,USA,1,0,1
27487,David Bowker,M,,,,Vision,GBR,,1956,Summer,Melbourne,Sailing,Sailing Mixed 5.5 metres,Silver,olympics_dataset_1896_2024,United Kingdom,United Kingdom,GBR,1,0,2
27547,Shannon Boxx,F,,,,United States,USA,,2004,Summer,Athina,Football,Football Women's Football,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
27548,Shannon Boxx,F,,,,United States,USA,,2008,Summer,Beijing,Football,Football Women's Football,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
27549,Shannon Boxx,F,,,,United States,USA,,2012,Summer,London,Football,Football Women's Football,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
27566,Renate Boy-garisch-culmberger,F,,,,Germany,GER,,1964,Summer,Tokyo,Athletics,Athletics Women's Shot Put,Silver,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,2
27615,Carla (porter-),F,,,,Australia,AUS,,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,Bronze,olympics_dataset_1896_2024,Australia,Australia,AUS,1,0,1
27616,Carla (porter-),F,,,,Australia,AUS,,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Silver,olympics_dataset_1896_2024,Australia,Australia,AUS,1,0,2
27621,James Boyd,M,,,,United States,USA,,1956,Summer,Melbourne,Boxing,Boxing Men's Light-Heavyweight,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
27669,David Boyes,M,,,,Canada,CAN,,1996,Summer,Atlanta,Rowing,Rowing Men's Lightweight Coxless Fours,Silver,olympics_dataset_1896_2024,Canada,Canada,CAN,1,0,2
27679,Svetlana Boyko,F,,,,Russia,RUS,,2008,Summer,Beijing,Fencing,"Fencing Women's Foil, Team",Gold,olympics_dataset_1896_2024,Russia,Russia,RUS,1,1,3
27696,Raelene Boyle,F,,,,Australia,AUS,,1968,Summer,Mexico City,Athletics,Athletics Women's 200 metres,Silver,olympics_dataset_1896_2024,Australia,Australia,AUS,1,0,2
27698,Raelene Boyle,F,,,,Australia,AUS,,1972,Summer,Munich,Athletics,Athletics Women's 100 metres,Silver,olympics_dataset_1896_2024,Australia,Australia,AUS,1,0,2
27699,Raelene Boyle,F,,,,Australia,AUS,,1972,Summer,Munich,Athletics,Athletics Women's 200 metres,Silver,olympics_dataset_1896_2024,Australia,Australia,AUS,1,0,2
27705,Richard Boyle,M,,,,Cambridge University Boat Club-2,GBR,,1908,Summer,London,Rowing,Rowing Men's Coxed Eights,Bronze,olympics_dataset_1896_2024,United Kingdom,United Kingdom,GBR,1,0,1
27712,Frederick Boylstein,M,,,,United States,USA,,1924,Summer,Paris,Boxing,Boxing Men's Lightweight,Bronze,olympics_dataset_1896_2024,United States,United States,USA,1,0,1
27720,Audun Boysen,M,,,,Norway,NOR,,1956,Summer,Melbourne,Athletics,Athletics Men's 800 metres,Bronze,olympics_dataset_1896_2024,Norway,Norway,NOR,1,0,1
27728,Francisco Dibos,M,,,,Peru,PER,,1984,Summer,Los Angeles,Shooting,Shooting Mixed Trap,Silver,olympics_dataset_1896_2024,Peru,Peru,PER,1,0,2
27757,Daniel Petrov,M,,,,Bulgaria,BUL,,1992,Summer,Barcelona,Boxing,Boxing Men's Light-Flyweight,Silver,olympics_dataset_1896_2024,Bulgaria,Bulgaria,BGR,1,0,2
27758,Daniel Petrov,M,,,,Bulgaria,BUL,,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Flyweight,Gold,olympics_dataset_1896_2024,Bulgaria,Bulgaria,BGR,1,1,3
27760,Stefan Stefanov,M,,,,Bulgaria,BUL,,1956,Summer,Melbourne,Football,Football Men's Football,Bronze,olympics_dataset_1896_2024,Bulgaria,Bulgaria,BGR,1,0,1
27784,Gilbert Bozon,M,,,,France,FRA,,1952,Summer,Helsinki,Swimming,Swimming Men's 100 metres Backstroke,Silver,olympics_dataset_1896_2024,France,France,FRA,1,0,2
27794,Mihly (bozsidarcz),M,,,,Hungary,HUN,,1936,Summer,Berlin,Water Polo,Water Polo Men's Water Polo,Gold,olympics_dataset_1896_2024,Hungary,Hungary,HUN,1,1,3
27804,Jzsef Bozsik,M,,,,Hungary,HUN,,1952,Summer,Helsinki,Football,Football Men's Football,Gold,olympics_dataset_1896_2024,Hungary,Hungary,HUN,1,1,3
27808,Giacomo Bozzano,M,,,,Italy,ITA,,1956,Summer,Melbourne,Boxing,Boxing Men's Heavyweight,Bronze,olympics_dataset_1896_2024,Italy,Italy,ITA,1,0,1
27897,Cornelius Braasem,M,,,,Netherlands,NED,,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,Bronze,olympics_dataset_1896_2024,Netherlands,Netherlands,NLD,1,0,1
27901,Julius (olaissen-),M,,,,Norway,NOR,,1906,Summer,Athina,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Silver,olympics_dataset_1896_2024,Norway,Norway,NOR,1,0,2
27906,Julius (olaissen-),M,,,,Norway,NOR,,1908,Summer,London,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Gold,olympics_dataset_1896_2024,Norway,Norway,NOR,1,1,3
27915,Jules Brabants,M,,,,Great Britain,GBR,,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze,olympics_dataset_1896_2024,United Kingdom,United Kingdom,GBR,1,0,1
27917,Jules Brabants,M,,,,Great Britain,GBR,,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Bronze,olympics_dataset_1896_2024,United Kingdom,United Kingdom,GBR,1,0,1
27918,Jules Brabants,M,,,,Great Britain,GBR,,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold,olympics_dataset_1896_2024,United Kingdom,United Kingdom,GBR,1,1,3
27932,Marco Bracci,M,,,,Italy,ITA,,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,Bronze,olympics_dataset_1896_2024,Italy,Italy,ITA,1,0,1
27950,Walter Brack,M,,,,Germany,GER,,1904,Summer,St. Louis,Swimming,Swimming Men's 100 Yard Backstroke,Gold,olympics_dataset_1896_2024,Germany,Germany,DEU,1,1,3
27951,Walter Brack,M,,,,Germany,GER,,1904,Summer,St. Louis,Swimming,Swimming Men's 440 Yard Breaststroke,Silver,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,2
27954,Raymond Bracken,M,,,,United States,USA,,1920,Summer,Antwerpen,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
27955,Raymond Bracken,M,,,,United States,USA,,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Pistol, 30 metres",Silver,olympics_dataset_1896_2024,United States,United States,USA,1,0,2
27987,James Bradford,M,,,,United States,USA,,1952,Summer,Helsinki,Weightlifting,Weightlifting Men's Heavyweight,Silver,olympics_dataset_1896_2024,United States,United States,USA,1,0,2
27988,James Bradford,M,,,,United States,USA,,1960,Summer,Roma,Weightlifting,Weightlifting Men's Heavyweight,Silver,olympics_dataset_1896_2024,United States,United States,USA,1,0,2
28002,Amber Bradley,F,,,,Australia,AUS,,2004,Summer,Athina,Rowing,Rowing Women's Quadruple Sculls,Bronze,olympics_dataset_1896_2024,Australia,Australia,AUS,1,0,1
28012,Everett Bradley,M,,,,United States,USA,,1920,Summer,Antwerpen,Athletics,Athletics Men's Pentathlon,Silver,olympics_dataset_1896_2024,United States,United States,USA,1,0,2
28024,Benjamin Bradshaw,M,,,,United States,USA,,1904,Summer,St. Louis,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
28046,James Brady,M,,,,United States,USA,,1992,Summer,Barcelona,Sailing,Sailing Mixed Three Person Keelboat,Silver,olympics_dataset_1896_2024,United States,United States,USA,1,0,2
28047,Joseph Brady,M,,,,St. Rose-2,USA,,1904,Summer,St. Louis,Football,Football Men's Football,Bronze,olympics_dataset_1896_2024,United States,United States,USA,1,0,1
28068,Donald Bragg,M,,,,United States,USA,,1960,Summer,Roma,Athletics,Athletics Men's Pole Vault,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
28078,Lyudmila Bragina,F,,,,Soviet Union,URS,,1972,Summer,Munich,Athletics,"Athletics Women's 1,500 metres",Gold,olympics_dataset_1896_2024,Russia,Soviet Union,URS,1,1,3
28080,G. Braglia,M,,,,Italy,ITA,,1906,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,Silver,olympics_dataset_1896_2024,Italy,Italy,ITA,1,0,2
28081,G. Braglia,M,,,,Italy,ITA,,1906,Summer,Athina,Gymnastics,"Gymnastics Men's Individual All-Around, 5 Events",Silver,olympics_dataset_1896_2024,Italy,Italy,ITA,1,0,2
28082,G. Braglia,M,,,,Italy,ITA,,1908,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,Gold,olympics_dataset_1896_2024,Italy,Italy,ITA,1,1,3
28083,G. Braglia,M,,,,Italy,ITA,,1912,Summer,Stockholm,Gymnastics,Gymnastics Men's Individual All-Around,Gold,olympics_dataset_1896_2024,Italy,Italy,ITA,1,1,3
28107,Oscar Vidal,M,,,,Cuba,CUB,,2008,Summer,Beijing,Judo,Judo Men's Heavyweight,Bronze,olympics_dataset_1896_2024,Cuba,Cuba,CUB,1,0,1
28110,John Braithwaite,M,,,,Great Britain,GBR,,1968,Summer,Mexico City,Shooting,Shooting Mixed Trap,Gold,olympics_dataset_1896_2024,United Kingdom,United Kingdom,GBR,1,1,3
28121,Jeanette Brakewell,F,,,,Great Britain,GBR,,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver,olympics_dataset_1896_2024,United Kingdom,United Kingdom,GBR,1,0,2
28123,Jeanette Brakewell,F,,,,Great Britain,GBR,,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver,olympics_dataset_1896_2024,United Kingdom,United Kingdom,GBR,1,0,2
28154,Giovanni Bramucci,M,,,,Italy,ITA,,1968,Summer,Mexico City,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze,olympics_dataset_1896_2024,Italy,Italy,ITA,1,0,1
28155,Grant Bramwell,M,,,,New Zealand,NZL,,1984,Summer,Los Angeles,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,olympics_dataset_1896_2024,New Zealand,New Zealand,NZL,1,1,3
28181,Karen (-pollock),F,,,,Australia,AUS,,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Fours,Bronze,olympics_dataset_1896_2024,Australia,Australia,AUS,1,0,1
28187,Daniel Brand,M,,,,United States,USA,,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze,olympics_dataset_1896_2024,United States,United States,USA,1,0,1
28188,Esther Heerden-),F,,,,South Africa,RSA,,1952,Summer,Helsinki,Athletics,Athletics Women's High Jump,Gold,olympics_dataset_1896_2024,South Africa,South Africa,ZAF,1,1,3
28190,Glen Brand,M,,,,United States,USA,,1948,Summer,London,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
28203,Nicole Brandebusemeyer,F,,,,Germany,GER,,2000,Summer,Sydney,Football,Football Women's Football,Bronze,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,1
28218,Jen (brandeiski),M,,,,Hungary,HUN,,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,Silver,olympics_dataset_1896_2024,Hungary,Hungary,HUN,1,0,2
28248,Terry Brands,M,,,,United States,USA,,2000,Summer,Sydney,Wrestling,"Wrestling Men's Featherweight, Freestyle",Bronze,olympics_dataset_1896_2024,United States,United States,USA,1,0,1
28249,Thomas Ii,M,,,,United States,USA,,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
28269,Franois Brandt,M,,,,Minerva Amsterdam,NED,,1900,Summer,Paris,Rowing,Rowing Men's Coxed Pairs,Gold,olympics_dataset_1896_2024,Netherlands,Netherlands,NLD,1,1,3
28270,Franois Brandt,M,,,,Minerva Amsterdam,NED,,1900,Summer,Paris,Rowing,Rowing Men's Coxed Eights,Bronze,olympics_dataset_1896_2024,Netherlands,Netherlands,NLD,1,0,1
28272,Heinz Brandt,M,,,,Germany,GER,,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Jumping, Team",Gold,olympics_dataset_1896_2024,Germany,Germany,DEU,1,1,3
28326,Bernd Bransch,M,,,,East Germany,GDR,,1972,Summer,Munich,Football,Football Men's Football,Bronze,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,1
28327,Bernd Bransch,M,,,,East Germany,GDR,,1976,Summer,Montreal,Football,Football Men's Football,Gold,olympics_dataset_1896_2024,Germany,Germany,DEU,1,1,3
28335,Ana Brnz-popescu,F,,,,Romania,ROU,,2008,Summer,Beijing,Fencing,"Fencing Women's epee, Individual",Silver,olympics_dataset_1896_2024,Romania,Romania,ROU,1,0,2
28339,Ana Brnz-popescu,F,,,,Romania,ROU,,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",Gold,olympics_dataset_1896_2024,Romania,Romania,ROU,1,1,3
28349,Scott Brash,M,,,,Great Britain,GBR,,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold,olympics_dataset_1896_2024,United Kingdom,United Kingdom,GBR,1,1,3
28351,Christopher Brasher,M,,,,Great Britain,GBR,,1956,Summer,Melbourne,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold,olympics_dataset_1896_2024,United Kingdom,United Kingdom,GBR,1,1,3
28354,Yevhen Braslavets,M,,,,Ukraine,UKR,,1996,Summer,Atlanta,Sailing,Sailing Men's Two Person Dinghy,Gold,olympics_dataset_1896_2024,Ukraine,Ukraine,UKR,1,1,3
28413,David Bratton,M,,,,New York Athletic Club-1,USA,,1904,Summer,St. Louis,Water Polo,Water Polo Men's Water Polo,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
28447,Ellen (-hassauer),F,,,,Germany,GER,,1932,Summer,Los Angeles,Athletics,Athletics Women's Javelin Throw,Silver,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,2
28454,Gregor Braun,M,,,,West Germany,FRG,,1976,Summer,Montreal,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Gold,olympics_dataset_1896_2024,Germany,Germany,DEU,1,1,3
28455,Gregor Braun,M,,,,West Germany,FRG,,1976,Summer,Montreal,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,olympics_dataset_1896_2024,Germany,Germany,DEU,1,1,3
28456,Johannes Braun,M,,,,Germany,GER,,1908,Summer,London,Athletics,Athletics Men's 800 metres,Bronze,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,1
28458,Johannes Braun,M,,,,Germany,GER,,1908,Summer,London,Athletics,"Athletics Men's 1,600 metres Medley Relay",Silver,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,2
28459,Johannes Braun,M,,,,Germany,GER,,1912,Summer,Stockholm,Athletics,Athletics Men's 400 metres,Silver,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,2
28465,Jerzy Braun,M,,,,Poland,POL,,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxed Pairs,Silver,olympics_dataset_1896_2024,Poland,Poland,POL,1,0,2
28466,Jerzy Braun,M,,,,Poland,POL,,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxed Fours,Bronze,olympics_dataset_1896_2024,Poland,Poland,POL,1,0,1
28469,Max Braun,M,,,,St. Louis Southwest Turnverein #1-2,USA,,1904,Summer,St. Louis,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Silver,olympics_dataset_1896_2024,United States,United States,USA,1,0,2
28482,Sabine Braun,F,,,,Germany,GER,,1992,Summer,Barcelona,Athletics,Athletics Women's Heptathlon,Bronze,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,1
28501,Dirk Braunleder,M,,,,West Germany,FRG,,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,1
28545,John Bray,M,,,,United States,USA,,1900,Summer,Paris,Athletics,"Athletics Men's 1,500 metres",Bronze,olympics_dataset_1896_2024,United States,United States,USA,1,0,1
28565,Thiago Silva,M,,,,Brazil,BRA,,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,Gold,olympics_dataset_1896_2024,Brazil,Brazil,BRA,1,1,3
28567,Romanas Brazdauskis,M,,,,Lithuania,LTU,,1992,Summer,Barcelona,Basketball,Basketball Men's Basketball,Bronze,olympics_dataset_1896_2024,Lithuania,Lithuania,LTU,1,0,1
28616,Torsten (oehmigen-),M,,,,East Germany,GDR,,1988,Summer,Seoul,Judo,Judo Men's Half-Middleweight,Bronze,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,1
28618,Julius Brecht,M,,,,Germany,GER,,1960,Summer,Roma,Fencing,"Fencing Men's Foil, Team",Bronze,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,1
28629,Andreas Brecke,M,,,,Jo,NOR,,1920,Summer,Antwerpen,Sailing,Sailing Mixed 6 metres,Gold,olympics_dataset_1896_2024,Norway,Norway,NOR,1,1,3
28636,Henry Breckinridge,M,,,,United States,USA,,1920,Summer,Antwerpen,Fencing,"Fencing Men's Foil, Team",Bronze,olympics_dataset_1896_2024,United States,United States,USA,1,0,1
28644,Giovanni Breda,M,,,,Italy,ITA,,1964,Summer,Tokyo,Fencing,"Fencing Men's epee, Team",Silver,olympics_dataset_1896_2024,Italy,Italy,ITA,1,0,2
28647,Annelies Bredael,F,,,,Belgium,BEL,,1992,Summer,Barcelona,Rowing,Rowing Women's Single Sculls,Silver,olympics_dataset_1896_2024,Belgium,Belgium,BEL,1,0,2
28650,Charlotte (-baker),F,,,,United States,USA,,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze,olympics_dataset_1896_2024,United States,United States,USA,1,0,1
28687,Elaine (-penrose),F,,,,United States,USA,,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,olympics_dataset_1896_2024,United States,United States,USA,1,0,2
28688,George Breen,M,,,,United States,USA,,1956,Summer,Melbourne,Swimming,Swimming Men's 400 metres Freestyle,Bronze,olympics_dataset_1896_2024,United States,United States,USA,1,0,1
28689,George Breen,M,,,,United States,USA,,1956,Summer,Melbourne,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze,olympics_dataset_1896_2024,United States,United States,USA,1,0,1
28690,George Breen,M,,,,United States,USA,,1956,Summer,Melbourne,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,olympics_dataset_1896_2024,United States,United States,USA,1,0,2
28691,George Breen,M,,,,United States,USA,,1960,Summer,Roma,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze,olympics_dataset_1896_2024,United States,United States,USA,1,0,1
28709,Bernard Brgeon,M,,,,France,FRA,,1984,Summer,Los Angeles,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Bronze,olympics_dataset_1896_2024,France,France,FRA,1,0,1
28710,Bernard Brgeon,M,,,,France,FRA,,1984,Summer,Los Angeles,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver,olympics_dataset_1896_2024,France,France,FRA,1,0,2
28715,James Bregman,M,,,,United States,USA,,1964,Summer,Tokyo,Judo,Judo Men's Middleweight,Bronze,olympics_dataset_1896_2024,United States,United States,USA,1,0,1
28716,Louis Brguet,M,,,,Namoussa,FRA,,1924,Summer,Paris,Sailing,Sailing Mixed 8 metres,Bronze,olympics_dataset_1896_2024,France,France,FRA,1,0,1
28737,Matthias Brehme,M,,,,East Germany,GDR,,1972,Summer,Munich,Gymnastics,Gymnastics Men's Team All-Around,Bronze,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,1
28747,Christina Brehmer-lathan,F,,,,East Germany,GDR,,1976,Summer,Montreal,Athletics,Athletics Women's 400 metres,Silver,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,2
28748,Christina Brehmer-lathan,F,,,,East Germany,GDR,,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,olympics_dataset_1896_2024,Germany,Germany,DEU,1,1,3
28749,Christina Brehmer-lathan,F,,,,East Germany,GDR,,1980,Summer,Moskva,Athletics,Athletics Women's 400 metres,Bronze,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,1
28750,Christina Brehmer-lathan,F,,,,East Germany,GDR,,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,2
28760,Emil Breitkreutz,M,,,,United States,USA,,1904,Summer,St. Louis,Athletics,Athletics Men's 800 metres,Bronze,olympics_dataset_1896_2024,United States,United States,USA,1,0,1
28766,Arno Breker,M,,,,Germany,GER,,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",Silver,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,2
28777,Mark Breland,M,,,,United States,USA,,1984,Summer,Los Angeles,Boxing,Boxing Men's Welterweight,Gold,olympics_dataset_1896_2024,United States,United States,USA,1,1,3
28789,Emiliano Brembilla,M,,,,Italy,ITA,,2004,Summer,Athina,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,olympics_dataset_1896_2024,Italy,Italy,ITA,1,0,1
28828,Daniela Brendel,F,,,,Germany,GER,,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,2
28829,Jakob Brendel,M,,,,Germany,GER,,1932,Summer,Los Angeles,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Gold,olympics_dataset_1896_2024,Germany,Germany,DEU,1,1,3
28830,Jakob Brendel,M,,,,Germany,GER,,1936,Summer,Berlin,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Bronze,olympics_dataset_1896_2024,Germany,Germany,DEU,1,0,1
28832,Sebastian Brendel,M,,,,Germany,GER,,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold,olympics_dataset_1896_2024,Germany,Germany,DEU,1,1,3
28833,Sebastian Brendel,M,,,,Germany,GER,,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold,olympics_dataset_1896_2024,Germany,Germany,DEU,1,1,3
28834,Sebastian Brendel,M,,,,Germany,GER,,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold,olympics_dataset_1896_2024,Germany,Germany,DEU,1,1,3
28849,Niels Brene,M,,,,Denmark,DEN,,1948,Summer,London,Art Competitions,"Art Competitions Mixed Music, Compositions For Orchestra",Bronze,olympics_dataset_1896_2024,Denmark,Denmark,DNK,1,0,1
