year,noc,iso3,country_name,total_medals,expected_medals,medal_overperformance,gold_medals,gdp_total,population,gdp_per_capita,sports_entered,events_entered,model_note
1992,BUL,BGR,Bulgaria,16,12.703125,3.296875,3,,8559091.0,12961.038,19,116,year mean fallback: missing economic predictors
1996,BUL,BGR,Bulgaria,15,14.647400908807521,0.352599091192479,3,92906171875.0,8291402.0,14372.831,17,89,year OLS: log_gdp_total + log_population + sports_entered
2000,BUL,BGR,Bulgaria,13,12.752833702500494,0.24716629749950592,5,91107625000.0,8000519.0,12563.888,16,85,year OLS: log_gdp_total + log_population + sports_entered
2004,BUL,BGR,Bulgaria,12,12.619601237000834,-0.6196012370008344,2,104357343750.0,7749430.0,16389.027,19,94,year OLS: log_gdp_total + log_population + sports_entered
2008,BUL,BGR,Bulgaria,5,8.270057884741192,-3.270057884741192,1,140674921875.0,7535589.0,21846.045,15,60,year OLS: log_gdp_total + log_population + sports_entered
2012,BUL,BGR,Bulgaria,2,10.537352773603844,-8.537352773603844,0,141026765625.0,7317020.0,22618.904,17,56,year OLS: log_gdp_total + log_population + sports_entered
2016,BUL,BGR,Bulgaria,3,5.550956225737837,-2.5509562257378366,0,149525390625.0,7127436.0,25636.852,14,51,year OLS: log_gdp_total + log_population + sports_entered
2020,BUL,BGR,Bulgaria,6,3.3179488693259223,2.6820511306740777,3,166418390625.0,6933656.0,28521.324,13,45,year OLS: log_gdp_total + log_population + sports_entered
2024,BUL,BGR,Bulgaria,7,11.16304347826087,-4.163043478260869,3,,,34221.53,16,53,year mean baseline: insufficient economic matches
2020,BUR,BUR,Burkina Faso,1,11.612903225806452,-10.612903225806452,0,,,,5,8,year mean fallback: missing economic predictors
1996,BDI,BDI,Burundi,1,0.0,1.0,1,5001391601.0,6070510.0,1088.7893,1,6,year OLS: log_gdp_total + log_population + sports_entered
2016,BDI,BDI,Burundi,1,0.0,1.0,0,10207339843.0,11239459.0,1009.636,3,9,year OLS: log_gdp_total + log_population + sports_entered
2024,CPV,CPV,Cabo Verde,1,11.16304347826087,-10.16304347826087,0,,,9848.953,5,7,year mean baseline: insufficient economic matches
1968,CMR,CMR,Cameroon,1,0.0,1.0,0,11348890625.0,6125860.0,,2,5,year OLS: log_gdp_total + log_population + sports_entered
1984,CMR,CMR,Cameroon,1,0.0,1.0,0,37863453125.0,9475085.0,,6,32,year OLS: log_gdp_total + log_population + sports_entered
2000,CMR,CMR,Cameroon,1,0.0,1.0,1,49202570312.0,14912632.0,3822.9443,4,14,year OLS: log_gdp_total + log_population + sports_entered
2004,CMR,CMR,Cameroon,1,0.0,1.0,1,56790957031.0,16610485.0,4222.9663,5,15,year OLS: log_gdp_total + log_population + sports_entered
2008,CMR,CMR,Cameroon,1,3.6011936067600594,-2.6011936067600594,1,67278875000.0,18574052.0,4300.2666,9,16,year OLS: log_gdp_total + log_population + sports_entered
1900,CAN,CAN,Canada,2,12.125,-10.125,1,,5414425.0,,1,5,year mean baseline: insufficient economic matches
1904,CAN,CAN,Canada,6,23.75,-17.75,4,,5976663.0,,6,15,year mean baseline: insufficient economic matches
1904,CAN,CAN,Canada,6,23.75,-17.75,4,,5976663.0,,6,15,year mean baseline: insufficient economic matches
1906,CAN,CAN,Canada,2,14.38888888888889,-12.38888888888889,1,,6310511.0,,1,4,year mean baseline: insufficient economic matches
1908,CAN,CAN,Canada,16,16.842105263157894,-0.8421052631578938,3,,6663003.0,,11,42,year mean baseline: insufficient economic matches
1912,CAN,CAN,Canada,8,16.63157894736842,-8.631578947368421,3,,7317326.0,,7,30,year mean baseline: insufficient economic matches
1920,CAN,CAN,Canada,9,20.272727272727273,-11.272727272727273,3,,8571309.0,,9,39,year mean baseline: insufficient economic matches
1924,CAN,CAN,Canada,4,12.612903225806452,-8.612903225806452,0,,9209535.0,,8,39,year mean baseline: insufficient economic matches
1928,CAN,CAN,Canada,15,10.470588235294118,4.529411764705882,4,,9880096.0,,8,49,year mean baseline: insufficient economic matches
1932,CAN,CAN,Canada,16,13.214285714285714,2.7857142857142865,2,,10455609.0,,10,69,year mean baseline: insufficient economic matches
1936,CAN,CAN,Canada,9,13.1875,-4.1875,1,,10918635.0,,12,69,year mean baseline: insufficient economic matches
1948,CAN,CAN,Canada,4,11.552631578947368,-7.552631578947368,0,,13184774.0,,13,83,year mean baseline: insufficient economic matches
1952,CAN,CAN,Canada,3,21.38387349434347,-18.38387349434347,1,222091250000.0,14482799.0,,13,74,year OLS: log_gdp_total + log_population + sports_entered
1956,CAN,CAN,Canada,6,22.90989654935464,-16.90989654935464,2,272450531250.0,16159621.0,,15,84,year OLS: log_gdp_total + log_population + sports_entered
1960,CAN,CAN,Canada,1,15.995206392629509,-14.995206392629509,0,308196125000.0,17898793.0,,14,77,year OLS: log_gdp_total + log_population + sports_entered
1964,CAN,CAN,Canada,4,21.32480246859141,-17.32480246859141,1,384599312500.0,19321670.0,,16,92,year OLS: log_gdp_total + log_population + sports_entered
1968,CAN,CAN,Canada,5,17.52646060892308,-12.526460608923081,1,472663437500.0,20734173.0,,14,124,year OLS: log_gdp_total + log_population + sports_entered
1972,CAN,CAN,Canada,5,24.57123701234996,-19.57123701234996,0,569248375000.0,22230876.0,,18,136,year OLS: log_gdp_total + log_population + sports_entered
1976,CAN,CAN,Canada,11,27.55895198190927,-16.55895198190927,0,673959375000.0,23455783.0,,23,173,year OLS: log_gdp_total + log_population + sports_entered
1984,CAN,CAN,Canada,44,36.791624284295125,7.208375715704875,10,855608500000.0,25670376.0,,23,193,year OLS: log_gdp_total + log_population + sports_entered
1988,CAN,CAN,Canada,10,31.76703302128569,-21.76703302128569,3,1005962875000.0,26927938.0,,23,193,year OLS: log_gdp_total + log_population + sports_entered
1992,CAN,CAN,Canada,18,25.82066662418797,-7.820666624187972,7,1034473937500.0,28500066.0,39023.184,24,199,year OLS: log_gdp_total + log_population + sports_entered
1996,CAN,CAN,Canada,22,28.79147546375532,-6.791475463755319,3,1193852750000.0,29767210.0,41880.55,25,189,year OLS: log_gdp_total + log_population + sports_entered
2000,CAN,CAN,Canada,14,33.35147974938109,-19.35147974938109,3,1422944625000.0,30891800.0,48399.305,29,175,year OLS: log_gdp_total + log_population + sports_entered
2004,CAN,CAN,Canada,12,30.55956999782123,-18.55956999782123,3,1563927000000.0,32132680.0,51210.68,28,151,year OLS: log_gdp_total + log_population + sports_entered
2008,CAN,CAN,Canada,19,32.9190080057805,-13.919008005780498,3,1803601875000.0,33449088.0,53711.68,30,185,year OLS: log_gdp_total + log_population + sports_entered
2012,CAN,CAN,Canada,18,31.051807569557447,-13.051807569557447,1,1861421125000.0,34922513.0,54034.805,28,179,year OLS: log_gdp_total + log_population + sports_entered
2016,CAN,CAN,Canada,22,31.20954708567832,-9.20954708567832,4,1911216125000.0,36353345.0,55606.156,31,175,year OLS: log_gdp_total + log_population + sports_entered
2020,CAN,CAN,Canada,24,37.00067988121226,-13.000679881212257,7,1954253250000.0,38171903.0,54092.88,40,182,year OLS: log_gdp_total + log_population + sports_entered
2024,CAN,CAN,Canada,27,11.16304347826087,15.83695652173913,9,,,56706.824,40,172,year mean baseline: insufficient economic matches
1928,CHI,CHL,Chile,1,10.470588235294118,-9.470588235294118,0,,4504225.0,,6,22,year mean baseline: insufficient economic matches
1952,CHI,CHL,Chile,2,0.0,2.0,0,35949238281.0,6891992.0,,9,33,year OLS: log_gdp_total + log_population + sports_entered
1956,CHI,CHL,Chile,4,1.9033952745276759,2.096604725472324,0,37883464843.0,7489537.0,,8,22,year OLS: log_gdp_total + log_population + sports_entered
1988,CHI,CHL,Chile,1,10.757152516294212,-9.757152516294212,0,98517234375.0,12999426.0,,6,14,year OLS: log_gdp_total + log_population + sports_entered
2000,CHI,CHL,Chile,1,9.97285404311849,-8.97285404311849,0,201377843750.0,15503638.0,17525.271,14,28,year OLS: log_gdp_total + log_population + sports_entered
2004,CHI,CHL,Chile,3,5.272213127175094,-2.2722131271750943,2,234557078125.0,16187324.0,19961.984,11,25,year OLS: log_gdp_total + log_population + sports_entered
2008,CHI,CHL,Chile,1,9.044391737609983,-8.044391737609983,0,328486500000.0,16838987.0,23509.781,14,26,year OLS: log_gdp_total + log_population + sports_entered
2024,CHI,CHL,Chile,2,11.16304347826087,-9.16304347826087,1,,,30182.787,22,34,year mean baseline: insufficient economic matches
1984,CHN,CHN,China,32,32.50959603642777,-0.509596036427773,15,1414518750000.0,1043849645.0,,19,105,year OLS: log_gdp_total + log_population + sports_entered
1988,CHN,CHN,China,28,11.283164634137394,16.716835365862607,5,2078778000000.0,1115244168.0,,25,150,year OLS: log_gdp_total + log_population + sports_entered
1992,CHN,CHN,China,53,33.84450137721962,19.155498622780378,16,2810470500000.0,1184574236.0,2030.3864,23,144,year OLS: log_gdp_total + log_population + sports_entered
1996,CHN,CHN,China,50,42.847346230615486,7.152653769384514,16,4263582000000.0,1230944809.0,3055.9697,25,155,year OLS: log_gdp_total + log_population + sports_entered
2000,CHN,CHN,China,58,40.94741527693478,17.052584723065223,28,5913536000000.0,1269581174.0,4066.0364,28,163,year OLS: log_gdp_total + log_population + sports_entered
2004,CHN,CHN,China,63,44.60061658169167,18.399383418308332,32,8606801000000.0,1302100316.0,5684.169,31,204,year OLS: log_gdp_total + log_population + sports_entered
2008,CHN,CHN,China,100,50.346622243542186,49.653377756457814,51,12562206000000.0,1333821011.0,8743.745,34,257,year OLS: log_gdp_total + log_population + sports_entered
2012,CHN,CHN,China,88,41.77509645691596,46.22490354308404,38,17665738000000.0,1369520866.0,12217.8545,29,206,year OLS: log_gdp_total + log_population + sports_entered
2016,CHN,CHN,China,70,42.09750723770729,27.90249276229271,26,21130488000000.0,1404052628.0,15772.765,32,209,year OLS: log_gdp_total + log_population + sports_entered
2020,CHN,CHN,China,88,45.81706797232498,42.18293202767502,38,26000864000000.0,1426106093.0,19215.154,41,210,year OLS: log_gdp_total + log_population + sports_entered
2024,CHN,CHN,China,91,11.16304347826087,79.83695652173913,40,,,23845.62,42,211,year mean baseline: insufficient economic matches
1900,COL,COL,Colombia,1,12.125,-11.125,0,,4034733.0,,1,1,year mean baseline: insufficient economic matches
1972,COL,COL,Colombia,3,7.680441054907789,-4.680441054907789,0,140731421875.0,21819572.0,,8,39,year OLS: log_gdp_total + log_population + sports_entered
1984,COL,COL,Colombia,1,10.4470798173192,-9.4470798173192,0,239723953125.0,28642690.0,,8,34,year OLS: log_gdp_total + log_population + sports_entered
1988,COL,COL,Colombia,1,18.435419754109567,-17.435419754109567,0,265144687500.0,31130530.0,,10,34,year OLS: log_gdp_total + log_population + sports_entered
1992,COL,COL,Colombia,1,8.717775350785667,-7.717775350785667,0,295638093750.0,33760571.0,10196.433,11,31,year OLS: log_gdp_total + log_population + sports_entered
2000,COL,COL,Colombia,1,10.259645419259106,-9.259645419259106,1,341218125000.0,39089939.0,10813.494,13,45,year OLS: log_gdp_total + log_population + sports_entered
2004,COL,COL,Colombia,2,12.956312837982555,-10.956312837982555,0,377985593750.0,41543177.0,11607.938,15,59,year OLS: log_gdp_total + log_population + sports_entered
2008,COL,COL,Colombia,2,14.945260792290755,-12.945260792290755,0,536051812500.0,43758805.0,13591.061,16,74,year OLS: log_gdp_total + log_population + sports_entered
2012,COL,COL,Colombia,8,18.574452087725188,-10.574452087725188,1,700778562500.0,45715807.0,15279.479,19,81,year OLS: log_gdp_total + log_population + sports_entered
2016,COL,COL,Colombia,8,18.843221213046235,-10.843221213046235,3,708380000000.0,47437513.0,17003.244,21,85,year OLS: log_gdp_total + log_population + sports_entered
2020,COL,COL,Colombia,5,15.069056741213304,-10.069056741213304,0,769266312500.0,50629997.0,15861.5,20,56,year OLS: log_gdp_total + log_population + sports_entered
2024,COL,COL,Colombia,4,11.16304347826087,-7.163043478260869,0,,,18477.215,24,61,year mean baseline: insufficient economic matches
1988,CRC,CRI,Costa Rica,1,0.0,1.0,0,26961792968.0,2968102.0,,6,18,year OLS: log_gdp_total + log_population + sports_entered
1996,CRC,CRI,Costa Rica,1,0.0,1.0,1,38073347656.0,3619012.0,12467.621,6,13,year OLS: log_gdp_total + log_population + sports_entered
2000,CRC,CRI,Costa Rica,2,0.0,2.0,0,46049718750.0,3937737.0,14018.742,5,9,year OLS: log_gdp_total + log_population + sports_entered
1984,CIV,CIV,Cote d'Ivoire,1,0.0,1.0,0,26625345703.0,9650523.0,,4,14,year OLS: log_gdp_total + log_population + sports_entered
2016,CIV,CIV,Cote d'Ivoire,2,0.0,2.0,1,128074750000.0,25989404.0,5320.8467,6,12,year OLS: log_gdp_total + log_population + sports_entered
2020,CIV,CIV,Cote d'Ivoire,1,0.0,1.0,0,158187843750.0,28915452.0,5787.8154,6,11,year OLS: log_gdp_total + log_population + sports_entered
2024,CIV,CIV,Cote d'Ivoire,1,11.16304347826087,-10.16304347826087,0,,,6747.038,4,11,year mean baseline: insufficient economic matches
1992,CRO,HRV,Croatia,3,2.3128810702489404,0.6871189297510596,0,50545527343.0,4782235.0,17020.238,11,23,year OLS: log_gdp_total + log_population + sports_entered
1996,CRO,HRV,Croatia,2,7.628232643564566,-5.628232643564566,1,56323644531.0,4562290.0,18849.98,14,57,year OLS: log_gdp_total + log_population + sports_entered
2000,CRO,HRV,Croatia,2,4.594454643780318,-2.5944546437803178,1,69876679687.0,4326105.0,21302.25,12,53,year OLS: log_gdp_total + log_population + sports_entered
2004,CRO,HRV,Croatia,5,4.863064880177598,0.13693511982240203,1,88132210937.0,4310050.0,26528.887,14,57,year OLS: log_gdp_total + log_population + sports_entered
2008,CRO,HRV,Croatia,5,6.444863320087489,-1.4448633200874887,0,111526312500.0,4314635.0,31113.865,15,66,year OLS: log_gdp_total + log_population + sports_entered
2012,CRO,HRV,Croatia,6,9.275498005863811,-3.2754980058638115,3,109676132812.0,4259233.0,28259.346,17,53,year OLS: log_gdp_total + log_population + sports_entered
2016,CRO,HRV,Croatia,10,8.594435867338126,1.4055641326618744,5,112694757812.0,4136438.0,30821.164,18,47,year OLS: log_gdp_total + log_population + sports_entered
2020,CRO,HRV,Croatia,8,6.373012735416815,1.6269872645831853,3,117185265625.0,3953956.0,32493.312,17,47,year OLS: log_gdp_total + log_population + sports_entered
2024,CRO,HRV,Croatia,7,11.16304347826087,-4.163043478260869,2,,,42829.2,16,43,year mean baseline: insufficient economic matches
1900,CUB,CUB,Cuba,2,12.125,-10.125,1,,1719649.0,,1,2,year mean baseline: insufficient economic matches
1904,CUB,CUB,Cuba,4,23.75,-19.75,4,,1904606.0,,2,5,year mean baseline: insufficient economic matches
1948,CUB,CUB,Cuba,1,11.552631578947368,-10.552631578947368,0,,5667544.0,,12,31,year mean baseline: insufficient economic matches
1964,CUB,CUB,Cuba,1,12.21951219512195,-11.21951219512195,0,,7866016.0,,6,24,year mean fallback: missing economic predictors
1968,CUB,CUB,Cuba,4,15.813953488372093,-11.813953488372093,0,,8509522.0,,13,78,year mean fallback: missing economic predictors
1972,CUB,CUB,Cuba,8,19.53191489361702,-11.53191489361702,3,,9123895.0,,14,69,year mean fallback: missing economic predictors
1976,CUB,CUB,Cuba,13,25.0,-12.0,6,,9571240.0,,14,76,year mean fallback: missing economic predictors
1980,CUB,CUB,Cuba,20,17.52777777777778,2.4722222222222214,8,,9804798.0,,19,92,year mean fallback: missing economic predictors
1992,CUB,CUB,Cuba,31,12.703125,18.296875,14,,10785807.0,,16,90,year mean fallback: missing economic predictors
1996,CUB,CUB,Cuba,25,10.645569620253164,14.354430379746836,9,,10962009.0,,15,84,year mean fallback: missing economic predictors
2000,CUB,CUB,Cuba,29,11.5625,17.4375,11,,11109112.0,,24,135,year mean fallback: missing economic predictors
2004,CUB,CUB,Cuba,27,12.527027027027026,14.472972972972974,9,,11238756.0,,18,108,year mean fallback: missing economic predictors
2008,CUB,CUB,Cuba,24,11.127906976744185,12.872093023255815,2,,11291764.0,,18,102,year mean fallback: missing economic predictors
2012,CUB,CUB,Cuba,14,11.31764705882353,2.68235294117647,5,,11303172.0,,14,86,year mean fallback: missing economic predictors
2016,CUB,CUB,Cuba,11,11.313953488372093,-0.3139534883720927,5,,11265615.0,,19,99,year mean fallback: missing economic predictors
2020,CUB,CUB,Cuba,15,11.612903225806452,3.387096774193548,7,,11176349.0,,15,64,year mean fallback: missing economic predictors
2024,CUB,CUB,Cuba,9,11.16304347826087,-2.163043478260869,2,,,,16,52,year mean baseline: insufficient economic matches
1988,AHO,AHO,Curacao,1,22.823529411764707,-21.823529411764707,0,,,,3,4,year mean fallback: missing economic predictors
2012,CYP,CYP,Cyprus,1,0.0,1.0,0,28898105468.0,1165403.0,39190.383,7,12,year OLS: log_gdp_total + log_population + sports_entered
2024,CYP,CYP,Cyprus,1,11.16304347826087,-10.16304347826087,0,,,52635.582,9,23,year mean baseline: insufficient economic matches
1900,BOH,BOH,Czechia,3,12.125,-9.125,0,,,,4,9,year mean baseline: insufficient economic matches
1906,BOH,BOH,Czechia,2,14.38888888888889,-12.38888888888889,0,,,,6,22,year mean baseline: insufficient economic matches
1908,BOH,BOH,Czechia,2,16.842105263157894,-14.842105263157894,0,,,,5,15,year mean baseline: insufficient economic matches
1920,TCH,TCH,Czechia,2,20.272727272727273,-18.272727272727273,0,,,,13,53,year mean baseline: insufficient economic matches
1924,TCH,TCH,Czechia,10,12.612903225806452,-2.612903225806452,1,,,,16,75,year mean baseline: insufficient economic matches
1928,TCH,TCH,Czechia,9,10.470588235294118,-1.4705882352941178,2,,,,14,51,year mean baseline: insufficient economic matches
