year,season,noc,iso3,country_name,total_medals,gold_medals,silver_medals,bronze_medals,weighted_medal_score,population,gdp_total,gdp_per_capita,unique_athletes,sports_entered,events_entered,medals_per_million_people,gold_per_million_people,medals_per_100_athletes,gold_per_100_athletes,medals_per_entered_sport,medals_per_entered_event,weighted_score_per_athlete,weighted_score_per_entered_sport,medals_per_100b_gdp,gold_per_100b_gdp,rank_total_medals,rank_medals_per_million_people,rank_medals_per_100_athletes,rank_medals_per_entered_sport,rank_weighted_score_per_athlete,small_sample_flag,extreme_single_medal_flag,efficiency_label,efficiency_interpretation_note,has_population_match,has_gdp_total_match,economic_data_complete
1908,Summer,DEN,DNK,Denmark,5,0,2,3,7,2818657.0,,,107,8,27,1.7738944468943898,0.0,4.672897196261682,0.0,0.625,0.18518518518518517,0.06542056074766354,0.875,,,10.0,5.0,17.0,14.0,17.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1912,Summer,DEN,DNK,Denmark,12,1,6,5,20,2955018.0,,,233,13,46,4.060888969204248,0.338407414100354,5.150214592274678,0.4291845493562232,0.9230769230769231,0.2608695652173913,0.08583690987124463,1.5384615384615385,,,7.0,4.0,14.0,11.0,13.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1920,Summer,DEN,DNK,Denmark,13,3,9,1,28,3241362.0,,,246,14,66,4.01065971650189,0.9255368576542824,5.284552845528456,1.2195121951219512,0.9285714285714286,0.19696969696969696,0.11382113821138211,2.0,,,9.0,5.0,17.0,12.0,17.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1924,Summer,DEN,DNK,Denmark,11,2,6,3,21,3363956.0,,,158,13,60,3.2699595357370903,0.5945380974067438,6.962025316455696,1.2658227848101267,0.8461538461538461,0.18333333333333332,0.13291139240506328,1.6153846153846154,,,9.0,8.0,13.0,10.0,11.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1928,Summer,DEN,DNK,Denmark,9,3,2,4,17,3485175.0,,,122,14,55,2.5823667391164005,0.8607889130388,7.377049180327869,2.459016393442623,0.6428571428571429,0.16363636363636364,0.13934426229508196,1.2142857142857142,,,12.0,7.0,14.0,19.0,17.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1932,Summer,DEN,DNK,Denmark,8,0,5,3,13,3603628.0,,,94,9,34,2.2199849707017485,0.0,8.51063829787234,0.0,0.8888888888888888,0.23529411764705882,0.13829787234042554,1.4444444444444444,,,12.0,3.0,21.0,15.0,22.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1936,Summer,DEN,DNK,Denmark,5,0,2,3,7,3718868.0,,,173,14,71,1.3444951528260751,0.0,2.8901734104046244,0.0,0.35714285714285715,0.07042253521126761,0.04046242774566474,0.5,,,19.0,10.0,26.0,21.0,25.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1948,Summer,DEN,DNK,Denmark,22,5,8,9,40,4185901.0,,,253,17,83,5.255738250856864,1.1944859661038327,8.695652173913043,1.9762845849802373,1.2941176470588236,0.26506024096385544,0.15810276679841898,2.3529411764705883,,,7.0,3.0,14.0,10.0,14.0,0,0,scale_and_efficiency_power,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1952,Summer,DEN,DNK,Denmark,6,2,1,3,11,4332237.0,50703804687.0,,201,15,73,1.384965780957967,0.46165526031932236,2.9850746268656714,0.9950248756218906,0.4,0.0821917808219178,0.05472636815920398,0.7333333333333333,11.833431508816036,3.944477169605345,19.0,10.0,26.0,24.0,27.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1956,Summer,DEN,DNK,Denmark,4,1,2,1,8,4466342.0,56641195312.0,,51,11,29,0.8955874852395989,0.22389687130989971,7.8431372549019605,1.9607843137254901,0.36363636363636365,0.13793103448275862,0.1568627450980392,0.7272727272727273,7.06199785856666,1.765499464641665,20.0,8.0,19.0,27.0,17.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1960,Summer,DEN,DNK,Denmark,6,2,3,1,13,4579347.0,69449914062.0,,109,15,46,1.310230476091897,0.4367434920306323,5.5045871559633035,1.834862385321101,0.4,0.13043478260869565,0.11926605504587157,0.8666666666666667,8.63931954565649,2.879773181885496,14.0,3.0,17.0,18.0,13.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1964,Summer,DEN,DNK,Denmark,6,2,1,3,11,4721889.0,85053335937.0,,71,10,40,1.270677900306424,0.4235593001021413,8.450704225352112,2.8169014084507045,0.6,0.15,0.15492957746478872,1.1,7.054397024996492,2.3514656749988307,16.0,5.0,10.0,19.0,13.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1968,Summer,DEN,DNK,Denmark,8,1,4,3,14,4864801.0,101540085937.0,,93,11,53,1.6444660326290839,0.20555825407863548,8.60215053763441,1.0752688172043012,0.7272727272727273,0.1509433962264151,0.15053763440860216,1.2727272727272727,7.878661837024204,0.9848327296280255,47.0,2.0,12.0,49.0,15.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1972,Summer,DEN,DNK,Denmark,1,1,0,0,3,4991569.0,117182445312.0,,155,17,73,0.2003378096145721,0.2003378096145721,0.6451612903225806,0.6451612903225806,0.058823529411764705,0.0136986301369863,0.01935483870967742,0.17647058823529413,0.8533701420357676,0.8533701420357676,64.0,58.0,76.0,76.0,74.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1976,Summer,DEN,DNK,Denmark,3,1,0,2,5,5072803.0,125653531250.0,,81,15,40,0.5913890210205285,0.1971296736735095,3.7037037037037033,1.2345679012345678,0.2,0.075,0.06172839506172839,0.3333333333333333,2.3875174618301864,0.7958391539433954,55.0,29.0,54.0,61.0,54.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1980,Summer,DEN,DNK,Denmark,5,2,1,2,10,5123079.0,138599453125.0,,60,13,30,0.9759755803102002,0.3903902321240801,8.333333333333332,3.3333333333333335,0.38461538461538464,0.16666666666666666,0.16666666666666666,0.7692307692307693,3.6075178417122635,1.4430071366849053,17.0,10.0,6.0,22.0,5.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1984,Summer,DEN,DNK,Denmark,6,0,3,3,9,5111831.0,139606078125.0,,74,11,33,1.1737477236630083,0.0,8.108108108108109,0.0,0.5454545454545454,0.18181818181818182,0.12162162162162163,0.8181818181818182,4.297807144634305,0.0,19.0,10.0,10.0,19.0,17.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1988,Summer,DEN,DNK,Denmark,4,2,1,1,9,5129650.0,158837640625.0,,130,15,73,0.779780296901348,0.389890148450674,3.076923076923077,1.5384615384615385,0.26666666666666666,0.0547945205479452,0.06923076923076923,0.6,2.518294772108587,1.2591473860542934,55.0,28.0,65.0,60.0,61.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
1992,Summer,DEN,DNK,Denmark,6,1,1,4,9,5171372.0,175000234375.0,47540.926,144,14,67,1.1602336865342504,0.19337228108904175,4.166666666666666,0.6944444444444444,0.42857142857142855,0.08955223880597014,0.0625,0.6428571428571429,3.4285668367408437,0.571427806123474,25.0,13.0,39.0,31.0,44.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
1996,Summer,DEN,DNK,Denmark,6,4,1,1,15,5263071.0,196931562500.0,52106.562,145,14,66,1.1400188217107465,0.7600125478071643,4.137931034482759,2.7586206896551726,0.42857142857142855,0.09090909090909091,0.10344827586206896,1.0714285714285714,3.046743713314111,2.031162475542741,29.0,12.0,54.0,36.0,44.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2000,Summer,DEN,DNK,Denmark,6,2,3,1,13,5339659.0,235842312500.0,57907.504,124,16,55,1.123667260399962,0.37455575346665393,4.838709677419355,1.6129032258064515,0.375,0.10909090909090909,0.10483870967741936,0.8125,2.544072747760222,0.8480242492534074,31.0,20.0,52.0,42.0,42.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2004,Summer,DEN,DNK,Denmark,8,2,1,5,13,5404594.0,247606625000.0,59893.094,115,16,59,1.4802221961538646,0.37005554903846616,6.956521739130435,1.7391304347826086,0.5,0.13559322033898305,0.11304347826086956,0.8125,3.2309313210016093,0.8077328302504023,25.0,9.0,34.0,29.0,41.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2008,Summer,DEN,DNK,Denmark,7,2,2,3,13,5493762.0,294319156250.0,62968.16,108,16,62,1.274172415914632,0.3640492616898948,6.481481481481481,1.8518518518518516,0.4375,0.11290322580645161,0.12037037037037036,0.8125,2.3783705040436014,0.6795344297267433,26.0,15.0,37.0,39.0,38.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2012,Summer,DEN,DNK,Denmark,9,2,4,3,17,5591911.0,309556281250.0,60497.69,149,17,69,1.6094676757194455,0.3576594834932101,6.0402684563758395,1.342281879194631,0.5294117647058824,0.13043478260869565,0.11409395973154363,1.0,2.9073872976047066,0.6460860661343792,27.0,9.0,47.0,30.0,40.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2016,Summer,DEN,DNK,Denmark,15,2,6,7,25,5728196.0,313261968750.0,63823.45,143,16,67,2.6186254799940505,0.34915006399920673,10.48951048951049,1.3986013986013985,0.9375,0.22388059701492538,0.17482517482517482,1.5625,4.788324628059403,0.6384432837412537,18.0,4.0,24.0,14.0,28.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2020,Summer,DEN,DNK,Denmark,11,3,4,4,21,5831529.0,355458781250.0,65744.44,138,19,63,1.886297744553787,0.5144448394237601,7.971014492753622,2.1739130434782608,0.5789473684210527,0.1746031746031746,0.15217391304347827,1.105263157894737,3.0945922791153437,0.8439797124860029,23.0,10.0,40.0,28.0,40.0,0,0,small_scale_high_efficiency,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2024,Summer,DEN,DNK,Denmark,9,2,2,5,15,,,71431.29,131,24,60,,,6.870229007633588,1.5267175572519083,0.375,0.15,0.11450381679389313,0.625,,,22.0,,62.0,48.0,59.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1988,Summer,DJI,DJI,Djibouti,1,0,0,1,1,484531.0,2114999267.0,,6,2,5,2.0638514357182514,0.0,16.666666666666664,0.0,0.5,0.2,0.16666666666666666,0.5,47.281340263462134,0.0,65.0,5.0,19.0,51.0,26.0,1,1,small_sample_ratio_sensitive,Efficiency metrics may be inflated by a small delegation or few entered events.,1,1,0
2024,Summer,DMA,DMA,Dominica,1,1,0,0,3,,,18739.363,4,2,4,,,25.0,25.0,0.5,0.25,0.75,1.5,,,78.0,,8.0,30.0,2.0,1,1,small_sample_ratio_sensitive,Efficiency metrics may be inflated by a small delegation or few entered events.,0,0,0
1984,Summer,DOM,DOM,Dominican Republic,1,0,0,1,1,6289048.0,35949523437.0,,24,7,20,0.15900657778410976,0.0,4.166666666666666,0.0,0.14285714285714285,0.05,0.041666666666666664,0.14285714285714285,2.7816780429717163,0.0,35.0,28.0,29.0,42.0,38.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,0
2004,Summer,DOM,DOM,Dominican Republic,1,1,0,0,3,9104889.0,84487539062.0,11131.2705,33,9,22,0.10983110282838154,0.10983110282838154,3.0303030303030303,3.0303030303030303,0.1111111111111111,0.045454545454545456,0.09090909090909091,0.3333333333333333,1.1836064952325858,1.1836064952325858,65.0,57.0,66.0,72.0,46.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2008,Summer,DOM,DOM,Dominican Republic,2,1,1,0,5,9573135.0,121088515625.0,14030.141,27,9,21,0.20891797723525263,0.10445898861762631,7.4074074074074066,3.7037037037037033,0.2222222222222222,0.09523809523809523,0.18518518518518517,0.5555555555555556,1.6516842986116176,0.8258421493058088,57.0,51.0,34.0,62.0,24.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2012,Summer,DOM,DOM,Dominican Republic,2,1,1,0,5,10070409.0,145990796875.0,15487.277,36,10,21,0.19860166553314765,0.09930083276657382,5.555555555555555,2.7777777777777777,0.2,0.09523809523809523,0.1388888888888889,0.5,1.369949368597828,0.684974684298914,55.0,54.0,51.0,64.0,28.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2016,Summer,DOM,DOM,Dominican Republic,1,0,0,1,1,10551430.0,184887218750.0,18968.975,30,11,22,0.09477388372950396,0.0,3.3333333333333335,0.0,0.09090909090909091,0.045454545454545456,0.03333333333333333,0.09090909090909091,0.5408702704064015,0.0,67.0,63.0,67.0,80.0,77.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2020,Summer,DOM,DOM,Dominican Republic,5,0,3,2,8,11008298.0,216032609375.0,19545.41,69,11,31,0.4542028204541701,0.0,7.246376811594203,0.0,0.45454545454545453,0.16129032258064516,0.11594202898550725,0.7272727272727273,2.314465401526838,0.0,42.0,38.0,45.0,39.0,55.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2024,Summer,DOM,DOM,Dominican Republic,3,1,0,2,5,,,24229.889,59,13,27,,,5.084745762711865,1.694915254237288,0.23076923076923078,0.1111111111111111,0.0847457627118644,0.38461538461538464,,,59.0,,70.0,66.0,70.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
2024,Summer,EOR,EOR,EOR,1,0,0,1,1,,,,37,13,39,,,2.7027027027027026,0.0,0.07692307692307693,0.02564102564102564,0.02702702702702703,0.07692307692307693,,,78.0,,90.0,91.0,92.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1996,Summer,ECU,ECU,Ecuador,1,1,0,0,3,11810954.0,72935312500.0,9509.275,28,7,18,0.08466716575138639,0.08466716575138639,3.571428571428571,3.571428571428571,0.14285714285714285,0.05555555555555555,0.10714285714285714,0.42857142857142855,1.3710779672055289,1.3710779672055289,59.0,59.0,60.0,66.0,42.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2008,Summer,ECU,ECU,Ecuador,1,0,1,0,2,14575201.0,156102421875.0,11474.525,26,9,23,0.06860968847016242,0.0,3.8461538461538463,0.0,0.1111111111111111,0.043478260869565216,0.07692307692307693,0.2222222222222222,0.6406050514711145,0.0,69.0,65.0,62.0,78.0,57.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2020,Summer,ECU,ECU,Ecuador,3,2,1,0,8,17546058.0,212802078125.0,12440.326,52,17,35,0.17097857535863611,0.11398571690575741,5.769230769230769,3.8461538461538463,0.17647058823529413,0.08571428571428572,0.15384615384615385,0.47058823529411764,1.4097606688961934,0.9398404459307956,60.0,58.0,62.0,77.0,37.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,1,1
2024,Summer,ECU,ECU,Ecuador,5,1,2,2,9,,,13935.539,40,14,32,,,12.5,2.5,0.35714285714285715,0.15625,0.225,0.6428571428571429,,,43.0,,28.0,52.0,34.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,0,0,0
1928,Summer,EGY,EGY,Egypt,4,2,1,1,9,13916394.0,,,43,5,14,0.28743078127854094,0.14371539063927047,9.30232558139535,4.651162790697675,0.8,0.2857142857142857,0.20930232558139536,1.8,,,19.0,22.0,10.0,16.0,9.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1936,Summer,EGY,EGY,Egypt,5,2,1,2,10,15435599.0,,,66,10,30,0.323926528539644,0.12957061141585757,7.575757575757576,3.0303030303030303,0.5,0.16666666666666666,0.15151515151515152,1.0,,,19.0,19.0,10.0,18.0,9.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1948,Summer,EGY,EGY,Egypt,5,2,2,1,11,20095954.0,,,166,12,53,0.24880630200487122,0.0995225208019485,3.0120481927710845,1.2048192771084338,0.4166666666666667,0.09433962264150944,0.06626506024096386,0.9166666666666666,,,19.0,22.0,27.0,21.0,24.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
1952,Summer,EGY,EGY,Egypt,1,0,0,1,1,22104946.0,,,196,14,65,0.04523874430636474,0.0,0.5102040816326531,0.0,0.07142857142857142,0.015384615384615385,0.00510204081632653,0.07142857142857142,,,39.0,38.0,46.0,46.0,46.0,0,0,balanced_or_midfield,Efficiency metrics are descriptive ratios for comparing scale and normalization views.,1,0,0
