year,season,noc,iso3,country_name,athletes,female_athletes,male_athletes,female_athlete_share,female_share,avg_age,median_age,avg_height,avg_weight,athlete_event_entries,sports_participated,events_participated
1964,Summer,CHI,CHL,Chile,14,0,14,0.0,0.0,27.75,26.5,176.3125,70.6875,16,6,13
1964,Summer,CIV,CIV,Cote d'Ivoire,9,0,9,0.0,0.0,24.875,25.0,178.7,72.8,10,2,10
1964,Summer,CMR,CMR,Cameroon,1,0,1,0.0,0.0,22.0,22.0,175.0,71.0,2,1,2
1964,Summer,COL,COL,Colombia,20,0,20,0.0,0.0,27.875,25.0,171.975,66.875,40,6,19
1964,Summer,CRC,CRI,Costa Rica,2,0,2,0.0,0.0,36.5,36.5,163.0,78.0,2,1,1
1964,Summer,CUB,CUB,Cuba,27,2,25,0.07407407407407407,0.07407407407407407,21.69736842105263,21.0,170.6184210526316,65.36842105263158,76,6,24
1964,Summer,DEN,DNK,Denmark,60,7,53,0.11666666666666667,0.11666666666666667,24.056338028169016,22.0,177.42253521126761,72.56338028169014,71,10,40
1964,Summer,DOM,DOM,Dominican Republic,1,0,1,0.0,0.0,30.0,30.0,173.0,67.0,1,1,1
1964,Summer,EGY,EGY,Egypt,73,0,73,0.0,0.0,25.373493975903614,26.0,178.8,75.85,83,9,35
1964,Summer,ESP,ESP,Spain,51,3,48,0.058823529411764705,0.058823529411764705,23.925373134328357,23.0,173.46268656716418,68.95522388059702,67,9,35
1964,Summer,ETH,ETH,Ethiopia,12,0,12,0.0,0.0,24.63157894736842,23.0,170.8421052631579,60.526315789473685,19,3,11
1964,Summer,FIN,FIN,Finland,89,5,84,0.056179775280898875,0.056179775280898875,25.927152317880793,25.0,176.88741721854305,71.54966887417218,151,13,64
1964,Summer,FRA,FRA,France,138,20,118,0.14492753623188406,0.14492753623188406,24.77102803738318,23.5,174.80861244019138,69.68069306930693,214,14,89
1964,Summer,GBR,GBR,United Kingdom,204,44,160,0.21568627450980393,0.21568627450980393,25.039867109634553,24.0,175.02333333333334,69.9468438538206,301,17,124
1964,Summer,GER,DEU,Germany,337,62,275,0.18397626112759644,0.18397626112759644,24.910041841004183,24.0,174.81171548117155,71.21966527196653,478,19,159
1964,Summer,GHA,GHA,Ghana,33,3,30,0.09090909090909091,0.09090909090909091,24.725,24.0,174.19444444444446,66.25,40,3,18
1964,Summer,GRE,GRC,Greece,18,0,18,0.0,0.0,27.736842105263158,27.0,174.26315789473685,75.21052631578948,19,4,16
1964,Summer,GUY,GUY,Guyana,1,0,1,0.0,0.0,27.0,27.0,,56.0,1,1,1
1964,Summer,HKG,HKG,Hong Kong,39,1,38,0.02564102564102564,0.02564102564102564,27.92,26.5,172.68,66.28,50,7,24
1964,Summer,HUN,HUN,Hungary,182,32,150,0.17582417582417584,0.17582417582417584,24.5423197492163,24.0,173.78056426332287,70.43416927899686,319,17,111
1964,Summer,IND,IND,India,53,1,52,0.018867924528301886,0.018867924528301886,25.7027027027027,25.0,169.90196078431373,66.5,111,8,42
1964,Summer,IRI,IRN,Iran,62,4,58,0.06451612903225806,0.06451612903225806,26.635416666666668,25.0,169.4375,64.9375,96,11,58
1964,Summer,IRL,IRL,Ireland,25,1,24,0.04,0.04,28.457142857142856,27.0,176.31428571428572,69.42857142857143,35,7,23
1964,Summer,IRQ,IRQ,Iraq,13,0,13,0.0,0.0,25.31578947368421,25.0,175.27777777777777,77.58333333333333,19,3,14
1964,Summer,ISL,ISL,Iceland,4,1,3,0.25,0.25,24.0,23.0,183.4,69.5,5,2,5
1964,Summer,ISR,ISR,Israel,10,2,8,0.2,0.2,25.23076923076923,23.0,171.30769230769232,70.92307692307692,13,3,12
1964,Summer,ITA,ITA,Italy,168,11,157,0.06547619047619048,0.06547619047619048,25.01171875,24.0,174.9765625,72.642578125,256,18,91
1964,Summer,JAM,JAM,Jamaica,21,4,17,0.19047619047619047,0.19047619047619047,24.09375,21.5,175.67741935483872,68.2258064516129,32,4,16
1964,Summer,JPN,JPN,Japan,328,58,270,0.17682926829268292,0.17682926829268292,24.291666666666668,24.0,167.734649122807,63.56578947368421,456,21,155
1964,Summer,KEN,KEN,Kenya,37,0,37,0.0,0.0,26.181818181818183,26.0,173.48717948717947,66.97435897435898,41,5,21
1964,Summer,KOR,KOR,South Korea,154,26,128,0.16883116883116883,0.16883116883116883,23.4125,23.0,168.24166666666667,62.8625,240,17,93
1964,Summer,LBR,LBR,Liberia,1,0,1,0.0,0.0,20.0,20.0,168.0,58.0,2,1,2
1964,Summer,LIB,LIB,Lebanon,5,0,5,0.0,0.0,31.125,32.0,174.25,70.625,8,2,3
1964,Summer,LIE,LIE,Liechtenstein,2,0,2,0.0,0.0,23.666666666666668,24.0,180.66666666666666,70.66666666666667,3,1,3
1964,Summer,LUX,LUX,Luxembourg,12,2,10,0.16666666666666666,0.16666666666666666,27.51851851851852,27.0,168.92592592592592,65.77777777777777,27,7,18
1964,Summer,MAD,MAD,Madagascar,3,0,3,0.0,0.0,23.75,23.5,173.75,60.0,4,1,4
1964,Summer,MAR,MAR,Morocco,20,0,20,0.0,0.0,23.8,22.0,173.1904761904762,72.28571428571429,21,4,10
1964,Summer,MAS,MYS,Malaysia,61,4,57,0.06557377049180328,0.06557377049180328,24.164556962025316,23.0,168.42424242424244,64.33333333333333,81,10,48
1964,Summer,MEX,MEX,Mexico,94,4,90,0.0425531914893617,0.0425531914893617,25.890625,24.0,173.65625,68.46875,128,15,58
1964,Summer,MGL,MGL,Mongolia,21,4,17,0.19047619047619047,0.19047619047619047,20.825,19.0,164.8684210526316,62.76315789473684,40,5,29
1964,Summer,MLI,MLI,Mali,2,0,2,0.0,0.0,23.0,23.0,180.0,75.0,2,1,2
1964,Summer,MON,MCO,Monaco,1,0,1,0.0,0.0,24.0,24.0,164.0,78.0,1,1,1
1964,Summer,MYA,MYA,Myanmar,11,0,11,0.0,0.0,26.0,26.0,167.66666666666666,61.666666666666664,12,5,11
1964,Summer,NED,NLD,Netherlands,125,20,105,0.16,0.16,23.474683544303797,22.0,179.9620253164557,75.14556962025317,158,12,57
1964,Summer,NEP,NEP,Nepal,6,0,6,0.0,0.0,21.333333333333332,18.0,159.0,57.75,6,2,5
1964,Summer,NGR,NGA,Nigeria,18,2,16,0.1111111111111111,0.1111111111111111,24.42105263157895,24.0,174.94444444444446,66.16666666666667,19,2,12
1964,Summer,NIG,NER,Niger,1,0,1,0.0,0.0,,,163.0,64.0,1,1,1
1964,Summer,NOR,NOR,Norway,26,2,24,0.07692307692307693,0.07692307692307693,26.25581395348837,26.0,178.78048780487805,72.85365853658537,43,6,23
1964,Summer,NZL,NZL,New Zealand,64,8,56,0.125,0.125,25.46590909090909,25.0,176.27272727272728,72.75,88,11,35
1964,Summer,PAK,PAK,Pakistan,41,0,41,0.0,0.0,26.76086956521739,26.0,173.61363636363637,71.22727272727273,47,7,29
1964,Summer,PAN,PAN,Panama,10,4,6,0.4,0.4,23.266666666666666,21.0,163.46666666666667,59.53333333333333,15,5,10
1964,Summer,PER,PER,Peru,31,1,30,0.03225806451612903,0.03225806451612903,26.125,21.0,179.7,77.9,40,5,19
1964,Summer,PHI,PHL,Philippines,47,7,40,0.14893617021276595,0.14893617021276595,25.771428571428572,24.0,166.81159420289856,60.27536231884058,70,10,45
1964,Summer,POL,POL,Poland,140,25,115,0.17857142857142858,0.17857142857142858,25.729166666666668,26.0,172.59583333333333,69.16458333333334,240,12,87
1964,Summer,POR,PRT,Portugal,20,1,19,0.05,0.05,29.08,28.0,167.77272727272728,69.81818181818181,25,7,20
1964,Summer,PUR,PRI,Puerto Rico,32,2,30,0.0625,0.0625,22.866666666666667,22.0,177.6888888888889,71.77777777777777,45,8,29
1964,Summer,ROU,ROU,Romania,138,30,108,0.21739130434782608,0.21739130434782608,25.564655172413794,25.0,171.36206896551724,68.45258620689656,232,13,76
1964,Summer,SEN,SEN,Senegal,12,0,12,0.0,0.0,23.785714285714285,23.5,178.71428571428572,70.14285714285714,14,1,7
1964,Summer,SRI,LKA,Sri Lanka,6,0,6,0.0,0.0,26.0,28.0,170.28571428571428,57.857142857142854,7,4,6
1964,Summer,SUI,CHE,Switzerland,66,1,65,0.015151515151515152,0.015151515151515152,28.06201550387597,26.0,174.75193798449612,71.65625,129,13,51
1964,Summer,SWE,SWE,Sweden,94,18,76,0.19148936170212766,0.19148936170212766,26.13714285714286,23.0,174.17714285714285,67.56,175,13,72
1964,Summer,TAN,TZA,Tanzania,4,0,4,0.0,0.0,23.25,22.5,174.5,61.5,4,1,4
1964,Summer,TCH,TCH,Czechia,104,9,95,0.08653846153846154,0.08653846153846154,24.83957219251337,25.0,172.58823529411765,70.41711229946524,187,13,64
1964,Summer,THA,THA,Thailand,54,7,47,0.12962962962962962,0.12962962962962962,25.16417910447761,23.0,167.84615384615384,62.46153846153846,67,8,41
1964,Summer,TPE,TWN,Taiwan,40,3,37,0.075,0.075,24.28125,24.0,164.55208333333334,59.875,96,7,46
1964,Summer,TTO,TTO,Trinidad,13,0,13,0.0,0.0,25.0,24.0,177.33333333333334,76.88888888888889,18,4,10
1964,Summer,TUN,TUN,Tunisia,9,0,9,0.0,0.0,25.181818181818183,26.0,173.08333333333334,63.27272727272727,12,3,9
1964,Summer,TUR,TUR,Turkey,23,0,23,0.0,0.0,29.0,30.0,175.32,76.0,25,4,24
1964,Summer,UGA,UGA,Uganda,13,2,11,0.15384615384615385,0.15384615384615385,23.210526315789473,23.0,175.10526315789474,70.26315789473684,19,2,14
1964,Summer,URS,URS,Soviet Union,317,63,254,0.19873817034700317,0.19873817034700317,25.954643628509718,26.0,174.74082073434124,72.80021598272138,463,19,154
1964,Summer,URU,URU,Uruguay,23,0,23,0.0,0.0,25.379310344827587,25.0,179.83333333333334,78.89655172413794,29,4,8
1964,Summer,USA,USA,United States,346,79,267,0.22832369942196531,0.22832369942196531,23.54471544715447,23.0,177.22967479674796,71.82723577235772,492,19,159
1964,Summer,VEN,VEN,Venezuela,16,1,15,0.0625,0.0625,29.91304347826087,26.0,175.95652173913044,73.8695652173913,23,5,16
1964,Summer,VNM,VNM,Vietnam,16,0,16,0.0,0.0,27.571428571428573,25.0,165.8695652173913,58.26086956521739,23,5,14
1964,Summer,YUG,YUG,Serbia,75,3,72,0.04,0.04,25.0,25.0,176.8211382113821,75.35772357723577,123,9,32
1964,Summer,ZAM,ZAM,Zambia,12,1,11,0.08333333333333333,0.08333333333333333,21.666666666666668,21.0,175.73333333333332,68.0,15,5,13
1964,Summer,ZIM,ZWE,Zimbabwe,29,4,25,0.13793103448275862,0.13793103448275862,25.303030303030305,25.0,174.45454545454547,70.39393939393939,33,7,15
1968,Summer,AFG,AFG,Afghanistan,5,0,5,0.0,0.0,23.2,22.0,170.2,70.0,5,1,5
1968,Summer,AHO,AHO,Curacao,5,2,3,0.4,0.4,31.0,32.0,173.2,67.8,5,2,4
1968,Summer,ALG,DZA,Algeria,3,0,3,0.0,0.0,25.77777777777778,27.0,169.77777777777777,61.22222222222222,9,2,9
1968,Summer,ARG,ARG,Argentina,89,5,84,0.056179775280898875,0.056179775280898875,26.083969465648856,24.0,175.5151515151515,73.11363636363636,132,12,60
1968,Summer,AUS,AUS,Australia,128,24,104,0.1875,0.1875,23.125,22.0,174.99103139013454,69.65470852017937,224,16,105
1968,Summer,AUT,AUT,Austria,43,8,35,0.18604651162790697,0.18604651162790697,25.915254237288135,25.0,178.40350877192984,75.0,59,12,37
1968,Summer,BAH,BAH,Bahamas,16,0,16,0.0,0.0,27.545454545454547,22.0,179.77272727272728,78.4090909090909,22,3,12
1968,Summer,BAR,BAR,Barbados,9,0,9,0.0,0.0,24.153846153846153,22.0,172.76923076923077,70.92307692307692,13,5,10
1968,Summer,BEL,BEL,Belgium,82,5,77,0.06097560975609756,0.06097560975609756,23.452830188679247,22.0,176.75,71.65384615384616,106,13,55
1968,Summer,BER,BER,Bermuda,6,0,6,0.0,0.0,29.166666666666668,29.0,180.66666666666666,74.16666666666667,6,2,4
1968,Summer,BIZ,BIZ,Belize,7,0,7,0.0,0.0,29.142857142857142,25.0,171.14285714285714,65.0,7,4,6
1968,Summer,BOL,BOL,Boliva,4,0,4,0.0,0.0,39.0,40.0,173.5,74.25,4,3,3
1968,Summer,BRA,BRA,Brazil,76,3,73,0.039473684210526314,0.039473684210526314,24.93258426966292,24.0,180.01123595505618,76.19101123595506,89,13,27
1968,Summer,BUL,BGR,Bulgaria,112,10,102,0.08928571428571429,0.08928571428571429,24.306878306878307,24.0,173.62566844919786,69.35106382978724,189,13,69
1968,Summer,CAF,CAF,Central African Republic,1,0,1,0.0,0.0,,,,,1,1,1
1968,Summer,CAN,CAN,Canada,139,28,111,0.2014388489208633,0.2014388489208633,23.97173144876325,22.0,174.3275261324042,69.14634146341463,291,14,124
1968,Summer,CHA,CHA,Chad,3,0,3,0.0,0.0,24.5,25.0,180.25,68.0,4,1,3
1968,Summer,CHI,CHL,Chile,21,2,19,0.09523809523809523,0.09523809523809523,29.4,26.0,172.38095238095238,69.85714285714286,25,4,19
1968,Summer,CIV,CIV,Cote d'Ivoire,10,0,10,0.0,0.0,26.77777777777778,28.0,177.0909090909091,73.18181818181819,11,2,7
1968,Summer,CMR,CMR,Cameroon,5,0,5,0.0,0.0,24.8,26.0,169.8,66.4,5,2,5
1968,Summer,COD,COD,Democratic Republic of the Congo,5,0,5,0.0,0.0,21.625,20.0,171.0,68.25,8,1,2
1968,Summer,COL,COL,Colombia,43,5,38,0.11627906976744186,0.11627906976744186,19.483870967741936,18.0,170.47142857142856,66.18571428571428,70,5,33
1968,Summer,CRC,CRI,Costa Rica,18,1,17,0.05555555555555555,0.05555555555555555,27.74074074074074,24.0,170.92592592592592,69.37037037037037,27,6,18
1968,Summer,CUB,CUB,Cuba,115,14,101,0.12173913043478261,0.12173913043478261,21.519823788546255,20.0,168.97356828193833,66.51541850220265,227,13,78
1968,Summer,DEN,DNK,Denmark,64,4,60,0.0625,0.0625,26.096774193548388,25.0,176.49462365591398,71.46236559139786,93,11,53
1968,Summer,DOM,DOM,Dominican Republic,18,0,18,0.0,0.0,26.125,24.5,167.83333333333334,68.83333333333333,24,5,16
1968,Summer,ECU,ECU,Ecuador,15,1,14,0.06666666666666667,0.06666666666666667,21.73170731707317,20.0,170.53658536585365,66.58536585365853,41,6,21
1968,Summer,EGY,EGY,Egypt,30,0,30,0.0,0.0,25.823529411764707,25.0,175.7826086956522,74.375,35,7,18
1968,Summer,ESA,SLV,El Salvador,60,8,52,0.13333333333333333,0.13333333333333333,21.875,19.0,170.13953488372093,61.627906976744185,104,7,48
1968,Summer,ESP,ESP,Spain,122,2,120,0.01639344262295082,0.01639344262295082,23.919117647058822,22.0,176.58064516129033,72.12096774193549,137,12,50
1968,Summer,ETH,ETH,Ethiopia,18,0,18,0.0,0.0,26.653846153846153,27.0,173.57692307692307,60.07692307692308,26,3,13
1968,Summer,FIJ,FIJ,Fiji,1,0,1,0.0,0.0,36.0,36.0,,,1,1,1
1968,Summer,FIN,FIN,Finland,66,6,60,0.09090909090909091,0.09090909090909091,25.08730158730159,24.0,173.95238095238096,70.82936507936508,126,13,61
1968,Summer,FRA,FRA,France,200,31,169,0.155,0.155,24.231511254019292,23.0,173.63225806451612,68.60645161290323,311,16,107
1968,Summer,FRG,DEU,Germany,275,43,232,0.15636363636363637,0.15636363636363637,24.944444444444443,25.0,176.69212962962962,72.59837962962963,432,17,154
1968,Summer,GBR,GBR,United Kingdom,225,50,175,0.2222222222222222,0.2222222222222222,24.759146341463413,23.0,175.88235294117646,69.88854489164086,328,16,133
1968,Summer,GDR,DEU,Germany,226,40,186,0.17699115044247787,0.17699115044247787,24.751445086705203,25.0,174.78323699421966,69.44797687861272,346,18,124
1968,Summer,GHA,GHA,Ghana,31,1,30,0.03225806451612903,0.03225806451612903,25.97222222222222,26.0,173.72222222222223,67.52777777777777,36,3,18
1968,Summer,GRE,GRC,Greece,44,0,44,0.0,0.0,26.058823529411764,26.0,175.4090909090909,75.86363636363636,44,7,27
1968,Summer,GUA,GUA,Guatemala,48,1,47,0.020833333333333332,0.020833333333333332,25.46153846153846,25.0,170.3582089552239,64.44776119402985,67,8,37
1968,Summer,GUI,GUI,Guinea,15,0,15,0.0,0.0,23.0,23.0,171.8,65.46666666666667,15,1,1
1968,Summer,GUY,GUY,Guyana,5,0,5,0.0,0.0,22.833333333333332,22.0,174.16666666666666,67.5,6,4,6
1968,Summer,HKG,HKG,Hong Kong,11,0,11,0.0,0.0,25.48,22.0,173.92,73.28,25,3,12
1968,Summer,HON,HON,Honduras,6,0,6,0.0,0.0,20.166666666666668,20.0,170.33333333333334,63.833333333333336,6,1,4
1968,Summer,HUN,HUN,Hungary,167,32,135,0.19161676646706588,0.19161676646706588,24.363036303630363,25.0,173.8943894389439,69.35478547854785,303,15,116
1968,Summer,INA,IDN,Indonesia,6,0,6,0.0,0.0,33.5,33.5,167.5,69.16666666666667,6,2,5
1968,Summer,IND,IND,India,25,0,25,0.0,0.0,26.25925925925926,24.0,172.33333333333334,70.25925925925925,27,5,11
1968,Summer,IRI,IRN,Iran,14,0,14,0.0,0.0,26.0,26.5,175.0,75.53846153846153,14,3,14
1968,Summer,IRL,IRL,Ireland,31,6,25,0.1935483870967742,0.1935483870967742,25.228070175438596,23.0,174.83928571428572,68.07142857142857,57,7,32
1968,Summer,IRQ,IRQ,Iraq,3,0,3,0.0,0.0,26.0,25.5,166.25,61.0,4,3,4
1968,Summer,ISL,ISL,Iceland,8,2,6,0.25,0.25,25.125,25.0,182.875,73.46666666666667,16,3,15
1968,Summer,ISR,ISR,Israel,29,3,26,0.10344827586206896,0.10344827586206896,23.487179487179485,22.0,173.0,69.56410256410257,39,4,20
1968,Summer,ISV,ISV,"Virgin Islands, US",6,0,6,0.0,0.0,32.75,33.5,188.0,96.0,6,3,5
1968,Summer,ITA,ITA,Italy,167,15,152,0.08982035928143713,0.08982035928143713,25.80223880597015,25.0,174.16104868913857,69.99625468164794,268,17,103
1968,Summer,JAM,JAM,Jamaica,25,5,20,0.2,0.2,23.485714285714284,22.0,175.1764705882353,68.6,35,5,21
1968,Summer,JPN,JPN,Japan,171,25,146,0.14619883040935672,0.14619883040935672,23.501730103806228,24.0,168.17993079584775,63.83737024221453,289,18,97
1968,Summer,KEN,KEN,Kenya,39,3,36,0.07692307692307693,0.07692307692307693,24.52173913043478,23.0,173.74,65.24,50,4,22
1968,Summer,KOR,KOR,South Korea,54,13,41,0.24074074074074073,0.24074074074074073,23.53125,24.0,170.71875,65.75,66,11,43
1968,Summer,KUW,KUW,Kuwait,2,0,2,0.0,0.0,,,162.0,55.0,2,1,1
1968,Summer,LBA,LBA,Libya,1,0,1,0.0,0.0,,,180.0,70.0,1,1,1
1968,Summer,LIB,LIB,Lebanon,11,0,11,0.0,0.0,26.615384615384617,28.0,174.2,75.2,15,6,13
1968,Summer,LIE,LIE,Liechtenstein,2,0,2,0.0,0.0,22.0,22.0,178.0,68.0,3,1,3
1968,Summer,LUX,LUX,Luxembourg,5,2,3,0.4,0.4,28.0,31.0,170.14285714285714,63.42857142857143,7,5,7
1968,Summer,MAD,MAD,Madagascar,4,0,4,0.0,0.0,25.333333333333332,24.5,180.16666666666666,69.33333333333333,6,2,6
1968,Summer,MAR,MAR,Morocco,25,0,25,0.0,0.0,23.933333333333334,24.0,177.20833333333334,68.375,25,4,14
1968,Summer,MAS,MYS,Malaysia,31,0,31,0.0,0.0,24.571428571428573,24.0,172.6,64.2,35,4,14
1968,Summer,MEX,MEX,Mexico,275,42,233,0.15272727272727274,0.15272727272727274,22.486486486486488,22.0,170.75339366515837,64.99773755656109,446,20,146
1968,Summer,MGL,MGL,Mongolia,16,4,12,0.25,0.25,22.44736842105263,23.0,162.10526315789474,60.5,38,4,26
1968,Summer,MLI,MLI,Mali,2,0,2,0.0,0.0,26.0,26.0,182.0,87.5,2,2,2
1968,Summer,MLT,MLT,Malta,1,0,1,0.0,0.0,33.0,33.0,169.0,72.0,1,1,1
1968,Summer,MON,MCO,Monaco,2,0,2,0.0,0.0,29.5,29.5,176.5,69.5,2,1,1
1968,Summer,MYA,MYA,Myanmar,4,0,4,0.0,0.0,26.5,23.5,167.75,54.5,4,2,3
1968,Summer,NCA,NCA,Nicaragua,11,0,11,0.0,0.0,22.6875,22.0,169.5625,65.1875,16,3,15
1968,Summer,NED,NLD,Netherlands,107,25,82,0.2336448598130841,0.2336448598130841,23.65,23.0,178.77142857142857,74.55,140,11,52
1968,Summer,NGR,NGA,Nigeria,36,5,31,0.1388888888888889,0.1388888888888889,24.02173913043478,23.0,169.84782608695653,64.26086956521739,46,3,18
1968,Summer,NIG,NER,Niger,2,0,2,0.0,0.0,,,163.0,64.0,2,1,2
1968,Summer,NOR,NOR,Norway,46,8,38,0.17391304347826086,0.17391304347826086,22.546511627906977,22.0,173.3139534883721,67.97674418604652,86,11,36
1968,Summer,NZL,NZL,New Zealand,52,5,47,0.09615384615384616,0.09615384615384616,24.107692307692307,24.0,177.47692307692307,76.72307692307692,65,8,26
1968,Summer,PAK,PAK,Pakistan,15,0,15,0.0,0.0,25.466666666666665,25.0,169.26666666666668,70.0,15,2,3
1968,Summer,PAN,PAN,Panama,16,0,16,0.0,0.0,25.8125,24.5,181.8125,75.625,16,3,5
1968,Summer,PAR,PRY,Paraguay,1,0,1,0.0,0.0,29.0,29.0,,,1,1,1
1968,Summer,PER,PER,Peru,28,12,16,0.42857142857142855,0.42857142857142855,24.060606060606062,20.0,171.54545454545453,67.66666666666667,33,8,21
1968,Summer,PHI,PHL,Philippines,49,4,45,0.08163265306122448,0.08163265306122448,24.34090909090909,22.0,173.0681818181818,64.72727272727273,89,10,53
1968,Summer,POL,POL,Poland,177,37,140,0.20903954802259886,0.20903954802259886,24.64189189189189,24.0,173.94594594594594,69.2483108108108,296,16,112
1968,Summer,POR,PRT,Portugal,20,1,19,0.05,0.05,26.03030303030303,26.0,168.24242424242425,66.93939393939394,33,6,24
1968,Summer,PUR,PRI,Puerto Rico,58,4,54,0.06896551724137931,0.06896551724137931,22.8989898989899,20.0,175.45454545454547,70.0,99,10,54
1968,Summer,ROU,ROU,Romania,82,16,66,0.1951219512195122,0.1951219512195122,25.36,25.0,175.23,72.73,100,9,64
1968,Summer,SEN,SEN,Senegal,21,0,21,0.0,0.0,26.565217391304348,27.0,183.22222222222223,72.0,24,2,9
1968,Summer,SGP,SGP,Singapore,4,0,4,0.0,0.0,26.666666666666668,27.0,164.83333333333334,55.666666666666664,6,3,6
1968,Summer,SLE,SLE,Sierra Leone,3,0,3,0.0,0.0,27.25,29.5,176.5,72.5,4,2,4
1968,Summer,SMR,SMR,San Marino,4,0,4,0.0,0.0,28.5,28.5,168.5,69.25,4,2,2
1968,Summer,SRI,LKA,Sri Lanka,3,0,3,0.0,0.0,31.0,26.0,171.0,61.0,3,3,3
1968,Summer,SUD,SDN,Sudan,5,0,5,0.0,0.0,32.0,32.0,175.14285714285714,63.714285714285715,7,2,7
1968,Summer,SUI,CHE,Switzerland,85,4,81,0.047058823529411764,0.047058823529411764,25.954838709677418,24.0,175.94193548387096,72.68387096774194,155,12,68
1968,Summer,SUR,SUR,Suriname,1,0,1,0.0,0.0,20.0,20.0,177.0,65.0,1,1,1
1968,Summer,SWE,SWE,Sweden,100,14,86,0.14,0.14,24.365591397849464,24.0,178.60752688172042,72.02150537634408,186,13,95
1968,Summer,SYR,SYR,Syria,2,0,2,0.0,0.0,26.0,26.0,,,2,1,2
1968,Summer,TAN,TZA,Tanzania,4,0,4,0.0,0.0,21.0,21.0,172.0,65.4,5,2,5
1968,Summer,TCH,TCH,Czechia,121,27,94,0.2231404958677686,0.2231404958677686,23.960591133004925,24.0,172.9064039408867,69.14778325123153,203,14,66
1968,Summer,THA,THA,Thailand,41,0,41,0.0,0.0,26.42222222222222,24.0,169.41304347826087,61.54347826086956,46,6,18
1968,Summer,TPE,TWN,Taiwan,43,8,35,0.18604651162790697,0.18604651162790697,23.86021505376344,22.0,166.4516129032258,59.69892473118279,93,8,57
1968,Summer,TTO,TTO,Trinidad,19,0,19,0.0,0.0,24.28,24.0,174.68,71.52,25,5,14
1968,Summer,TUN,TUN,Tunisia,7,0,7,0.0,0.0,25.375,25.5,169.75,60.625,8,2,7
1968,Summer,TUR,TUR,Turkey,29,0,29,0.0,0.0,27.05263157894737,27.0,173.43333333333334,71.5,30,4,29
1968,Summer,UGA,UGA,Uganda,11,0,11,0.0,0.0,22.571428571428573,21.0,171.57142857142858,63.142857142857146,14,2,14
1968,Summer,URS,URS,Soviet Union,312,66,246,0.21153846153846154,0.21153846153846154,24.43312101910828,24.0,175.3651804670913,72.1868365180467,471,18,164
1968,Summer,URU,URU,Uruguay,27,6,21,0.2222222222222222,0.2222222222222222,20.755102040816325,18.0,167.66,64.56,50,8,31
1968,Summer,USA,USA,United States,357,83,274,0.23249299719887956,0.23249299719887956,23.453686200378073,22.0,177.20037807183365,72.10491493383743,529,18,167
1968,Summer,VEN,VEN,Venezuela,23,0,23,0.0,0.0,28.2,24.0,175.16666666666666,70.43333333333334,30,5,17
1968,Summer,VNM,VNM,Vietnam,9,2,7,0.2222222222222222,0.2222222222222222,27.555555555555557,28.0,165.66666666666666,59.666666666666664,9,5,7
1968,Summer,YUG,YUG,Serbia,69,10,59,0.14492753623188406,0.14492753623188406,24.23846153846154,24.0,174.94615384615383,71.56153846153846,130,11,54
1968,Summer,ZAM,ZAM,Zambia,7,0,7,0.0,0.0,20.142857142857142,20.0,175.25,60.25,7,2,5
1972,Summer,AFG,AFG,Afghanistan,8,0,8,0.0,0.0,29.0,29.0,168.33333333333334,63.75,8,1,8
1972,Summer,AHO,AHO,Curacao,2,0,2,0.0,0.0,38.5,38.5,164.0,86.0,2,2,2
1972,Summer,ALB,ALB,Albania,5,1,4,0.2,0.2,26.8,26.0,,59.0,5,2,3
1972,Summer,ALG,DZA,Algeria,5,0,5,0.0,0.0,22.714285714285715,23.0,173.16666666666666,63.5,7,2,5
1972,Summer,ARG,ARG,Argentina,92,4,88,0.043478260869565216,0.043478260869565216,26.32520325203252,25.0,175.71544715447155,73.78048780487805,123,12,62
1972,Summer,AUS,AUS,Australia,168,29,139,0.17261904761904762,0.17261904761904762,23.270676691729324,22.0,175.93962264150943,70.93560606060606,266,20,110
1972,Summer,AUT,AUT,Austria,111,14,97,0.12612612612612611,0.12612612612612611,26.25874125874126,25.0,177.43661971830986,73.92605633802818,143,15,68
1972,Summer,BAH,BAH,Bahamas,20,1,19,0.05,0.05,27.08,23.0,181.72,75.48,25,4,13
1972,Summer,BAR,BAR,Barbados,13,5,8,0.38461538461538464,0.38461538461538464,24.35,22.5,170.76923076923077,71.23076923076923,20,4,13
1972,Summer,BEL,BEL,Belgium,88,6,82,0.06818181818181818,0.06818181818181818,24.650943396226417,24.0,175.97142857142856,72.2135922330097,106,14,51
1972,Summer,BEN,BEN,Benin,3,0,3,0.0,0.0,23.0,23.0,158.0,51.0,3,2,3
1972,Summer,BER,BER,Bermuda,9,0,9,0.0,0.0,30.0,31.0,175.55555555555554,76.22222222222223,9,3,4
1972,Summer,BIZ,BIZ,Belize,1,0,1,0.0,0.0,66.0,66.0,175.0,76.0,2,1,2
1972,Summer,BOL,BOL,Boliva,11,0,11,0.0,0.0,30.785714285714285,26.0,170.42857142857142,70.35714285714286,14,3,9
1972,Summer,BRA,BRA,Brazil,81,3,78,0.037037037037037035,0.037037037037037035,23.134615384615383,21.0,180.19230769230768,76.98076923076923,104,13,44
1972,Summer,BUL,BGR,Bulgaria,130,24,106,0.18461538461538463,0.18461538461538463,23.871681415929203,24.0,171.42477876106196,68.11111111111111,226,15,92
1972,Summer,BUR,BUR,Burkina Faso,1,0,1,0.0,0.0,27.0,27.0,170.0,67.0,1,1,1
