year,season,noc,iso3,country_name,total_medals,gold_medals,silver_medals,bronze_medals,population,gdp_per_capita,gdp_total,medals_per_million_people,gold_per_million_people,medals_per_10k_gdp_per_capita,gold_per_10k_gdp_per_capita,medals_per_100b_gdp,gold_per_100b_gdp,sports_entered,events_entered,unique_athletes,has_population_match,has_gdp_per_capita_match,has_gdp_total_match,economic_data_complete
2000,Summer,SVK,SVK,Slovakia,5,1,3,1,5380001.0,18343.236,98825421875.0,0.9293678569948222,0.18587357139896443,2.7258003985774377,0.5451600797154874,5.059426921874701,1.0118853843749402,16,63,132,1,1,1,1
2004,Summer,SVK,SVK,Slovakia,6,2,2,2,5376038.0,21851.955,108200296875.0,1.1160635397294438,0.3720211799098146,2.745749750994819,0.9152499169982731,5.545271291567332,1.8484237638557774,14,59,84,1,1,1,1
2008,Summer,SVK,SVK,Slovakia,6,3,2,1,5379127.0,29556.262,157252781250.0,1.1154226327060135,0.5577113163530067,2.030026665753606,1.015013332876803,3.8155128019397115,1.9077564009698558,14,54,67,1,1,1,1
2012,Summer,SVK,SVK,Slovakia,4,0,1,3,5404877.0,30907.04,168639578125.0,0.740072345772161,0.0,1.2942035212689407,0.0,2.3719224422128815,0.0,11,52,65,1,1,1,1
2016,Summer,SVK,SVK,Slovakia,4,2,2,0,5427262.0,34130.504,159887109375.0,0.7370198822168527,0.36850994110842633,1.1719721455036234,0.5859860727518117,2.501765161454249,1.2508825807271244,12,49,63,1,1,1,1
2020,Summer,SVK,SVK,Slovakia,4,1,2,1,5455028.0,36216.4,169812953125.0,0.7332684635165942,0.18331711587914856,1.1044720071569785,0.2761180017892446,2.355532912177544,0.588883228044386,14,42,56,1,1,1,1
2024,Summer,SVK,SVK,Slovakia,1,0,0,1,,40319.055,,,,0.2480216860241392,0.0,,,13,31,28,0,1,0,0
1992,Summer,SLO,SVN,Slovenia,2,0,0,2,1995862.0,21845.963,39295019531.0,1.0020732896362574,0.0,0.9155009554854596,0.0,5.089703539712436,0.0,12,34,47,1,1,1,1
1996,Summer,SLO,SVN,Slovenia,2,0,2,0,1986792.0,25454.125,48906992187.0,1.0066479027497595,0.0,0.7857272642449897,0.0,4.089394809545498,0.0,8,34,47,1,1,1,1
2000,Summer,SLO,SVN,Slovenia,2,2,0,0,1986817.0,30055.572,53002281250.0,1.006635236159143,1.006635236159143,0.6654340166941425,0.6654340166941425,3.773422488300916,3.773422488300916,13,53,90,1,1,1,1
2004,Summer,SLO,SVN,Slovenia,4,0,1,3,1993548.0,34298.13,58276855468.0,2.0064728815157697,0.0,1.1662443404348868,0.0,6.863788321928956,0.0,10,66,102,1,1,1,1
2008,Summer,SLO,SVN,Slovenia,5,1,2,2,2025090.0,41278.61,71087007812.0,2.4690260679772256,0.4938052135954451,1.2112810969167809,0.24225621938335615,7.033634068862812,1.4067268137725624,11,60,73,1,1,1,1
2012,Summer,SLO,SVN,Slovenia,4,1,1,2,2053322.0,37033.766,69244335937.0,1.9480627003460733,0.48701567508651833,1.0800953918648186,0.27002384796620466,5.776645765856267,1.4441614414640667,15,68,78,1,1,1,1
2016,Summer,SLO,SVN,Slovenia,4,1,2,1,2061379.0,39667.457,69560601562.0,1.9404486026101946,0.48511215065254865,1.0083832699434199,0.25209581748585497,5.750381552457915,1.4375953881144787,12,45,70,1,1,1,1
2020,Summer,SLO,SVN,Slovenia,5,3,1,1,2102421.0,42463.562,80255414062.0,2.378210643824429,1.4269263862946575,1.1774801181304573,0.7064880708782745,6.230109281022875,3.738065568613725,17,43,64,1,1,1,1
2024,Summer,SLO,SVN,Slovenia,3,2,1,0,,48648.906,,,,0.6166634045172568,0.41110893634483786,,,17,54,95,0,1,0,0
1908,Summer,RSA,ZAF,South Africa,2,1,1,0,5893599.0,,,0.33935121816058406,0.16967560908029203,,,,,4,15,33,1,0,0,0
1912,Summer,RSA,ZAF,South Africa,6,4,2,0,6295888.0,,,0.9530029759106261,0.6353353172737507,,,,,6,21,56,1,0,0,0
1920,Summer,RSA,ZAF,South Africa,10,3,4,3,7168076.0,,,1.3950744941878406,0.4185223482563522,,,,,7,34,97,1,0,0,0
1924,Summer,RSA,ZAF,South Africa,3,1,1,1,7765470.0,,,0.38632561841073365,0.12877520613691124,,,,,7,25,44,1,0,0,0
1928,Summer,RSA,ZAF,South Africa,3,1,0,2,8439158.0,,,0.35548570129863666,0.11849523376621222,,,,,7,25,40,1,0,0,0
1932,Summer,RSA,ZAF,South Africa,5,2,0,3,9156043.0,,,0.5460874310004878,0.21843497240019516,,,,,4,18,20,1,0,0,0
1936,Summer,RSA,ZAF,South Africa,1,0,1,0,9917969.0,,,0.10082709474086882,0.0,,,,,6,27,54,1,0,0,0
1948,Summer,RSA,ZAF,South Africa,6,2,2,2,12507304.0,,,0.4797196901906278,0.15990656339687595,,,,,10,34,43,1,0,0,0
1952,Summer,RSA,ZAF,South Africa,10,2,4,4,13595546.0,,84666882812.0,0.7355350053613147,0.14710700107226293,,,11.810993469789915,2.3621986939579833,13,59,109,1,0,1,0
1956,Summer,RSA,ZAF,South Africa,4,0,0,4,14880686.0,,112091414062.0,0.2688048118211755,0.0,,,3.568515959471722,0.0,10,50,90,1,0,1,0
1960,Summer,RSA,ZAF,South Africa,3,0,1,2,16440175.0,,126370625000.0,0.18247980936942582,0.0,,,2.3739694252521106,0.0,12,46,72,1,0,1,0
1992,Summer,RSA,ZAF,South Africa,2,0,2,0,42443510.0,10053.61,401177500000.0,0.04712145626033285,0.0,1.9893351741314809,0.0,0.49853244511469363,0.0,19,87,141,1,1,1,1
1996,Summer,RSA,ZAF,South Africa,5,3,1,1,45123023.0,10623.86,483305281250.0,0.11080817878713489,0.06648490727228093,4.706387320616047,2.823832392369628,1.0345428022363454,0.6207256813418072,14,62,111,1,1,1,1
2000,Summer,RSA,ZAF,South Africa,5,0,2,3,47159715.0,11183.825,533601187500.0,0.1060226933093213,0.0,4.470742344412577,0.0,0.9370293989460059,0.0,17,68,161,1,1,1,1
2004,Summer,RSA,ZAF,South Africa,6,1,3,2,48991420.0,12341.21,645257500000.0,0.1224704244130911,0.02041173740218185,4.861759908469267,0.8102933180782111,0.9298613344285034,0.1549768890714172,20,68,128,1,1,1,1
2008,Summer,RSA,ZAF,South Africa,1,0,1,0,51114595.0,14297.688,802157750000.0,0.01956388385743837,0.0,0.6994137793467028,0.0,0.12466375846895451,0.0,20,89,179,1,1,1,1
2012,Summer,RSA,ZAF,South Africa,6,3,2,1,53782570.0,14563.763,855225812500.0,0.11156030661978407,0.055780153309892035,4.1198143639113045,2.0599071819556523,0.7015690958228649,0.35078454791143243,17,65,145,1,1,1,1
2016,Summer,RSA,ZAF,South Africa,10,2,6,2,57259550.0,14501.281,874627125000.0,0.17464335643573867,0.03492867128714774,6.895942503286433,1.3791885006572866,1.1433443708940538,0.2286688741788108,15,70,155,1,1,1,1
2020,Summer,RSA,ZAF,South Africa,3,1,2,0,60562374.0,13250.566,772349625000.0,0.04953570677397818,0.016511902257992726,2.264054229834408,0.7546847432781362,0.3884251254734538,0.1294750418244846,23,73,211,1,1,1,1
2024,Summer,RSA,ZAF,South Africa,6,1,3,2,,13597.654,,,,4.41252586659434,0.7354209777657235,,,24,66,141,0,1,0,0
1948,Summer,KOR,KOR,South Korea,2,0,0,2,19115242.0,,,0.10462854720855745,0.0,,,,,7,24,48,1,0,0,0
1952,Summer,KOR,KOR,South Korea,2,0,0,2,20229880.0,,,0.09886366107955163,0.0,,,,,6,16,22,1,0,0,0
1956,Summer,KOR,KOR,South Korea,2,0,1,1,22874441.0,,30243361328.0,0.08743383062344562,0.0,,,6.613021543172034,0.0,7,23,36,1,0,1,0
1964,Summer,KOR,KOR,South Korea,3,0,2,1,28744980.0,,46259722656.0,0.10436604930669634,0.0,,,6.485123186554368,0.0,17,93,240,1,0,1,0
1968,Summer,KOR,KOR,South Korea,2,0,1,1,31175295.0,,65142199218.0,0.06415336246216756,0.0,,,3.070206446833258,0.0,11,43,66,1,0,1,0
1972,Summer,KOR,KOR,South Korea,1,0,1,0,33936470.0,,107390375000.0,0.0294668243338214,0.0,,,0.9311821473758706,0.0,8,24,43,1,0,1,0
1976,Summer,KOR,KOR,South Korea,6,1,1,4,36379928.0,,196542531250.0,0.1649261098042855,0.027487684967380913,,,3.0527743597481525,0.5087957266246921,5,27,51,1,0,1,0
1984,Summer,KOR,KOR,South Korea,19,6,6,7,40598302.0,,331099593750.0,0.4679998685659316,0.14778943217871526,,,5.738454639828443,1.8121435704721398,19,96,240,1,0,1,0
1988,Summer,KOR,KOR,South Korea,33,12,10,11,42922980.0,,542450187500.0,0.7688189403438438,0.27957052376139774,,,6.0835078981330435,2.212184690230197,27,218,551,1,0,1,0
1992,Summer,KOR,KOR,South Korea,28,12,5,11,44653699.0,16613.49,834731875000.0,0.6270477166964377,0.2687347357270447,16.853773650208353,7.223045850089294,3.3543705276619513,1.4375873689979792,24,134,322,1,1,1,1
1996,Summer,KOR,KOR,South Korea,27,7,15,5,45638701.0,22139.797,1296139000000.0,0.5916031659183288,0.15337859857141858,12.195233768403568,3.1617272732898143,2.083109913365773,0.5400655330948301,25,160,417,1,1,1,1
2000,Summer,KOR,KOR,South Korea,28,8,10,10,46766660.0,26404.158,1344857125000.0,0.5987171202732886,0.17106203436379677,10.604390414570313,3.0298258327343746,2.0820055513331948,0.5948587289523414,26,144,359,1,1,1,1
2004,Summer,KOR,KOR,South Korea,30,9,12,9,47697076.0,31579.527,1663258000000.0,0.6289693733007868,0.18869081199023605,9.499825630700549,2.8499476892101647,1.8036889045475806,0.5411066713642743,25,149,344,1,1,1,1
2008,Summer,KOR,KOR,South Korea,31,13,10,8,48356485.0,37064.152,1985026000000.0,0.6410722367434274,0.26883674444079214,8.363876772359449,3.5074321948604137,1.5616923909308995,0.6549032607129579,27,142,329,1,1,1,1
2012,Summer,KOR,KOR,South Korea,28,13,8,7,49599580.0,41537.67,2085039750000.0,0.5645209092496348,0.26209899358018757,6.740869191748118,3.1296892675973402,1.3429000574209675,0.6234893123740207,25,140,312,1,1,1,1
2016,Summer,KOR,KOR,South Korea,21,9,3,9,51297836.0,46088.242,2362046000000.0,0.4093739938659401,0.17544599737111718,4.556476682273973,1.9527757209745602,0.8890597388873883,0.38102560238030925,26,117,263,1,1,1,1
2020,Summer,KOR,KOR,South Korea,20,6,4,10,51858481.0,49374.094,2665119500000.0,0.3856649792731106,0.11569949378193319,4.050707239306508,1.2152121717919524,0.7504353932347123,0.22513061797041373,31,120,338,1,1,1,1
2024,Summer,KOR,KOR,South Korea,32,13,9,10,,55070.938,,,,5.810687299351974,2.3605917153617395,,,23,104,147,0,1,0,0
1952,Summer,URS,URS,Soviet Union,70,22,29,19,,,,,,,,,,18,141,451,0,0,0,0
1956,Summer,URS,URS,Soviet Union,98,37,29,32,,,,,,,,,,18,141,411,0,0,0,0
1960,Summer,URS,URS,Soviet Union,103,43,29,31,,,,,,,,,,17,145,414,0,0,0,0
1964,Summer,URS,URS,Soviet Union,93,30,30,33,,,,,,,,,,19,154,463,0,0,0,0
1968,Summer,URS,URS,Soviet Union,91,29,32,30,,,,,,,,,,18,164,471,0,0,0,0
1972,Summer,URS,URS,Soviet Union,99,50,27,22,,,,,,,,,,22,180,531,0,0,0,0
1976,Summer,URS,URS,Soviet Union,125,49,41,35,,,,,,,,,,22,189,574,0,0,0,0
1980,Summer,URS,URS,Soviet Union,195,80,69,46,,,,,,,,,,23,202,660,0,0,0,0
1988,Summer,URS,URS,Soviet Union,131,54,31,46,,,,,,,,,,27,221,647,0,0,0,0
1900,Summer,ESP,ESP,Spain,1,1,0,0,18592411.0,,,0.05378538587598994,0.05378538587598994,,,,,4,7,12,1,0,0,0
1920,Summer,ESP,ESP,Spain,2,0,2,0,21275357.0,,,0.09400547309264892,0.0,,,,,7,29,111,1,0,0,0
1928,Summer,ESP,ESP,Spain,1,1,0,0,22987751.0,,,0.043501428217140516,0.043501428217140516,,,,,10,34,106,1,0,0,0
1932,Summer,ESP,ESP,Spain,1,0,0,1,23893132.0,,,0.04185303123926993,0.0,,,,,3,4,8,1,0,0,0
1948,Summer,ESP,ESP,Spain,1,0,1,0,27588824.0,,,0.036246561288730536,0.0,,,,,11,37,84,1,0,0,0
1952,Summer,ESP,ESP,Spain,1,0,1,0,28406044.0,,149063968750.0,0.03520377564718269,0.0,,,0.6708529287027989,0.0,7,21,42,1,0,1,0
1960,Summer,ESP,ESP,Spain,1,0,0,1,30404938.0,,217251500000.0,0.03288939447927833,0.0,,,0.4602960163681264,0.0,16,83,238,1,0,1,0
1972,Summer,ESP,ESP,Spain,1,0,0,1,34539861.0,,504310312500.0,0.028952056292293707,0.0,,,0.1982906110015349,0.0,17,59,162,1,0,1,0
1976,Summer,ESP,ESP,Spain,2,0,2,0,36176273.0,,598451875000.0,0.055284854799719146,0.0,,,0.33419562767682864,0.0,14,68,160,1,0,1,0
1980,Summer,ESP,ESP,Spain,6,1,3,2,37537560.0,,675239250000.0,0.15983990435180123,0.02663998405863354,,,0.8885739387928058,0.1480956564654676,18,75,211,1,0,1,0
1984,Summer,ESP,ESP,Spain,5,1,2,2,38437483.0,,592104500000.0,0.13008135834492596,0.02601627166898519,,,0.8444455328409091,0.1688891065681818,23,104,257,1,0,1,0
1988,Summer,ESP,ESP,Spain,4,1,1,2,38952258.0,,720640125000.0,0.10268981069082053,0.025672452672705133,,,0.5550620706833387,0.13876551767083467,24,130,317,1,0,1,0
1992,Summer,ESP,ESP,Spain,22,13,7,2,39420344.0,32641.082,882175250000.0,0.558087468744565,0.3297789588036066,6.739972651641879,3.982711112333838,2.4938355502492278,1.4736300978745436,29,195,537,1,1,1,1
1996,Summer,ESP,ESP,Spain,17,5,6,6,40237375.0,34232.38,1026343500000.0,0.42249276947116954,0.12426257925622634,4.966058451092212,1.460605426791827,1.6563655345408237,0.48716633368847756,22,157,384,1,1,1,1
2000,Summer,ESP,ESP,Spain,11,3,3,5,41019772.0,39945.9,1312696750000.0,0.2681633627802709,0.07313546257643753,2.753724412267592,0.7510157488002522,0.8379696224585,0.2285371697614091,27,165,431,1,1,1,1
2004,Summer,ESP,ESP,Spain,20,3,11,6,43234562.0,42793.39,1469505000000.0,0.4625928672528242,0.06938893008792363,4.67361898648366,0.701042847972549,1.3610025144521454,0.20415037716782183,27,155,423,1,1,1,1
2008,Summer,ESP,ESP,Spain,18,5,10,3,46235055.0,44926.348,1872124250000.0,0.38931499054126784,0.10814305292812997,4.00655757730408,1.1129326603622445,0.9614746457132854,0.2670762904759126,29,147,355,1,1,1,1
2012,Summer,ESP,ESP,Spain,17,3,10,4,47018323.0,41034.047,1774183250000.0,0.3615611726517766,0.06380491282090177,4.142901137682082,0.7311002007674262,0.9581873800240196,0.16909189059247404,27,135,339,1,1,1,1
2016,Summer,ESP,ESP,Spain,17,7,4,6,46732768.0,44274.668,1923510875000.0,0.3637704490348186,0.14978783195551354,3.8396674143327285,1.5810395235487709,0.883800565983283,0.3639178801107636,28,146,363,1,1,1,1
2020,Summer,ESP,ESP,Spain,17,3,8,6,47679482.0,41553.45,1863857875000.0,0.3565474977265902,0.06292014665763357,4.091116381431626,0.721961714370287,0.9120867115471452,0.16095647850831973,36,146,429,1,1,1,1
2024,Summer,ESP,ESP,Spain,18,5,4,9,,48460.293,,,,3.7143811738818835,1.0317725483005231,,,39,150,401,0,1,0,0
1948,Summer,SRI,LKA,Sri Lanka,1,0,1,0,7593333.0,,,0.13169447461345368,0.0,,,,,2,9,10,1,0,0,0
2000,Summer,SRI,LKA,Sri Lanka,1,0,1,0,19293056.0,6428.6133,101205304687.0,0.05183212032349877,0.0,1.5555454237696953,0.0,0.9880904989048976,0.0,4,16,24,1,1,1,1
2008,Summer,SUD,SDN,Sudan,1,0,1,0,33623980.0,4446.4097,131685171875.0,0.029740679122459625,0.0,2.249005529112623,0.0,0.7593869421754134,0.0,2,8,9,1,1,1,1
1988,Summer,SUR,SUR,Suriname,1,1,0,0,402231.0,,2878603027.0,2.4861335899023196,2.4861335899023196,,,34.739072759267266,34.739072759267266,4,10,10,1,0,1,0
1992,Summer,SUR,SUR,Suriname,1,0,0,1,417602.0,17455.125,3431732421.0,2.3946245468173046,0.0,0.5728976446745583,0.0,29.13980104860862,0.0,3,7,9,1,1,1,1
1900,Summer,SWE,SWE,Sweden,2,1,0,1,5123503.0,,,0.39035792503683514,0.19517896251841757,,,,,4,16,27,1,0,0,0
1906,Summer,SWE,SWE,Sweden,14,2,5,7,5323091.0,,,2.630050848275936,0.37572154975370514,,,,,8,37,95,1,0,0,0
1908,Summer,SWE,SWE,Sweden,25,8,6,11,5390772.0,,,4.637554695320077,1.4840175025024245,,,,,14,67,276,1,0,0,0
1912,Summer,SWE,SWE,Sweden,65,24,24,17,5542751.0,,,11.727028690265898,4.329979824098178,,,,,16,95,714,1,0,0,0
1920,Summer,SWE,SWE,Sweden,64,19,20,25,5876734.0,,,10.890402730496225,3.2330883106160666,,,,,18,100,404,1,0,0,0
1924,Summer,SWE,SWE,Sweden,29,4,13,12,5989178.0,,,4.842066807832394,0.6678712838389509,,,,,15,84,256,1,0,0,0
1928,Summer,SWE,SWE,Sweden,25,7,6,12,6091819.0,,,4.103864543578855,1.1490820722020796,,,,,11,66,139,1,0,0,0
1932,Summer,SWE,SWE,Sweden,24,10,5,9,6188213.0,,,3.8783409685477856,1.6159754035615774,,,,,12,51,128,1,0,0,0
1936,Summer,SWE,SWE,Sweden,21,6,5,10,6278071.0,,,3.344976506318581,0.9557075732338802,,,,,17,84,231,1,0,0,0
1948,Summer,SWE,SWE,Sweden,46,17,11,18,6892068.0,,,6.674339254923196,2.4666036376890075,,,,,18,100,223,1,0,0,0
1952,Summer,SWE,SWE,Sweden,35,12,13,10,7124674.0,,87264328125.0,4.912505470425734,1.6842875898602518,,,40.108026672553954,13.751323430589927,17,124,355,1,0,1,0
1956,Summer,SWE,SWE,Sweden,19,8,5,6,7315521.0,,101086414062.0,2.5972176144392174,1.0935653113428283,,,18.795799788037396,7.914020963384167,15,80,186,1,0,1,0
1960,Summer,SWE,SWE,Sweden,6,1,2,3,7484597.0,,114756453125.0,0.8016463678672345,0.1336077279778724,,,5.228464140020448,0.871410690003408,15,100,258,1,0,1,0
1964,Summer,SWE,SWE,Sweden,8,2,2,4,7661190.0,,143302000000.0,1.0442242001568947,0.26105605003922366,,,5.582615734602448,1.395653933650612,13,72,175,1,0,1,0
1968,Summer,SWE,SWE,Sweden,4,2,1,1,7912123.0,,161845171875.0,0.5055533135670414,0.2527766567835207,,,2.4714978850832647,1.2357489425416324,13,95,186,1,0,1,0
1972,Summer,SWE,SWE,Sweden,16,4,6,6,8122426.0,,187879015625.0,1.9698548192375034,0.49246370480937585,,,8.516118709039569,2.1290296772598922,18,90,186,1,0,1,0
1976,Summer,SWE,SWE,Sweden,5,4,1,0,8222392.0,,206065781250.0,0.6080955517567151,0.4864764414053721,,,2.426409649224573,1.941127719379658,16,90,163,1,0,1,0
1980,Summer,SWE,SWE,Sweden,12,3,3,6,8310470.0,,214496062500.0,1.4439616531916966,0.36099041329792414,,,5.594508290799044,1.398627072699761,18,102,201,1,0,1,0
1984,Summer,SWE,SWE,Sweden,19,2,11,6,8336482.0,,236267343750.0,2.279138850176849,0.23990935265019464,,,8.04173767666527,0.8464987028068708,19,138,254,1,0,1,0
1988,Summer,SWE,SWE,Sweden,11,0,4,7,8436358.0,,283427468750.0,1.303880181471673,0.0,,,3.8810634863703557,0.0,23,113,251,1,0,1,0
1992,Summer,SWE,SWE,Sweden,12,1,7,4,8667576.0,39120.926,293293531250.0,1.3844701217503026,0.11537251014585853,3.067412054612409,0.25561767121770074,4.091464257277239,0.3409553547731033,22,121,252,1,1,1,1
1996,Summer,SWE,SWE,Sweden,8,2,4,2,8840330.0,41364.984,335832968750.0,0.9049435937346231,0.22623589843365577,1.9340029238256204,0.4835007309564051,2.3821365811036084,0.5955341452759021,22,109,233,1,1,1,1
2000,Summer,SWE,SWE,Sweden,12,4,5,3,8872099.0,48284.8,407681625000.0,1.352554790022068,0.4508515966740227,2.485254158658625,0.8284180528862085,2.9434733537475473,0.9811577845825159,22,92,198,1,1,1,1
2004,Summer,SWE,SWE,Sweden,7,4,2,1,8993805.0,52412.41,433580593750.0,0.7783135169152544,0.4447505810944311,1.3355615587987653,0.7631780335992945,1.6144634010156274,0.9225505148660726,20,79,157,1,1,1,1
2008,Summer,SWE,SWE,Sweden,5,0,4,1,9219903.0,56262.47,486021625000.0,0.5423050546193382,0.0,0.8886918757743838,0.0,1.0287608087397346,0.0,20,81,169,1,1,1,1
2012,Summer,SWE,SWE,Sweden,8,1,4,3,9519477.0,56682.02,522187406250.0,0.8403823025151487,0.10504778781439358,1.4113823043003761,0.17642278803754702,1.5320170314812145,0.1915021289351518,21,81,168,1,1,1,1
2016,Summer,SWE,SWE,Sweden,11,2,6,3,9923281.0,59977.387,543302875000.0,1.1085043344031071,0.20154624261874676,1.8340245466178777,0.33345900847597776,2.0246533758909337,0.3681187956165334,22,79,186,1,1,1,1
2020,Summer,SWE,SWE,Sweden,9,3,6,0,10353682.0,59975.363,600686750000.0,0.8692559806260227,0.2897519935420076,1.5006161780129617,0.5002053926709873,1.4982850878598537,0.49942836261995127,23,77,173,1,1,1,1
2024,Summer,SWE,SWE,Sweden,11,4,4,3,,62978.938,,,,1.7466156701467401,0.6351329709624509,,,21,81,125,0,1,0,0
1896,Summer,SUI,CHE,Switzerland,3,1,2,0,3151521.0,,,0.9519213103767991,0.317307103458933,,,,,2,5,8,1,0,0,0
1900,Summer,SUI,CHE,Switzerland,9,6,2,1,3297641.0,,,2.729223708705708,1.8194824724704721,,,,,4,14,52,1,0,0,0
1904,Summer,SUI,CHE,Switzerland,3,1,0,2,3462195.0,,,0.866502320059962,0.288834106686654,,,,,2,4,7,1,0,0,0
1906,Summer,SUI,CHE,Switzerland,8,4,3,1,3548783.0,,,2.2542939368228487,1.1271469684114244,,,,,3,14,45,1,0,0,0
1912,Summer,SUI,CHE,Switzerland,1,1,0,0,3755677.0,,,0.2662635791097051,0.2662635791097051,,,,,2,3,7,1,0,0,0
1920,Summer,SUI,CHE,Switzerland,11,2,2,7,3870407.0,,,2.8420783654018815,0.5167415209821602,,,,,13,45,126,1,0,0,0
1924,Summer,SUI,CHE,Switzerland,25,7,8,10,3937429.0,,,6.349320838547184,1.7778098347932114,,,,,17,74,262,1,0,0,0
1928,Summer,SUI,CHE,Switzerland,17,7,6,4,4007185.0,,,4.24237962559752,1.7468621987754496,,,,,15,70,236,1,0,0,0
1932,Summer,SUI,CHE,Switzerland,1,0,1,0,4076857.0,,,0.24528699436845589,0.0,,,,,4,9,9,1,0,0,0
1936,Summer,SUI,CHE,Switzerland,18,4,9,5,4146411.0,,,4.341103667726137,0.9646897039391416,,,,,21,102,328,1,0,0,0
1948,Summer,SUI,CHE,Switzerland,22,5,12,5,4587228.0,,,4.79592468479875,1.0899828829088067,,,,,19,98,287,1,0,0,0
1952,Summer,SUI,CHE,Switzerland,14,2,6,6,4811615.0,,90983710937.0,2.9096259779720532,0.4156608539960076,,,15.387369734450644,2.1981956763500925,17,96,251,1,0,1,0
1956,Summer,SUI,CHE,Switzerland,1,0,0,1,5065624.0,,115543718750.0,0.19740904575625828,0.0,,,0.8654732691819303,0.0,1,6,18,1,0,1,0
1960,Summer,SUI,CHE,Switzerland,6,0,3,3,5327777.0,,134352796875.0,1.1261732613808724,0.0,,,4.465854183580799,0.0,16,90,221,1,0,1,0
1964,Summer,SUI,CHE,Switzerland,4,1,2,1,5789153.0,,168949000000.0,0.6909473631116676,0.1727368407779169,,,2.3675783816417972,0.5918945954104493,13,51,129,1,0,1,0
1968,Summer,SUI,CHE,Switzerland,5,0,1,4,6067657.0,,190717921875.0,0.8240413062241323,0.0,,,2.621672861597711,0.0,12,68,155,1,0,1,0
1972,Summer,SUI,CHE,Switzerland,3,0,3,0,6261086.0,,229774812500.0,0.47915010271381037,0.0,,,1.3056261334126864,0.0,17,116,265,1,0,1,0
1976,Summer,SUI,CHE,Switzerland,4,1,1,2,6302556.0,,218238046875.0,0.6346631430168966,0.15866578575422416,,,1.8328609778528107,0.45821524446320266,12,41,101,1,0,1,0
1980,Summer,SUI,CHE,Switzerland,2,2,0,0,6319848.0,,243994953125.0,0.3164633073453665,0.3164633073453665,,,0.819689085526039,0.819689085526039,10,45,86,1,0,1,0
1984,Summer,SUI,CHE,Switzerland,8,0,4,4,6442419.0,,249855421875.0,1.2417695899630248,0.0,,,3.201851670844395,0.0,18,91,245,1,0,1,0
1988,Summer,SUI,CHE,Switzerland,4,0,2,2,6594145.0,,281201156250.0,0.6065987326635978,0.0,,,1.4224692577166456,0.0,17,83,151,1,0,1,0
1992,Summer,SUI,CHE,Switzerland,1,1,0,0,6875049.0,61922.89,308485468750.0,0.14545350876771934,0.14545350876771934,0.16149117071247804,0.16149117071247804,0.32416437767783834,0.32416437767783834,17,80,171,1,1,1,1
1996,Summer,SUI,CHE,Switzerland,7,4,3,0,7071885.0,61471.168,331350718750.0,0.9898351005425003,0.5656200574528574,1.1387452406956056,0.6507115661117745,2.1125652077674872,1.2071801187242783,17,83,172,1,1,1,1
2000,Summer,SUI,CHE,Switzerland,9,1,6,2,7184003.0,67378.39,367589375000.0,1.2527834412095875,0.13919816013439862,1.3357398418098148,0.1484155379788683,2.448384151473366,0.2720426834970407,19,82,138,1,1,1,1
2004,Summer,SUI,CHE,Switzerland,5,1,1,3,7384196.0,68263.44,388577718750.0,0.677121788208222,0.1354243576416444,0.7324564950140221,0.14649129900280444,1.2867438761245238,0.25734877522490474,19,83,138,1,1,1,1
2008,Summer,SUI,CHE,Switzerland,7,2,1,4,7641730.0,75355.2,527014250000.0,0.9160229424488957,0.2617208406996845,0.928933902371701,0.2654096863919146,1.3282373294460252,0.3794963798417216,20,75,116,1,1,1,1
2012,Summer,SUI,CHE,Switzerland,4,2,2,0,7998927.0,74883.62,639513875000.0,0.5000670714959644,0.2500335357479822,0.534162210640992,0.267081105320496,0.6254750923113279,0.31273754615566396,19,71,126,1,1,1,1
2016,Summer,SUI,CHE,Switzerland,7,3,2,2,8374903.0,77301.21,669570875000.0,0.835830576186972,0.35821310408013085,0.9055485677391077,0.38809224331676045,1.0454457117777114,0.44804816219044774,17,80,152,1,1,1,1
2020,Summer,SUI,CHE,Switzerland,13,3,4,6,8640582.0,77324.89,715363562500.0,1.5045282829327933,0.34719883452295225,1.6812180398834065,0.3879733938192476,1.8172577807246089,0.4193671801672174,25,96,196,1,1,1,1
2024,Summer,SUI,CHE,Switzerland,8,1,2,5,,82286.18,,,,0.9722167197456487,0.12152708996820609,,,22,94,137,0,1,0,0
1960,Summer,UAR,UAR,Syria,2,0,1,1,,,,,,,,,,12,34,123,0,0,0,0
1984,Summer,SYR,SYR,Syria,1,0,1,0,10258406.0,,,0.0974810316534557,0.0,,,,,5,9,9,1,0,0,0
1996,Summer,SYR,SYR,Syria,1,1,0,0,15018110.0,7943.4404,,0.06658627483751284,0.06658627483751284,1.2589003626186959,1.2589003626186959,,,5,8,8,1,1,0,0
2004,Summer,SYR,SYR,Syria,1,0,0,1,18336879.0,8528.656,76102804687.0,0.05453490749434514,0.0,1.1725176862567794,0.0,1.3140120184963717,0.0,5,6,6,1,1,1,1
2020,Summer,SYR,SYR,Syria,1,0,0,1,21049431.0,4633.3496,88746531250.0,0.04750722240425406,0.0,2.1582658040740115,0.0,1.1268046039827613,0.0,6,6,6,1,1,1,1
1960,Summer,TPE,TWN,Taiwan,1,0,1,0,11046263.0,,31169525390.0,0.09052835334447495,0.0,,,3.208261875943822,0.0,6,18,31,1,0,1,0
