year,season,noc,iso3,country_name,total_medals,gold_medals,silver_medals,bronze_medals,population,gdp_per_capita,gdp_total,medals_per_million_people,gold_per_million_people,medals_per_10k_gdp_per_capita,gold_per_10k_gdp_per_capita,medals_per_100b_gdp,gold_per_100b_gdp,sports_entered,events_entered,unique_athletes,has_population_match,has_gdp_per_capita_match,has_gdp_total_match,economic_data_complete
2024,Summer,AIN,AIN,AIN,5,1,3,1,,,,,,,,,,10,30,32,0,0,0,0
2008,Summer,AFG,AFG,Afghanistan,1,0,0,1,26482631.0,2191.5044,,0.037760598635384834,0.0,4.563075483672312,0.0,,,2,4,4,1,1,0,0
2012,Summer,AFG,AFG,Afghanistan,1,0,0,1,30560036.0,2985.319,,0.03272247454158758,0.0,3.349725774699454,0.0,,,4,6,6,1,1,0,0
2024,Summer,ALB,ALB,Albania,2,0,0,2,,21641.074,,,,0.924168550969328,0.0,,,4,9,8,0,1,0,0
1984,Summer,ALG,DZA,Algeria,2,0,0,2,21271969.0,,331207437500.0,0.09402044540399622,0.0,,,0.603851174084821,0.0,4,17,33,1,0,1,0
1992,Summer,ALG,DZA,Algeria,2,1,0,1,26628570.0,11241.415,272614500000.0,0.07510730016670066,0.03755365008335033,1.7791354558122798,0.8895677279061399,0.733636692105519,0.3668183460527595,7,27,36,1,1,1,1
1996,Summer,ALG,DZA,Algeria,3,2,0,1,29033045.0,10808.879,290448625000.0,0.10333053250184401,0.06888702166789601,2.775495960311888,1.8503306402079251,1.0328849034833614,0.6885899356555742,9,29,47,1,1,1,1
2000,Summer,ALG,DZA,Algeria,5,1,1,3,30903894.0,11558.221,335395593750.0,0.161791908812527,0.0323583817625054,4.325925244031932,0.8651850488063864,1.4907768894921565,0.29815537789843133,10,42,51,1,1,1,1
2008,Summer,ALG,DZA,Algeria,2,0,1,1,34816963.0,14206.776,559060250000.0,0.05744326407791513,0.0,1.4077789359105823,0.0,0.35774319494186896,0.0,12,44,57,1,1,1,1
2012,Summer,ALG,DZA,Algeria,1,1,0,0,37646165.0,14697.54,633323500000.0,0.026563130666828878,0.026563130666828878,0.6803859693526944,0.6803859693526944,0.1578971884037147,0.1578971884037147,12,29,39,1,1,1,1
2016,Summer,ALG,DZA,Algeria,2,0,2,0,40850719.0,15511.686,566563687500.0,0.04895874660125321,0.0,1.2893504935569222,0.0,0.3530053274019613,0.0,13,48,74,1,1,1,1
2024,Summer,ALG,DZA,Algeria,3,2,0,1,,15501.92,,,,1.9352441504020146,1.2901627669346765,,,15,47,46,0,1,0,0
1924,Summer,ARG,ARG,Argentina,6,1,3,2,9901098.0,,,0.6059933958839717,0.10099889931399528,,,,,11,39,109,1,0,0,0
1928,Summer,ARG,ARG,Argentina,7,3,3,1,11139114.0,,,0.6284162277179316,0.2693212404505421,,,,,12,40,98,1,0,0,0
1932,Summer,ARG,ARG,Argentina,4,3,1,0,12228636.0,,,0.32710107652235293,0.24532580739176474,,,,,7,30,47,1,0,0,0
1936,Summer,ARG,ARG,Argentina,7,2,2,3,13114548.0,,,0.5337583880130676,0.15250239657516218,,,,,8,31,68,1,0,0,0
1948,Summer,ARG,ARG,Argentina,7,3,3,1,16387059.0,,,0.4271663389995728,0.18307128814267404,,,,,16,101,295,1,0,0,0
1952,Summer,ARG,ARG,Argentina,5,1,2,2,17698882.0,,,0.28250371972647764,0.05650074394529553,,,,,15,77,174,1,0,0,0
1956,Summer,ARG,ARG,Argentina,2,0,1,1,19049973.0,,,0.10498702544092844,0.0,,,,,9,32,44,1,0,0,0
1960,Summer,ARG,ARG,Argentina,2,0,1,1,20386055.0,,,0.09810627902259657,0.0,,,,,15,54,116,1,0,0,0
1964,Summer,ARG,ARG,Argentina,1,0,1,0,21769451.0,,,0.045935931043920214,0.0,,,,,14,78,148,1,0,0,0
1968,Summer,ARG,ARG,Argentina,2,0,0,2,23150580.0,,,0.08639092411507616,0.0,,,,,12,60,132,1,0,0,0
1972,Summer,ARG,ARG,Argentina,1,0,1,0,24644332.0,,113565664062.0,0.040577281624026164,0.0,,,0.8805478383449248,0.0,12,62,123,1,0,1,0
1988,Summer,ARG,ARG,Argentina,2,0,1,1,31780534.0,,210851093750.0,0.06293160461054556,0.0,,,0.9485366968839829,0.0,18,53,134,1,0,1,0
1992,Summer,ARG,ARG,Argentina,1,0,0,1,33693532.0,19476.283,316158843750.0,0.029679286813860895,0.0,0.513444993585275,0.0,0.31629670330865134,0.0,17,68,111,1,1,1,1
1996,Summer,ARG,ARG,Argentina,3,0,2,1,35513795.0,21695.596,612175000000.0,0.08447421628693864,0.0,1.3827691112979794,0.0,0.49005594805406955,0.0,20,102,221,1,1,1,1
2000,Summer,ARG,ARG,Argentina,4,0,2,2,37213986.0,22281.38,589676562500.0,0.10748647027491223,0.0,1.795220942329425,0.0,0.67833796599301,0.0,21,98,165,1,1,1,1
2004,Summer,ARG,ARG,Argentina,6,2,0,4,38815915.0,21591.45,563328500000.0,0.15457577130411587,0.05152525710137195,2.7788777502205733,0.9262925834068578,1.0650978958103485,0.35503263193678286,22,86,179,1,1,1,1
2008,Summer,ARG,ARG,Argentina,6,2,0,4,40424151.0,27658.484,801948687500.0,0.14842612278981443,0.04947537426327148,2.1693162936912955,0.7231054312304318,0.7481775447135449,0.249392514904515,19,71,145,1,1,1,1
2012,Summer,ARG,ARG,Argentina,4,1,1,2,42161718.0,28825.967,1008138437500.0,0.09487279432019351,0.023718198580048377,1.387637750365842,0.3469094375914605,0.3967709047895518,0.09919272619738795,23,66,148,1,1,1,1
2016,Summer,ARG,ARG,Argentina,4,3,1,0,43900312.0,27802.105,1015130187500.0,0.09111552555708488,0.06833664416781365,1.4387399803000527,1.0790549852250397,0.39403812922271114,0.29552859691703337,26,80,232,1,1,1,1
2020,Summer,ARG,ARG,Argentina,3,0,1,2,45191960.0,23877.094,1045251187500.0,0.06638348945254864,0.0,1.256434304777625,0.0,0.287012350320817,0.0,31,61,208,1,1,1,1
2024,Summer,ARG,ARG,Argentina,3,1,1,1,,26771.965,,,,1.1205751987200043,0.3735250662400014,,,25,41,143,0,1,0,0
1996,Summer,ARM,ARM,Armenia,2,1,1,0,3278738.0,3717.3357,12103227539.0,0.6099907952388999,0.30499539761944994,5.380197435491231,2.6900987177456157,16.52451789041756,8.26225894520878,11,36,38,1,1,1,1
2000,Summer,ARM,ARM,Armenia,1,0,0,1,3125630.0,4589.0083,13090859375.0,0.3199355010029978,0.0,2.179120050839742,0.0,7.638917899536294,0.0,10,26,26,1,1,1,1
2008,Summer,ARM,ARM,Armenia,6,0,0,6,2959996.0,11727.482,28332404296.0,2.0270297662564407,0.0,5.1161877715949595,0.0,21.177164978007486,0.0,7,24,26,1,1,1,1
2012,Summer,ARM,ARM,Armenia,3,0,1,2,2922529.0,11796.274,35922910156.0,1.026508205735512,0.0,2.5431759214816476,0.0,8.351216499365174,0.0,9,30,31,1,1,1,1
2016,Summer,ARM,ARM,Armenia,4,1,3,0,2918796.0,13192.994,37759492187.0,1.370428080619543,0.34260702015488576,3.031912240693811,0.7579780601734527,10.593362803160623,2.648340700790156,8,32,34,1,1,1,1
2020,Summer,ARM,ARM,Armenia,4,0,2,2,2890893.0,15052.936,49289308593.0,1.3836555002208661,0.0,2.6572889169262393,0.0,8.115350192938342,0.0,8,19,19,1,1,1,1
2024,Summer,ARM,ARM,Armenia,4,0,3,1,,20078.785,,,,1.9921524136047077,0.0,,,7,16,15,0,1,0,0
1896,Summer,AUS,AUS,Australia,3,2,0,1,3438259.0,,,0.8725346170838206,0.5816897447225471,,,,,2,5,5,1,0,0,0
1900,Summer,AUS,AUS,Australia,6,3,0,3,3693331.0,,,1.6245497628021968,0.8122748814010984,,,,,2,6,6,1,0,0,0
1904,Summer,AUS,AUS,Australia,4,0,3,1,3935097.0,,,1.0164933672537169,0.0,,,,,2,6,6,1,0,0,0
1906,Summer,AUS,AUS,Australia,3,0,0,3,4058399.0,,,0.7392077516281667,0.0,,,,,2,9,10,1,0,0,0
1908,Summer,ANZ,ANZ,Australia,5,1,2,2,,,,,,,,,,6,20,48,0,0,0,0
1912,Summer,ANZ,ANZ,Australia,7,2,2,3,,,,,,,,,,4,17,38,0,0,0,0
1920,Summer,AUS,AUS,Australia,3,0,2,1,5274343.0,,,0.5687912219588297,0.0,,,,,5,19,29,1,0,0,0
1924,Summer,AUS,AUS,Australia,6,3,1,2,5691958.0,,,1.054118811136695,0.5270594055683475,,,,,9,31,60,1,0,0,0
1928,Summer,AUS,AUS,Australia,4,1,2,1,6137556.0,,,0.6517252144013024,0.1629313036003256,,,,,6,26,29,1,0,0,0
1932,Summer,AUS,AUS,Australia,5,3,1,1,6480541.0,,,0.771540524163029,0.4629243144978174,,,,,6,17,20,1,0,0,0
1936,Summer,AUS,AUS,Australia,1,0,0,1,6704321.0,,,0.1491575358638108,0.0,,,,,7,26,39,1,0,0,0
1948,Summer,AUS,AUS,Australia,13,2,6,5,7887049.0,,,1.6482717427012308,0.25358026810788165,,,,,11,52,103,1,0,0,0
1952,Summer,AUS,AUS,Australia,11,6,2,3,8630707.0,,122592406250.0,1.274518993635168,0.6951921783464553,,,8.972823306500684,4.894267258091282,12,67,140,1,0,1,0
1956,Summer,AUS,AUS,Australia,35,13,8,14,9424660.0,,157831296875.0,3.7136618191001056,1.3793601042371821,,,22.17557651301533,8.236642704834265,19,143,412,1,0,1,0
1960,Summer,AUS,AUS,Australia,22,8,8,6,10280815.0,,185371875000.0,2.1399081687589945,0.7781484250032706,,,11.86803553667459,4.315649286063487,17,122,280,1,0,1,0
1964,Summer,AUS,AUS,Australia,18,6,2,10,11128257.0,,226461875000.0,1.6175039810816734,0.5391679936938912,,,7.9483577533746015,2.6494525844582006,19,133,392,1,0,1,0
1968,Summer,AUS,AUS,Australia,17,5,7,5,12030009.0,,275991593750.0,1.4131327748798856,0.4156272867293782,,,6.159607895666206,1.8116493810782959,16,105,224,1,0,1,0
1972,Summer,AUS,AUS,Australia,17,8,7,2,13304897.0,,331346000000.0,1.2777250361276755,0.6012823699424354,,,5.130588569048668,2.414394620728785,20,110,266,1,0,1,0
1976,Summer,AUS,AUS,Australia,5,0,1,4,14046758.0,,356678718750.0,0.35595402156141653,0.0,,,1.4018217900756098,0.0,20,115,274,1,0,1,0
1980,Summer,AUS,AUS,Australia,9,2,2,5,14721345.0,,404864562500.0,0.6113571823770179,0.13585715163933731,,,2.2229656121113344,0.49399235824696314,17,92,190,1,0,1,0
1984,Summer,AUS,AUS,Australia,24,4,8,12,15620653.0,,454318750000.0,1.53642744640701,0.256071241067835,,,5.282634714063639,0.8804391190106065,22,137,337,1,0,1,0
1988,Summer,AUS,AUS,Australia,14,3,6,5,16594104.0,,548373187500.0,0.8436731504153523,0.18078710366043263,,,2.5530059308379296,0.5470726994652707,24,145,339,1,0,1,0
1992,Summer,AUS,AUS,Australia,27,7,9,11,17549286.0,35426.285,591388562500.0,1.538524131409107,0.3988766266616203,7.621459602665082,1.9759339710613177,4.565526239780804,1.1836549510542826,25,153,390,1,1,1,1
1996,Summer,AUS,AUS,Australia,41,9,9,23,18305305.0,39663.16,714362687500.0,2.2397878647747196,0.4916607508042068,10.337048283596163,2.2691081598137917,5.739381509900039,1.2598642338804966,26,211,550,1,1,1,1
2000,Summer,AUS,AUS,Australia,58,16,25,17,19132472.0,45099.074,837162062500.0,3.03149535512191,0.8362745807232855,12.860574476540249,3.5477446831835175,6.928168702102408,1.9112189523041125,34,270,788,1,1,1,1
2004,Summer,AUS,AUS,Australia,50,17,16,17,20046679.0,49061.277,958755875000.0,2.4941787115960703,0.848020761942664,10.19133684596102,3.4650545276267475,5.215091902305162,1.7731312467837552,33,219,601,1,1,1,1
2008,Summer,AUS,AUS,Australia,46,14,15,17,21370595.0,52473.383,1129970500000.0,2.152490372869824,0.6551057656560334,8.766349217468978,2.668019327055776,4.070902735956381,1.2389703978997681,31,219,570,1,1,1,1
2012,Summer,AUS,AUS,Australia,35,7,16,12,22852648.0,54403.883,1308736875000.0,1.5315511795394563,0.3063102359078913,6.433364324381037,1.2866728648762074,2.674334365339863,0.5348668730679725,29,208,514,1,1,1,1
2016,Summer,AUS,AUS,Australia,29,8,11,10,24329963.0,56529.953,1382104750000.0,1.191945914590992,0.3288126660940668,5.130023723883159,1.415178958312596,2.098249065419969,0.5788273283917156,31,194,518,1,1,1,1
2020,Summer,AUS,AUS,Australia,46,17,7,22,25743787.0,57260.465,1582895000000.0,1.7868388982553343,0.6603535058769714,8.033466022324479,2.968889616946003,2.906067679789247,1.0739815338351566,41,193,638,1,1,1,1
2024,Summer,AUS,AUS,Australia,52,18,18,16,,60303.98,,,,8.622979776790851,2.9848776150429868,,,44,205,475,0,1,0,0
1896,Summer,AUT,AUT,Austria,5,2,1,2,5739803.0,,,0.8711100363549062,0.3484440145419625,,,,,3,8,8,1,0,0,0
1900,Summer,AUT,AUT,Austria,6,0,3,3,5979176.0,,,1.0034827541453872,0.0,,,,,4,17,26,1,0,0,0
1904,Summer,AUT,AUT,Austria,4,2,1,1,6228492.0,,,0.6422100245131566,0.3211050122565783,,,,,2,7,7,1,0,0,0
1906,Summer,AUT,AUT,Austria,9,3,3,3,6357018.0,,,1.41575814320488,0.47191938106829334,,,,,9,46,100,1,0,0,0
1908,Summer,AUT,AUT,Austria,1,0,0,1,6488195.0,,,0.15412607050188845,0.0,,,,,4,10,13,1,0,0,0
1912,Summer,AUT,AUT,Austria,4,0,2,2,6589530.0,,,0.6070235661723977,0.0,,,,,12,46,132,1,0,0,0
1924,Summer,AUT,AUT,Austria,4,0,3,1,6553892.0,,,0.6103243690924416,0.0,,,,,8,27,56,1,0,0,0
1928,Summer,AUT,AUT,Austria,4,3,0,1,6645923.0,,,0.601872757177596,0.45140456788319694,,,,,13,39,113,1,0,0,0
1932,Summer,AUT,AUT,Austria,5,1,1,3,6696542.0,,,0.7466540193431176,0.14933080386862352,,,,,7,14,33,1,0,0,0
1936,Summer,AUT,AUT,Austria,17,5,7,5,6704950.0,,,2.53544023445365,0.7457177160157794,,,,,19,105,363,1,0,0,0
1948,Summer,AUT,AUT,Austria,8,2,2,4,6897132.0,,,1.159902405811575,0.28997560145289375,,,,,17,79,239,1,0,0,0
1952,Summer,AUT,AUT,Austria,2,0,1,1,6927254.0,,50151503906.0,0.288714691275937,0.0,,,3.9879163020687107,0.0,16,70,238,1,0,1,0
1956,Summer,AUT,AUT,Austria,2,0,0,2,6952266.0,,66485335937.0,0.2876759893824546,0.0,,,3.0081821379306177,0.0,12,36,57,1,0,1,0
1960,Summer,AUT,AUT,Austria,2,1,1,0,7047274.0,,80616734375.0,0.28379767836471237,0.14189883918235618,,,2.48087449275323,1.240437246376615,15,81,198,1,0,1,0
1968,Summer,AUT,AUT,Austria,4,0,2,2,7414627.0,,111102046875.0,0.5394742041642823,0.0,,,3.6002937052099204,0.0,12,37,59,1,0,1,0
1972,Summer,AUT,AUT,Austria,3,0,1,2,7543263.0,,138311812500.0,0.3977058734396507,0.0,,,2.169012136978539,0.0,15,68,143,1,0,1,0
1976,Summer,AUT,AUT,Austria,1,0,0,1,7564457.0,,155309484375.0,0.13219719538362107,0.0,,,0.6438756808859568,0.0,15,44,73,1,0,1,0
1980,Summer,AUT,AUT,Austria,4,1,2,1,7548407.0,,170187531250.0,0.5299131326649451,0.13247828316623628,,,2.3503484483385146,0.5875871120846287,16,51,92,1,0,1,0
1984,Summer,AUT,AUT,Austria,3,1,1,1,7560715.0,,171866906250.0,0.39678786993029097,0.132262623310097,,,1.7455367443666892,0.5818455814555631,18,72,130,1,0,1,0
1988,Summer,AUT,AUT,Austria,1,1,0,0,7585346.0,,205216656250.0,0.13183314248288738,0.13183314248288738,,,0.48728988098401493,0.48728988098401493,17,62,96,1,0,1,0
1992,Summer,AUT,AUT,Austria,2,0,2,0,7842715.0,44734.855,252365328125.0,0.2550137293016513,0.0,0.44707868171250353,0.0,0.7925018919434814,0.0,17,68,127,1,1,1,1
1996,Summer,AUT,AUT,Austria,3,0,1,2,7960917.0,47608.633,290594968750.0,0.3768410096475067,0.0,0.6301378155512257,0.0,1.032364742206157,0.0,15,53,92,1,1,1,1
2000,Summer,AUT,AUT,Austria,3,2,1,0,8012929.0,53534.344,348561406250.0,0.3743949309921503,0.24959662066143357,0.560387925926579,0.3735919506177194,0.8606804844734586,0.5737869896489723,17,68,114,1,1,1,1
2004,Summer,AUT,AUT,Austria,7,2,4,1,8173496.0,55980.23,367748781250.0,0.8564266747056584,0.2446933356301881,1.2504414504906463,0.3572689858544704,1.9034733374796196,0.543849524994177,18,56,92,1,1,1,1
2008,Summer,AUT,AUT,Austria,3,0,1,2,8323250.0,61157.99,427405093750.0,0.3604361277145346,0.0,0.49053279873978856,0.0,0.701910212084364,0.0,16,62,93,1,1,1,1
2016,Summer,AUT,AUT,Austria,1,0,0,1,8737920.0,61572.71,480304000000.0,0.11444371200468761,0.0,0.16240961296002726,0.0,0.20820147240081283,0.0,23,61,85,1,1,1,1
2020,Summer,AUT,AUT,Austria,7,1,1,5,8921402.0,60276.414,529512187500.0,0.7846300390902685,0.11209000558432408,1.1613165972348654,0.1659023710335522,1.321971460760759,0.1888530658229656,24,70,103,1,1,1,1
2024,Summer,AUT,AUT,Austria,5,2,0,3,,63788.08,,,,0.7838455084398214,0.3135382033759285,,,26,76,84,0,1,0,0
1996,Summer,AZE,AZE,Azerbaijan,1,0,1,0,7830981.0,4223.523,22973751953.0,0.12769792188232867,0.0,2.3676916166906157,0.0,4.352793579585141,0.0,9,23,24,1,1,1,1
2000,Summer,AZE,AZE,Azerbaijan,3,2,0,1,8174784.0,5656.9297,26799562500.0,0.3669821734739413,0.2446547823159609,5.3032301249916545,3.5354867499944365,11.194212592089889,7.462808394726593,8,32,32,1,1,1,1
2004,Summer,AZE,AZE,Azerbaijan,5,1,0,4,8489874.0,7937.8594,35598738281.0,0.5889368911717653,0.11778737823435306,6.2989273909285926,1.2597854781857185,14.045441612374882,2.809088322474976,10,36,37,1,1,1,1
2008,Summer,AZE,AZE,Azerbaijan,7,1,2,4,8942637.0,17963.021,118120718750.0,0.7827668729033729,0.11182383898619612,3.8968946259095283,0.5566992322727897,5.926140709332587,0.8465915299046554,10,37,44,1,1,1,1
2012,Summer,AZE,AZE,Azerbaijan,10,2,2,6,9376179.0,19523.373,205153453125.0,1.066532539534495,0.21330650790689895,5.122065741406467,1.0244131482812933,4.87440003942171,0.974880007884342,15,57,59,1,1,1,1
2016,Summer,AZE,AZE,Azerbaijan,18,1,7,10,9868434.0,19822.41,163563437500.0,1.8239976069151398,0.10133320038417443,9.080631467112223,0.504479525950679,11.004904442656995,0.611383580147611,15,62,69,1,1,1,1
2020,Summer,AZE,AZE,Azerbaijan,7,0,3,4,10181736.0,19126.098,178900640625.0,0.6875055491519324,0.0,3.6599205964541226,0.0,3.912786435836722,0.0,14,51,55,1,1,1,1
2024,Summer,AZE,AZE,Azerbaijan,7,2,2,3,,22072.148,,,,3.1714176617518146,0.9061193319290899,,,15,41,48,0,1,0,0
1956,Summer,BAH,BAH,Bahamas,1,0,0,1,,,,,,,,,,2,4,5,0,0,0,0
1964,Summer,BAH,BAH,Bahamas,1,1,0,0,,,,,,,,,,2,6,12,0,0,0,0
1992,Summer,BAH,BAH,Bahamas,1,0,0,1,,,,,,,,,,4,13,18,0,0,0,0
1996,Summer,BAH,BAH,Bahamas,1,0,1,0,,,,,,,,,,4,17,36,0,0,0,0
2000,Summer,BAH,BAH,Bahamas,3,2,0,1,,,,,,,,,,3,18,39,0,0,0,0
2004,Summer,BAH,BAH,Bahamas,2,1,0,1,,,,,,,,,,3,18,28,0,0,0,0
2008,Summer,BAH,BAH,Bahamas,2,0,1,1,,,,,,,,,,4,22,33,0,0,0,0
2012,Summer,BAH,BAH,Bahamas,1,1,0,0,,,,,,,,,,2,16,29,0,0,0,0
2016,Summer,BAH,BAH,Bahamas,2,1,0,1,,,,,,,,,,3,20,38,0,0,0,0
2020,Summer,BAH,BAH,Bahamas,2,2,0,0,,,,,,,,,,2,12,22,0,0,0,0
2012,Summer,BRN,BRN,Bahrain,1,0,0,1,405564.0,89718.46,49211433593.0,2.4657020840114012,0.0,0.11145978207829246,0.0,2.0320480973394024,0.0,3,11,14,1,1,1,1
2016,Summer,BRN,BRN,Bahrain,2,1,1,0,427571.0,78880.625,31519984375.0,4.6775857109111705,2.3387928554555852,0.25354768677352646,0.12677384338676323,6.345180810388648,3.172590405194324,4,20,33,1,1,1,1
2020,Summer,BRN,BRN,Bahrain,1,0,1,0,447411.0,80280.9,40904546875.0,2.2350813904888347,0.0,0.12456262946728301,0.0,2.444715994668991,0.0,5,14,33,1,1,1,1
2024,Summer,BRN,BRN,Bahrain,4,2,1,1,,79071.734,,,,0.5058697713648217,0.25293488568241085,,,5,13,14,0,1,0,0
2000,Summer,BAR,BAR,Barbados,1,0,0,1,,,,,,,,,,6,21,28,0,0,0,0
1996,Summer,BLR,BLR,Belarus,15,1,6,8,10164025.0,8314.856,99208539062.0,1.4757933003903472,0.09838622002602315,18.03999973060267,1.2026666487068447,15.119666252343265,1.0079777501562177,19,115,259,1,1,1,1
2000,Summer,BLR,BLR,Belarus,17,3,3,11,9991310.0,11182.455,,1.7014785848902696,0.3002609267453417,15.202386238084571,2.682774042014924,,,20,109,231,1,1,0,0
2004,Summer,BLR,BLR,Belarus,13,2,5,6,9735089.0,15052.118,121882132812.0,1.3353755677015382,0.20544239503100586,8.636658309481762,1.328716662997194,10.666042429740017,1.6409296045753872,22,121,192,1,1,1,1
2008,Summer,BLR,BLR,Belarus,18,4,5,9,9529357.0,22137.947,186253062500.0,1.8888997442324809,0.41975549871832907,8.130835257668654,1.806852279481923,9.664270621053547,2.1476156935674546,24,122,237,1,1,1,1
2012,Summer,BLR,BLR,Belarus,12,2,5,5,9463075.0,25879.133,214630078125.0,1.2680867477009323,0.2113477912834887,4.636940503377759,0.7728234172296267,5.591015064072814,0.9318358440121357,23,110,185,1,1,1,1
2016,Summer,BLR,BLR,Belarus,9,1,4,4,9499066.0,24846.83,209312687500.0,0.9474615714850281,0.1052735079427809,3.6221924486946624,0.40246582763274025,4.299787130677398,0.4777541256308221,22,86,142,1,1,1,1
2020,Summer,BLR,BLR,Belarus,7,1,3,3,9350943.0,26731.496,252348906250.0,0.7485876023412825,0.10694108604875466,2.6186338392733424,0.3740905484676204,2.7739371269813065,0.3962767324259009,20,89,137,1,1,1,1
1900,Summer,BEL,BEL,Belgium,18,6,7,5,6705987.0,,,2.6841686391578152,0.8947228797192718,,,,,10,31,100,1,0,0,0
1906,Summer,BEL,BEL,Belgium,7,2,2,3,7154584.0,,,0.9783937123388307,0.2795410606682373,,,,,7,22,31,1,0,0,0
1908,Summer,BEL,BEL,Belgium,8,1,5,2,7312468.0,,,1.0940218815316527,0.1367527351914566,,,,,11,33,99,1,0,0,0
1912,Summer,BEL,BEL,Belgium,6,2,1,3,7482838.0,,,0.8018348118721801,0.26727827062406,,,,,9,23,72,1,0,0,0
1920,Summer,BEL,BEL,Belgium,42,16,12,14,7551028.0,,,5.562156569939881,2.118916788548526,,,,,23,121,518,1,0,0,0
1924,Summer,BEL,BEL,Belgium,13,3,7,3,7728784.0,,,1.682023976863631,0.3881593792762225,,,,,17,82,234,1,0,0,0
1928,Summer,BEL,BEL,Belgium,3,0,1,2,7938984.0,,,0.37788210682878315,0.0,,,,,15,90,260,1,0,0,0
1932,Summer,BEL,BEL,Belgium,1,0,0,1,8099037.0,,,0.12347146950927622,0.0,,,,,2,10,69,1,0,0,0
1936,Summer,BEL,BEL,Belgium,3,0,0,3,8206277.0,,,0.3655738162384721,0.0,,,,,15,72,205,1,0,0,0
1948,Summer,BEL,BEL,Belgium,7,2,2,3,8547959.0,,,0.8189089348697156,0.23397398139134734,,,,,17,77,182,1,0,0,0
1952,Summer,BEL,BEL,Belgium,4,2,2,0,8696639.0,,86966226562.0,0.45994780282359654,0.22997390141179827,,,4.599486672160391,2.2997433360801955,16,74,184,1,0,1,0
1956,Summer,BEL,BEL,Belgium,2,0,2,0,8882161.0,,100738507812.0,0.22517042868283968,0.0,,,1.9853381228680056,0.0,13,39,82,1,0,1,0
1960,Summer,BEL,BEL,Belgium,4,0,2,2,9102172.0,,109669773437.0,0.43945554973032813,0.0,,,3.6473130878653697,0.0,16,64,150,1,0,1,0
1964,Summer,BEL,BEL,Belgium,3,2,0,1,9337681.0,,135056312500.0,0.3212789128264288,0.21418594188428583,,,2.221295653988776,1.4808637693258508,13,36,74,1,0,1,0
1968,Summer,BEL,BEL,Belgium,2,0,1,1,9549702.0,,155543125000.0,0.20943061888213896,0.0,,,1.2858170362720949,0.0,13,55,106,1,0,1,0
1972,Summer,BEL,BEL,Belgium,2,0,2,0,9694853.0,,192841406250.0,0.2062950309819035,0.0,,,1.0371216632838673,0.0,14,51,106,1,0,1,0
1976,Summer,BEL,BEL,Belgium,6,0,3,3,9758905.0,,228077875000.0,0.6148230769743123,0.0,,,2.630680420010051,0.0,16,80,149,1,0,1,0
1980,Summer,BEL,BEL,Belgium,1,1,0,0,9833093.0,,266101562500.0,0.10169740080766042,0.10169740080766042,,,0.375796365344529,0.375796365344529,10,51,84,1,0,1,0
1984,Summer,BEL,BEL,Belgium,4,1,1,2,9874586.0,,237669031250.0,0.4050802737451474,0.10127006843628684,,,1.6830127084552586,0.42075317711381466,14,48,86,1,0,1,0
1988,Summer,BEL,BEL,Belgium,2,0,0,2,9916566.0,,279620875000.0,0.20168271960273346,0.0,,,0.7152541812194816,0.0,16,65,85,1,0,1,0
1992,Summer,BEL,BEL,Belgium,3,0,1,2,10045988.0,42719.047,320087500000.0,0.29862667564404816,0.0,0.7022628571278755,0.0,0.9372437224196508,0.0,18,70,103,1,1,1,1
1996,Summer,BEL,BEL,Belgium,6,2,2,2,10156972.0,44808.523,347454812500.0,0.590727236424399,0.196909078808133,1.3390309696215605,0.4463436565405202,1.726843256776016,0.5756144189253387,14,55,81,1,1,1,1
2000,Summer,BEL,BEL,Belgium,5,0,2,3,10251719.0,50455.734,405754156250.0,0.48772308331900244,0.0,0.9909676470071767,0.0,1.2322732676875692,0.0,16,64,94,1,1,1,1
2004,Summer,BEL,BEL,Belgium,3,1,0,2,10421298.0,53406.69,440915875000.0,0.2878720098014662,0.09595733660048873,0.5617273790980118,0.18724245969933728,0.6804019020635172,0.2268006340211724,14,41,70,1,1,1,1
2008,Summer,BEL,BEL,Belgium,2,1,1,0,10709711.0,56787.74,521736500000.0,0.18674640240058765,0.09337320120029383,0.35218869424985044,0.17609434712492522,0.383335265981966,0.191667632990983,16,55,112,1,1,1,1
2012,Summer,BEL,BEL,Belgium,3,0,1,2,11107522.0,56356.824,563364500000.0,0.27008724358142167,0.0,0.5323224034058414,0.0,0.5325149170741146,0.0,16,71,142,1,1,1,1
2016,Summer,BEL,BEL,Belgium,6,2,2,2,11332707.0,57901.496,562648875000.0,0.5294410241083618,0.17648034136945392,1.03624265597559,0.34541421865853,1.066384430254126,0.35546147675137535,19,74,138,1,1,1,1
2020,Summer,BEL,BEL,Belgium,7,3,1,3,11540102.0,57333.543,601604125000.0,0.6065804271054104,0.259963040188033,1.220925767661001,0.5232539004261432,1.1635558516158777,0.4986667935496619,25,77,185,1,1,1,1
2024,Summer,BEL,BEL,Belgium,9,3,1,5,,63347.785,,,,1.420728443780631,0.473576147926877,,,25,93,177,0,1,0,0
1976,Summer,BER,BER,Bermuda,1,0,0,1,,,,,,,,,,3,12,20,0,0,0,0
2020,Summer,BER,BER,Bermuda,1,1,0,0,,,,,,,,,,2,2,2,0,0,0,0
2012,Summer,BOT,BWA,Botswana,1,0,1,0,2108617.0,14957.619,34078703125.0,0.4742444929543867,0.0,0.6685556036692738,0.0,2.934383965058823,0.0,2,4,4,1,1,1,1
