noc,iso3,country_name,sport,year,total_medals,gold_medals,prev_total_medals,prev_gold_medals,rolling3_prev_medals,medal_growth,gold_growth,above_recent_baseline,first_medal_bonus,continuity_bonus,sport_total_medals,sport_total_growth,sport_expansion_penalty,olympic_leap_index
FRA,FRA,France,Boxing,1952,1,0,2.0,2.0,1.3333333333333333,-1.0,-2.0,0.0,0,1.0,40,16.0,16.0,-2.79593857909668
CUB,CUB,Cuba,Judo,2016,1,0,3.0,1.0,5.0,-2.0,-1.0,0.0,0,1.0,56,0.0,0.0,-2.8017850329501286
NZL,NZL,New Zealand,Rowing,2016,3,2,5.0,3.0,3.0,-2.0,-1.0,0.0,0,1.0,42,0.0,0.0,-2.8017850329501286
RUS,RUS,Russia,Judo,2016,3,2,5.0,3.0,4.333333333333333,-2.0,-1.0,0.0,0,1.0,56,0.0,0.0,-2.8017850329501286
KOR,KOR,South Korea,Boxing,1992,2,0,4.0,2.0,3.0,-2.0,-2.0,0.0,0,1.0,48,-4.0,0.0,-2.810528490139455
MEX,MEX,Mexico,Athletics,1992,1,0,3.0,2.0,1.6666666666666667,-2.0,-2.0,0.0,0,1.0,131,-27.0,0.0,-2.810528490139455
BUL,BGR,Bulgaria,Athletics,1992,2,0,4.0,2.0,3.3333333333333335,-2.0,-2.0,0.0,0,1.0,131,-27.0,0.0,-2.810528490139455
AUS,AUS,Australia,Swimming,1920,2,0,6.0,2.0,3.0,-4.0,-2.0,0.0,0,1.0,30,3.0,3.0,-2.8116832140260244
ROU,ROU,Romania,Weightlifting,1988,1,0,8.0,2.0,8.0,-7.0,-2.0,0.0,0,1.0,36,6.0,6.0,-2.816738860470875
YUG,YUG,Serbia,Gymnastics,1936,1,0,5.0,1.0,3.5,-4.0,-1.0,0.0,0,1.0,28,-5.0,0.0,-2.8175547625452637
GRE,GRC,Greece,Athletics,1908,3,0,7.0,1.0,5.666666666666667,-4.0,-1.0,0.0,0,1.0,78,14.0,14.0,-2.8211360962126135
HUN,HUN,Hungary,Fencing,1996,3,0,3.0,1.0,3.6666666666666665,0.0,-1.0,0.0,0,1.0,30,6.0,6.0,-2.8231496100729956
MGL,MGL,Mongolia,Boxing,2012,2,0,2.0,1.0,1.3333333333333333,0.0,-1.0,0.6666666666666667,0,1.0,52,8.0,8.0,-2.824041793523186
USA,USA,United States,Boxing,2024,1,0,4.0,0.0,3.0,-3.0,0.0,0.0,0,0.0,52,0.0,0.0,-2.84828862094064
CHN,CHN,China,Weightlifting,1988,5,0,6.0,4.0,6.0,-1.0,-4.0,0.0,0,1.0,36,6.0,6.0,-2.84870203856878
TPE,TWN,Taiwan,Weightlifting,2024,1,0,2.0,1.0,1.6666666666666667,-1.0,-1.0,0.0,0,0.0,30,-12.0,0.0,-2.857863058339395
CHN,CHN,China,Trampoline Gymnastics,2024,2,0,3.0,1.0,3.0,-1.0,-1.0,0.0,0,0.0,6,0.0,0.0,-2.857863058339395
USA,USA,United States,Tennis,2024,2,0,3.0,1.0,3.0,-1.0,-1.0,0.0,0,0.0,15,0.0,0.0,-2.857863058339395
CRO,HRV,Croatia,Taekwondo,2024,1,0,2.0,1.0,1.6666666666666667,-1.0,-1.0,0.0,0,0.0,32,0.0,0.0,-2.857863058339395
CRO,HRV,Croatia,Tennis,2024,1,0,2.0,1.0,1.6666666666666667,-1.0,-1.0,0.0,0,0.0,15,0.0,0.0,-2.857863058339395
CAN,CAN,Canada,Rowing,2024,1,0,2.0,1.0,1.6666666666666667,-1.0,-1.0,0.0,0,0.0,42,0.0,0.0,-2.857863058339395
NED,NLD,Netherlands,Cycling BMX Racing,2024,1,0,2.0,1.0,2.0,-1.0,-1.0,0.0,0,0.0,6,0.0,0.0,-2.857863058339395
USA,USA,United States,Golf,2024,1,1,2.0,2.0,2.6666666666666665,-1.0,-1.0,0.0,0,0.0,6,0.0,0.0,-2.857863058339395
ITA,ITA,Italy,Rowing,2024,2,0,3.0,1.0,2.0,-1.0,-1.0,0.0,0,0.0,42,0.0,0.0,-2.857863058339395
SRB,SRB,Serbia,Taekwondo,2024,1,0,2.0,1.0,1.3333333333333333,-1.0,-1.0,0.0,0,0.0,32,0.0,0.0,-2.857863058339395
FIJ,FIJ,Fiji,Rugby Sevens,2024,1,0,2.0,1.0,1.5,-1.0,-1.0,0.0,0,0.0,6,0.0,0.0,-2.857863058339395
GBR,GBR,United Kingdom,Cycling BMX Freestyle,2024,1,0,2.0,1.0,2.0,-1.0,-1.0,0.0,0,0.0,6,0.0,0.0,-2.857863058339395
JPN,JPN,Japan,Skateboarding,2024,4,2,5.0,3.0,5.0,-1.0,-1.0,0.0,0,0.0,12,0.0,0.0,-2.857863058339395
GER,DEU,Germany,Football,2024,1,0,2.0,1.0,1.3333333333333333,-1.0,-1.0,0.0,0,0.0,6,0.0,0.0,-2.857863058339395
INA,IDN,Indonesia,Badminton,2024,1,0,2.0,1.0,2.0,-1.0,-1.0,0.0,0,0.0,15,0.0,0.0,-2.857863058339395
ROU,ROU,Romania,Rowing,1996,2,2,7.0,2.0,7.333333333333333,-5.0,0.0,0.0,0,1.0,42,0.0,0.0,-2.8686723950765334
TUN,TUN,Tunisia,Athletics,1972,1,0,2.0,1.0,1.5,-1.0,-1.0,0.0,0,1.0,145,23.0,23.0,-2.8691342361743386
AUS,AUS,Australia,Athletics,1900,4,1,2.0,2.0,2.0,2.0,-1.0,2.0,0,1.0,69,34.0,34.0,-2.8693276498927913
GER,DEU,Germany,Wrestling,2008,1,0,3.0,0.0,2.3333333333333335,-2.0,0.0,0.0,0,1.0,71,17.0,17.0,-2.8739523459564134
CUB,CUB,Cuba,Wrestling,2008,1,1,3.0,1.0,3.6666666666666665,-2.0,0.0,0.0,0,1.0,71,17.0,17.0,-2.8739523459564134
IRI,IRN,Iran,Wrestling,2008,1,0,3.0,0.0,2.3333333333333335,-2.0,0.0,0.0,0,1.0,71,17.0,17.0,-2.8739523459564134
CAN,CAN,Canada,Athletics,1948,1,0,4.0,0.0,7.0,-3.0,0.0,0.0,0,1.0,99,12.0,12.0,-2.876712235426143
FRA,FRA,France,Cycling,2012,4,1,6.0,2.0,5.666666666666667,-2.0,-1.0,0.0,0,1.0,55,1.0,1.0,-2.8781445554749507
CHN,CHN,China,Wrestling,2012,1,0,3.0,1.0,1.6666666666666667,-2.0,-1.0,0.0,0,1.0,72,1.0,1.0,-2.8781445554749507
NOR,NOR,Norway,Athletics,1984,1,0,3.0,1.0,1.6666666666666667,-2.0,-1.0,0.0,0,1.0,125,11.0,11.0,-2.878551002628113
CRO,HRV,Croatia,Sailing,2020,1,0,2.0,1.0,2.0,-1.0,-1.0,0.0,0,0.0,30,0.0,0.0,-2.8819391491989688
ROC,ROC,Russia,Diving,2020,1,0,2.0,1.0,3.6666666666666665,-1.0,-1.0,0.0,0,0.0,24,0.0,0.0,-2.8819391491989688
BUL,BGR,Bulgaria,Shooting,2020,1,0,2.0,1.0,2.6666666666666665,-1.0,-1.0,0.0,0,0.0,45,0.0,0.0,-2.8819391491989688
GBR,GBR,United Kingdom,Rowing,1964,1,0,3.0,2.0,2.3333333333333335,-2.0,-2.0,0.0,0,1.0,21,0.0,0.0,-2.887212997515425
AUS,AUS,Australia,Weightlifting,1996,1,0,2.0,1.0,1.5,-1.0,-1.0,0.0,0,0.0,30,1.0,1.0,-2.9199381271016027
DEN,DNK,Denmark,Swimming,2020,1,0,2.0,1.0,1.3333333333333333,-1.0,-1.0,0.0,0,0.0,105,1.0,1.0,-2.9216109326519506
RUS,RUS,Russia,Fencing,2004,4,1,4.0,3.0,5.5,0.0,-2.0,0.0,0,1.0,30,0.0,0.0,-2.923253617333436
HUN,HUN,Hungary,Fencing,1976,3,1,8.0,2.0,6.333333333333333,-5.0,-1.0,0.0,0,1.0,28,4.0,4.0,-2.930780524977258
THA,THA,Thailand,Weightlifting,2008,1,1,4.0,2.0,2.5,-3.0,-1.0,0.0,0,1.0,45,0.0,0.0,-2.9368118822903804
RUS,RUS,Russia,Boxing,2008,3,2,6.0,3.0,5.666666666666667,-3.0,-1.0,0.0,0,1.0,44,0.0,0.0,-2.9368118822903804
FRA,FRA,France,Swimming,1964,1,0,3.0,1.0,2.0,-2.0,-1.0,0.0,0,1.0,54,9.0,9.0,-2.945472796778235
GBR,GBR,United Kingdom,Swimming,1964,1,0,3.0,1.0,2.0,-2.0,-1.0,0.0,0,1.0,54,9.0,9.0,-2.945472796778235
SUI,CHE,Switzerland,Rowing,1928,2,1,5.0,2.0,3.5,-3.0,-1.0,0.0,0,1.0,21,1.0,1.0,-2.94716246049175
SWE,SWE,Sweden,Swimming,2020,1,0,3.0,1.0,2.6666666666666665,-2.0,-1.0,0.0,0,1.0,105,1.0,1.0,-2.9510176248505084
CHN,CHN,China,Athletics,2008,2,0,2.0,2.0,2.3333333333333335,0.0,-2.0,0.0,0,1.0,140,4.0,4.0,-2.95232765518453
CAN,CAN,Canada,Athletics,2008,2,0,2.0,2.0,2.0,0.0,-2.0,0.0,0,1.0,140,4.0,4.0,-2.95232765518453
NED,NLD,Netherlands,Cycling,2004,4,1,4.0,3.0,3.6666666666666665,0.0,-2.0,0.3333333333333335,0,1.0,54,1.0,1.0,-2.957639298479698
FRA,FRA,France,Athletics,1952,2,0,8.0,2.0,4.0,-6.0,-2.0,0.0,0,1.0,99,0.0,0.0,-2.971720720320568
AUT,AUT,Austria,Wrestling,1932,2,0,4.0,1.0,4.0,-2.0,-1.0,0.0,0,0.0,42,3.0,3.0,-2.9736904170900624
USA,USA,United States,Tennis,2016,3,1,4.0,3.0,2.3333333333333335,-1.0,-2.0,0.6666666666666665,0,1.0,15,0.0,0.0,-2.9761358260871225
USA,USA,United States,Shooting,1968,3,1,7.0,2.0,3.3333333333333335,-4.0,-1.0,0.0,0,1.0,26,8.0,8.0,-2.984331005973988
TUR,TUR,Turkey,Wrestling,2004,3,0,2.0,1.0,3.0,1.0,-1.0,0.0,0,1.0,54,6.0,6.0,-2.984961304773469
ITA,ITA,Italy,Cycling,2004,1,1,3.0,2.0,3.6666666666666665,-2.0,-1.0,0.0,0,1.0,54,1.0,1.0,-2.9888511629365153
FRG,DEU,Germany,Boxing,1984,1,0,6.0,1.0,3.3333333333333335,-5.0,-1.0,0.0,0,1.0,48,4.0,4.0,-2.9973895816169573
LUX,LUX,Luxembourg,Art Competitions,1928,1,1,2.0,1.0,2.0,-1.0,0.0,0.0,0,0.0,29,15.0,15.0,-2.998120396032091
NOR,NOR,Norway,Sailing,1924,3,2,8.0,4.0,5.0,-5.0,-2.0,0.0,0,1.0,9,-10.0,0.0,-3.000607424713106
SWE,SWE,Sweden,Equestrianism,1924,4,2,9.0,4.0,7.5,-5.0,-2.0,0.0,0,1.0,15,-6.0,0.0,-3.000607424713106
KOR,KOR,South Korea,Judo,2016,3,0,3.0,2.0,3.3333333333333335,0.0,-2.0,0.0,0,1.0,56,0.0,0.0,-3.0097817030595486
KOS,KOS,Kosovo,Judo,2024,2,0,2.0,2.0,1.5,0.0,-2.0,0.5,0,0.0,60,0.0,0.0,-3.0184501424437693
GER,DEU,Germany,Wrestling,1956,1,0,7.0,0.0,5.0,-6.0,0.0,0.0,0,1.0,48,0.0,0.0,-3.0276006869704792
BEL,BEL,Belgium,Fencing,1948,1,0,4.0,1.0,2.6666666666666665,-3.0,-1.0,0.0,0,0.0,21,0.0,0.0,-3.029388117746589
ARM,ARM,Armenia,Wrestling,2008,2,0,2.0,1.0,2.0,0.0,-1.0,0.0,0,1.0,71,17.0,17.0,-3.0338080806383463
HUN,HUN,Hungary,Wrestling,2008,1,0,1.0,1.0,1.3333333333333333,0.0,-1.0,0.0,0,1.0,71,17.0,17.0,-3.0338080806383463
RUS,RUS,Russia,Diving,2004,4,0,5.0,2.0,3.5,-1.0,-2.0,0.5,0,1.0,24,0.0,0.0,-3.0348643843019363
CHN,CHN,China,Shooting,1988,2,0,6.0,3.0,6.0,-4.0,-3.0,0.0,0,1.0,44,11.0,11.0,-3.036830154848014
UKR,UKR,Ukraine,Shooting,2012,2,0,3.0,2.0,1.6666666666666667,-1.0,-2.0,0.33333333333333326,0,1.0,45,0.0,0.0,-3.0379779663456667
JPN,JPN,Japan,Swimming,1960,5,0,5.0,1.0,6.333333333333333,0.0,-1.0,0.0,0,1.0,45,6.0,6.0,-3.039977645873964
AUS,AUS,Australia,Swimming,1988,3,1,12.0,1.0,6.666666666666667,-9.0,0.0,0.0,0,1.0,125,39.0,39.0,-3.0409759266950673
SRB,SRB,Serbia,Swimming,2008,1,0,2.0,1.0,2.0,-1.0,-1.0,0.0,0,0.0,104,7.0,7.0,-3.042128741972549
HUN,HUN,Hungary,Canoeing,2016,3,3,6.0,3.0,5.333333333333333,-3.0,0.0,0.0,0,0.0,49,1.0,1.0,-3.0441563784675165
ESP,ESP,Spain,Canoe Slalom,2024,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,18,6.0,6.0,-3.051781967683558
SVK,SVK,Slovakia,Canoe Slalom,2024,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,18,6.0,6.0,-3.051781967683558
SLO,SVN,Slovenia,Sport Climbing,2024,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,12,6.0,6.0,-3.051781967683558
CHN,CHN,China,Swimming,2004,2,1,6.0,1.0,6.333333333333333,-4.0,0.0,0.0,0,1.0,97,2.0,2.0,-3.0544487085395944
FRA,FRA,France,Athletics,1932,1,0,3.0,1.0,3.3333333333333335,-2.0,-1.0,0.0,0,1.0,87,6.0,6.0,-3.0582423898723117
USA,USA,United States,Archery,2000,2,0,2.0,2.0,2.3333333333333335,0.0,-2.0,0.0,0,1.0,12,0.0,0.0,-3.0639601503402174
GER,DEU,Germany,Equestrianism,2000,4,2,4.0,4.0,5.333333333333333,0.0,-2.0,0.0,0,1.0,18,0.0,0.0,-3.0639601503402174
GBR,GBR,United Kingdom,Swimming,1912,6,1,7.0,4.0,5.0,-1.0,-3.0,1.0,0,1.0,27,9.0,9.0,-3.0924768539041265
GER,DEU,Germany,Cycling,2016,2,1,6.0,1.0,5.0,-4.0,0.0,0.0,0,0.0,54,-1.0,0.0,-3.093788362840708
URS,URS,Soviet Union,Cycling,1964,1,0,5.0,1.0,5.0,-4.0,-1.0,0.0,0,1.0,21,3.0,3.0,-3.0943097802422472
FRA,FRA,France,Canoeing,2008,2,0,3.0,2.0,3.0,-1.0,-2.0,0.0,0,1.0,48,0.0,0.0,-3.0966676169723137
ROU,ROU,Romania,Rowing,2008,2,1,3.0,3.0,2.6666666666666665,-1.0,-2.0,0.0,0,1.0,42,0.0,0.0,-3.0966676169723137
ITA,ITA,Italy,Athletics,1988,3,1,7.0,3.0,4.0,-4.0,-2.0,0.0,0,1.0,158,33.0,33.0,-3.1007384111101315
JPN,JPN,Japan,Swimming,2008,5,2,8.0,3.0,4.333333333333333,-3.0,-1.0,0.666666666666667,0,1.0,104,7.0,7.0,-3.103305466727479
BUL,BGR,Bulgaria,Wrestling,1992,2,0,8.0,1.0,8.333333333333334,-6.0,-1.0,0.0,0,1.0,60,-2.0,0.0,-3.1078052335224147
FRG,DEU,Germany,Shooting,1984,1,0,6.0,0.0,4.666666666666667,-5.0,0.0,0.0,0,1.0,33,12.0,12.0,-3.1147791198158012
FRA,FRA,France,Weightlifting,1936,1,1,3.0,3.0,2.6666666666666665,-2.0,-2.0,0.0,0,1.0,15,0.0,0.0,-3.116679768595085
USA,USA,United States,Rowing,1936,2,1,4.0,3.0,4.666666666666667,-2.0,-2.0,0.0,0,1.0,21,0.0,0.0,-3.116679768595085
RSA,ZAF,South Africa,Boxing,1936,1,0,3.0,2.0,1.6666666666666667,-2.0,-2.0,0.0,0,1.0,24,0.0,0.0,-3.116679768595085
URS,URS,Soviet Union,Boxing,1972,2,2,6.0,3.0,6.666666666666667,-4.0,-1.0,0.0,0,1.0,47,1.0,1.0,-3.1168666705075476
GER,DEU,Germany,Rowing,1992,10,4,10.0,8.0,7.666666666666667,0.0,-4.0,2.333333333333333,0,1.0,42,-13.0,0.0,-3.1341906030260596
JPN,JPN,Japan,Wrestling,1992,1,0,4.0,2.0,6.333333333333333,-3.0,-2.0,0.0,0,1.0,60,-2.0,0.0,-3.136197710346773
GER,DEU,Germany,Diving,1992,1,0,4.0,2.0,2.0,-3.0,-2.0,0.0,0,1.0,12,0.0,0.0,-3.136197710346773
USA,USA,United States,Equestrianism,1936,1,0,5.0,1.0,2.3333333333333335,-4.0,-1.0,0.0,0,1.0,18,4.0,4.0,-3.136477006431023
DEN,DNK,Denmark,Wrestling,1908,3,0,4.0,2.0,4.0,-1.0,-2.0,0.0,0,1.0,27,15.0,15.0,-3.1407433890517207
NOR,NOR,Norway,Wrestling,1908,1,0,2.0,2.0,2.0,-1.0,-2.0,0.0,0,1.0,27,15.0,15.0,-3.1407433890517207
USA,USA,United States,Athletics,1948,27,12,25.0,14.0,28.333333333333332,2.0,-2.0,0.0,0,1.0,99,12.0,12.0,-3.142093695661189
HUN,HUN,Hungary,Athletics,1976,1,1,7.0,2.0,4.666666666666667,-6.0,-1.0,0.0,0,1.0,147,2.0,2.0,-3.15303770522072
SWE,SWE,Sweden,Athletics,1924,5,0,14.0,1.0,11.333333333333334,-9.0,-1.0,0.0,0,1.0,81,-6.0,0.0,-3.1590461733657813
ITA,ITA,Italy,Gymnastics,1928,2,0,3.0,2.0,2.6666666666666665,-1.0,-2.0,0.0,0,1.0,24,-3.0,0.0,-3.162179772653412
HUN,HUN,Hungary,Canoeing,1964,1,0,6.0,1.0,5.333333333333333,-5.0,-1.0,0.0,0,1.0,21,0.0,0.0,-3.1687282719742536
THA,THA,Thailand,Weightlifting,2024,3,0,4.0,2.0,2.0,-1.0,-2.0,1.0,0,0.0,30,-12.0,0.0,-3.1694627891493887
HUN,HUN,Hungary,Canoe Sprint,2024,7,0,6.0,3.0,6.0,1.0,-3.0,1.0,0,0.0,31,-5.0,0.0,-3.179037226548143
SWE,SWE,Sweden,Wrestling,1924,4,1,6.0,3.0,4.0,-2.0,-2.0,0.0,0,1.0,39,8.0,8.0,-3.1830216317615627
JPN,JPN,Japan,Wrestling,1960,1,0,3.0,2.0,2.0,-2.0,-2.0,0.0,0,1.0,48,0.0,0.0,-3.189205419509593
GBR,GBR,United Kingdom,Boxing,1960,3,0,5.0,2.0,3.6666666666666665,-2.0,-2.0,0.0,0,1.0,40,0.0,0.0,-3.189205419509593
ITA,ITA,Italy,Cycling,1920,1,1,3.0,3.0,2.0,-2.0,-2.0,0.0,0,1.0,18,12.0,12.0,-3.192626561290913
URS,URS,Soviet Union,Athletics,1976,18,4,17.0,9.0,16.0,1.0,-5.0,2.0,0,1.0,147,2.0,2.0,-3.195957633504606
BEL,BEL,Belgium,Swimming,2016,1,0,1.0,1.0,1.0,0.0,-1.0,0.0,0,0.0,104,2.0,2.0,-3.202521064203745
ESP,ESP,Spain,Sailing,2020,2,0,2.0,2.0,2.3333333333333335,0.0,-2.0,0.0,0,1.0,30,0.0,0.0,-3.205844065196841
CAN,CAN,Canada,Athletics,1936,4,0,9.0,1.0,6.0,-5.0,-1.0,0.0,0,1.0,87,0.0,0.0,-3.2079272656861892
FRA,FRA,France,Cycling,1952,1,0,5.0,3.0,5.333333333333333,-4.0,-3.0,0.0,0,1.0,18,0.0,0.0,-3.213482898634929
GER,DEU,Germany,Equestrianism,1960,2,1,6.0,2.0,5.666666666666667,-4.0,-1.0,0.0,0,1.0,15,-3.0,0.0,-3.214158710581204
CHN,CHN,China,Badminton,2004,5,3,8.0,4.0,5.333333333333333,-3.0,-1.0,0.0,0,1.0,15,0.0,0.0,-3.225090285769897
ITA,ITA,Italy,Judo,2004,1,0,4.0,1.0,2.3333333333333335,-3.0,-1.0,0.0,0,1.0,56,0.0,0.0,-3.225090285769897
NED,NLD,Netherlands,Equestrianism,2004,1,1,4.0,2.0,3.3333333333333335,-3.0,-1.0,0.0,0,1.0,18,0.0,0.0,-3.225090285769897
HUN,HUN,Hungary,Athletics,1956,2,0,5.0,1.0,3.0,-3.0,-1.0,0.0,0,1.0,100,1.0,1.0,-3.2292464652570616
GBR,GBR,United Kingdom,Boxing,1948,2,0,4.0,2.0,8.0,-2.0,-2.0,0.0,0,1.0,24,0.0,0.0,-3.2327223006746233
CHN,CHN,China,Athletics,2024,4,1,5.0,2.0,5.666666666666667,-1.0,-1.0,0.0,0,0.0,145,1.0,1.0,-3.237871557445137
POR,PRT,Portugal,Athletics,2024,1,0,2.0,1.0,1.6666666666666667,-1.0,-1.0,0.0,0,0.0,145,1.0,1.0,-3.237871557445137
GER,DEU,Germany,Fencing,2012,2,0,2.0,2.0,3.0,0.0,-2.0,0.0,0,0.0,30,0.0,0.0,-3.243106527962695
FIN,FIN,Finland,Wrestling,1948,3,1,6.0,2.0,7.666666666666667,-3.0,-1.0,0.0,0,1.0,48,6.0,6.0,-3.244931752320553
NED,NLD,Netherlands,Swimming,2020,2,0,2.0,2.0,2.6666666666666665,0.0,-2.0,0.0,0,1.0,105,1.0,1.0,-3.245515848649823
NZL,NZL,New Zealand,Sailing,1996,1,0,4.0,1.0,3.3333333333333335,-3.0,-1.0,0.0,0,1.0,30,0.0,0.0,-3.249609644330974
RUS,RUS,Russia,Canoeing,2016,2,0,3.0,1.0,3.0,-1.0,-1.0,0.0,0,0.0,49,1.0,1.0,-3.2521530485769365
FIN,FIN,Finland,Athletics,1980,2,0,4.0,2.0,3.0,-2.0,-2.0,0.0,0,1.0,114,-33.0,0.0,-3.256401544299849
FRA,FRA,France,Athletics,2020,1,0,6.0,0.0,3.6666666666666665,-5.0,0.0,0.0,0,1.0,144,3.0,3.0,-3.2652696601557154
TUR,TUR,Turkey,Wrestling,1972,1,0,2.0,2.0,5.666666666666667,-1.0,-2.0,0.0,0,1.0,63,12.0,12.0,-3.2657210977909457
JPN,JPN,Japan,Wrestling,1972,4,2,5.0,4.0,4.0,-1.0,-2.0,0.0,0,1.0,63,12.0,12.0,-3.2657210977909457
FRG,DEU,Germany,Swimming,1968,2,0,6.0,0.0,4.0,-4.0,0.0,0.0,0,1.0,95,41.0,41.0,-3.268075659799356
FRA,FRA,France,Cycling,1964,2,0,4.0,2.0,3.3333333333333335,-2.0,-2.0,0.0,0,1.0,21,3.0,3.0,-3.27415367601186
GER,DEU,Germany,Swimming,1928,3,1,7.0,2.0,3.0,-4.0,-1.0,0.0,0,1.0,33,0.0,0.0,-3.284891052422257
KOR,KOR,South Korea,Wrestling,2004,2,1,4.0,1.0,4.0,-2.0,0.0,0.0,0,1.0,54,6.0,6.0,-3.2867979732099304
GEO,GEO,Georgia,Wrestling,2004,1,0,3.0,0.0,2.0,-2.0,0.0,0.0,0,1.0,54,6.0,6.0,-3.2867979732099304
CUB,CUB,Cuba,Wrestling,2004,3,1,5.0,1.0,4.333333333333333,-2.0,0.0,0.0,0,1.0,54,6.0,6.0,-3.2867979732099304
GBR,GBR,United Kingdom,Equestrianism,2016,3,2,5.0,3.0,3.3333333333333335,-2.0,-1.0,0.0,0,0.0,18,0.0,0.0,-3.3017850329501286
BRA,BRA,Brazil,Shooting,2016,1,0,3.0,1.0,3.0,-2.0,-1.0,0.0,0,0.0,45,0.0,0.0,-3.3017850329501286
GBR,GBR,United Kingdom,Athletics,1996,6,0,6.0,2.0,10.0,0.0,-2.0,0.0,0,1.0,132,1.0,1.0,-3.3066052729247386
USA,USA,United States,Shooting,1988,1,0,6.0,3.0,4.333333333333333,-5.0,-3.0,0.0,0,1.0,44,11.0,11.0,-3.3095611075589972
URS,URS,Soviet Union,Rowing,1988,3,0,12.0,1.0,7.666666666666667,-9.0,-1.0,0.0,0,0.0,55,13.0,13.0,-3.3137799061704007
UKR,UKR,Ukraine,Athletics,2000,2,0,4.0,1.0,4.0,-2.0,-1.0,0.0,0,1.0,139,7.0,7.0,-3.3278096600429383
GER,DEU,Germany,Athletics,2000,5,2,7.0,3.0,14.666666666666666,-2.0,-1.0,0.0,0,1.0,139,7.0,7.0,-3.3278096600429383
CZE,CZE,Czechia,Shooting,1996,1,0,2.0,1.0,1.6666666666666667,-1.0,-1.0,0.0,0,1.0,45,6.0,6.0,-3.32887950664169
SCG,SCG,Serbia,Shooting,1996,2,1,3.0,2.0,3.0,-1.0,-1.0,0.0,0,1.0,45,6.0,6.0,-3.32887950664169
AUS,AUS,Australia,Equestrianism,1968,1,0,3.0,2.0,3.0,-2.0,-2.0,0.0,0,1.0,22,4.0,4.0,-3.3307346490318657
RUS,RUS,Russia,Fencing,2000,4,3,7.0,4.0,7.0,-3.0,-1.0,0.0,0,1.0,30,0.0,0.0,-3.3334371599648884
NZL,NZL,New Zealand,Rowing,1976,1,0,2.0,1.0,1.3333333333333333,-1.0,-1.0,0.0,0,1.0,60,30.0,30.0,-3.3377650921283326
ROU,ROU,Romania,Swimming,2004,2,1,4.0,2.0,2.3333333333333335,-2.0,-1.0,0.0,0,1.0,97,2.0,2.0,-3.3412649181050655
GER,DEU,Germany,Athletics,1932,5,0,9.0,1.0,4.333333333333333,-4.0,-1.0,0.666666666666667,0,1.0,87,6.0,6.0,-3.347364825983814
ITA,ITA,Italy,Fencing,1964,3,0,6.0,2.0,7.0,-3.0,-2.0,0.0,0,1.0,24,0.0,0.0,-3.3485721677438662
BEL,BEL,Belgium,Equestrianism,1912,1,0,5.0,3.0,5.0,-4.0,-3.0,0.0,0,1.0,15,0.0,0.0,-3.352451583805623
FIN,FIN,Finland,Boxing,1956,1,0,5.0,1.0,2.3333333333333335,-4.0,-1.0,0.0,0,1.0,40,0.0,0.0,-3.355441333627796
MEX,MEX,Mexico,Taekwondo,2012,1,0,2.0,2.0,1.6666666666666667,-1.0,-2.0,0.0,0,1.0,32,0.0,0.0,-3.359413021700027
SWE,SWE,Sweden,Shooting,2012,1,0,2.0,2.0,1.3333333333333333,-1.0,-2.0,0.0,0,1.0,45,0.0,0.0,-3.359413021700027
RSA,ZAF,South Africa,Swimming,2000,2,0,3.0,2.0,1.6666666666666667,-1.0,-2.0,0.33333333333333326,0,1.0,95,-1.0,0.0,-3.362577678376061
HUN,HUN,Hungary,Swimming,1900,3,0,2.0,2.0,2.0,1.0,-2.0,1.0,0,1.0,21,11.0,11.0,-3.3645765021826537
FRG,DEU,Germany,Swimming,1972,4,0,6.0,2.0,4.666666666666667,-2.0,-2.0,0.0,0,1.0,100,5.0,5.0,-3.3698096296021216
GER,DEU,Germany,Boxing,1952,2,0,5.0,2.0,3.0,-3.0,-2.0,0.0,0,1.0,40,16.0,16.0,-3.3723466545035126
USA,USA,United States,Rowing,1968,2,0,4.0,2.0,4.0,-2.0,-2.0,0.0,0,1.0,26,5.0,5.0,-3.3806692320317078
MEX,MEX,Mexico,Equestrianism,1980,3,0,4.0,2.0,4.0,-1.0,-2.0,0.0,0,0.0,18,-7.0,0.0,-3.3851802111735907
SWE,SWE,Sweden,Canoeing,1992,3,0,6.0,2.0,3.0,-3.0,-2.0,0.0,0,1.0,48,3.0,3.0,-3.3906447369044383
UKR,UKR,Ukraine,Athletics,2012,3,0,5.0,1.0,3.3333333333333335,-2.0,-1.0,0.0,0,1.0,143,3.0,3.0,-3.398538937255413
TUR,TUR,Turkey,Weightlifting,2000,1,1,2.0,2.0,1.3333333333333333,-1.0,-1.0,0.0,0,1.0,45,15.0,15.0,-3.402305716686101
AUS,AUS,Australia,Swimming,1968,8,3,9.0,4.0,12.0,-1.0,-1.0,0.0,0,1.0,95,41.0,41.0,-3.405240329800513
ITA,ITA,Italy,Rowing,1920,2,1,6.0,4.0,6.0,-4.0,-3.0,0.0,0,1.0,15,1.0,1.0,-3.426088794868963
POL,POL,Poland,Boxing,1968,5,1,7.0,3.0,5.333333333333333,-2.0,-2.0,0.0,0,1.0,46,6.0,6.0,-3.4306038150315503
