year,sport,sex_category,event_count,medal_opportunities,countries_winning_medals
2020,Athletics,women,25,69,27
2020,Badminton,men,2,6,5
2020,Badminton,mixed,1,3,2
2020,Badminton,women,2,6,5
2020,Baseball/Softball,men,1,3,3
2020,Baseball/Softball,women,1,3,3
2020,Basketball,men,1,3,3
2020,Basketball,women,1,3,3
2020,Beach Volleyball,men,1,3,3
2020,Beach Volleyball,women,1,3,3
2020,Boxing,men,8,32,16
2020,Boxing,women,5,20,16
2020,Canoe Slalom,men,2,6,4
2020,Canoe Slalom,women,2,6,4
2020,Canoe Sprint,men,6,18,13
2020,Canoe Sprint,women,6,18,10
2020,Cycling BMX Freestyle,men,1,3,3
2020,Cycling BMX Freestyle,women,1,3,3
2020,Cycling BMX Racing,men,1,3,3
2020,Cycling BMX Racing,women,1,3,3
2020,Cycling Mountain Bike,men,1,3,3
2020,Cycling Mountain Bike,women,1,3,1
2020,Cycling Road,men,2,6,5
2020,Cycling Road,women,2,6,4
2020,Cycling Track,men,6,18,8
2020,Cycling Track,women,7,18,12
2020,Diving,men,4,12,5
2020,Diving,women,4,12,6
2020,Equestrian,men,6,9,7
2020,Equestrian,women,6,9,4
2020,Fencing,men,6,18,10
2020,Fencing,women,6,18,8
2020,Football,men,1,3,3
2020,Football,women,1,3,3
2020,Golf,men,1,3,3
2020,Golf,women,1,3,3
2020,Handball,men,1,3,3
2020,Handball,women,1,3,3
2020,Hockey,men,1,3,3
2020,Hockey,women,1,3,3
2020,Judo,men,7,28,16
2020,Judo,mixed,1,4,4
2020,Judo,women,7,28,16
2020,Karate,men,4,16,13
2020,Karate,women,4,16,14
2020,Marathon Swimming,men,1,3,3
2020,Marathon Swimming,women,1,3,3
2020,Modern Pentathlon,men,1,3,3
2020,Modern Pentathlon,women,1,3,3
2020,Rhythmic Gymnastics,women,2,6,5
2020,Rowing,men,7,21,14
2020,Rowing,women,8,21,12
2020,Rugby Sevens,men,1,3,3
2020,Rugby Sevens,women,1,3,3
2020,Sailing,men,5,15,12
2020,Sailing,mixed,1,3,3
2020,Sailing,women,4,12,9
2020,Shooting,men,6,18,11
2020,Shooting,mixed,3,9,6
2020,Shooting,women,6,18,9
2020,Skateboarding,men,2,6,4
2020,Skateboarding,women,2,6,3
2020,Sport Climbing,men,1,3,3
2020,Sport Climbing,women,1,3,2
2020,Surfing,men,1,3,3
2020,Surfing,women,1,3,3
2020,Swimming,men,17,51,16
2020,Swimming,mixed,1,3,3
2020,Swimming,women,17,51,11
2020,Table Tennis,men,2,6,3
2020,Table Tennis,mixed,1,3,3
2020,Table Tennis,women,2,6,3
2020,Taekwondo,men,4,16,13
2020,Taekwondo,women,4,16,14
2020,Tennis,men,2,6,5
2020,Tennis,mixed,1,3,2
2020,Tennis,women,2,6,4
2020,Trampoline Gymnastics,men,1,3,3
2020,Trampoline Gymnastics,women,1,3,2
2020,Triathlon,men,1,3,3
2020,Triathlon,mixed,1,3,3
2020,Triathlon,women,1,3,3
2020,Volleyball,men,1,3,3
2020,Volleyball,women,1,3,3
2020,Water Polo,men,1,3,3
2020,Water Polo,women,1,3,3
2020,Weightlifting,men,7,21,14
2020,Weightlifting,women,7,21,15
2020,Wrestling,men,12,48,23
2020,Wrestling,women,6,24,12
2024,3x3 Basketball,men,1,3,3
2024,3x3 Basketball,women,1,3,3
2024,"3x3 Basketball, Basketball",women,1,0,0
2024,Archery,men,2,6,4
2024,Archery,mixed,1,3,3
2024,Archery,women,2,6,4
2024,Artistic Gymnastics,men,9,25,13
2024,Artistic Gymnastics,women,7,18,6
2024,Artistic Swimming,women,2,6,5
2024,Athletics,men,23,69,31
2024,Athletics,mixed,2,6,6
2024,Athletics,women,23,70,27
2024,Badminton,men,2,6,5
2024,Badminton,mixed,1,3,3
2024,Badminton,women,2,6,4
2024,Basketball,men,1,3,3
2024,Basketball,women,1,3,3
2024,Beach Volleyball,men,1,3,3
2024,Beach Volleyball,women,1,3,3
2024,Boxing,men,7,28,19
2024,Boxing,women,6,24,15
2024,Breaking,men,1,3,3
2024,Breaking,women,1,3,3
2024,Canoe Slalom,men,3,9,7
2024,Canoe Slalom,women,3,9,6
2024,Canoe Sprint,men,5,15,9
2024,Canoe Sprint,women,5,16,9
2024,Cycling BMX Freestyle,men,1,3,3
2024,Cycling BMX Freestyle,women,1,3,3
2024,Cycling BMX Racing,men,1,3,1
2024,Cycling BMX Racing,women,1,3,3
2024,Cycling Mountain Bike,men,1,2,2
2024,Cycling Mountain Bike,women,1,3,3
2024,Cycling Road,men,2,5,2
2024,Cycling Road,women,2,3,3
2024,"Cycling Road, Cycling Mountain Bike",men,2,0,0
2024,"Cycling Road, Cycling Mountain Bike",women,2,0,0
2024,"Cycling Road, Cycling Track",men,5,0,0
2024,"Cycling Road, Cycling Track",women,7,0,0
2024,"Cycling Road, Triathlon",women,2,0,0
2024,Cycling Track,men,6,18,8
2024,Cycling Track,women,6,18,7
2024,Diving,men,4,12,5
2024,Diving,women,4,12,5
2024,Equestrian,men,6,10,8
2024,Equestrian,women,6,8,3
2024,Fencing,men,6,18,10
2024,Fencing,women,6,18,10
2024,Football,men,1,3,3
2024,Football,women,1,3,3
2024,Golf,men,1,3,3
2024,Golf,women,1,3,3
2024,Handball,men,1,3,3
2024,Handball,women,1,3,3
2024,Hockey,men,1,3,3
2024,Hockey,women,1,3,3
2024,Judo,men,7,28,13
2024,Judo,mixed,1,4,4
2024,Judo,women,7,28,19
2024,Marathon Swimming,men,1,1,1
2024,Marathon Swimming,women,1,1,1
2024,"Marathon Swimming, Swimming",men,6,0,0
2024,"Marathon Swimming, Swimming",women,4,0,0
2024,Modern Pentathlon,men,1,3,3
2024,Modern Pentathlon,women,1,3,3
2024,Rhythmic Gymnastics,women,2,6,5
2024,Rowing,men,7,21,13
2024,Rowing,women,8,21,9
2024,Rugby Sevens,men,1,3,3
2024,Rugby Sevens,women,1,3,3
2024,Sailing,men,4,12,11
2024,Sailing,mixed,2,6,6
2024,Sailing,women,4,12,8
2024,Shooting,men,6,18,11
2024,Shooting,mixed,3,9,8
2024,Shooting,women,6,18,12
2024,Skateboarding,men,2,6,4
2024,Skateboarding,women,2,6,4
2024,Sport Climbing,men,2,6,6
2024,Sport Climbing,women,2,6,5
2024,Surfing,men,1,3,3
2024,Surfing,women,1,3,3
2024,Swimming,men,18,47,15
2024,Swimming,mixed,1,3,3
2024,Swimming,women,18,50,11
2024,Table Tennis,men,2,6,3
2024,Table Tennis,mixed,1,3,3
2024,Table Tennis,women,2,6,3
2024,Taekwondo,men,4,16,14
2024,Taekwondo,women,4,16,14
2024,Tennis,men,2,6,5
2024,Tennis,mixed,1,3,3
2024,Tennis,women,2,6,6
2024,Trampoline Gymnastics,men,1,3,2
2024,Trampoline Gymnastics,women,1,3,3
2024,Triathlon,men,1,3,3
2024,Triathlon,mixed,1,0,0
2024,Triathlon,women,1,3,3
2024,Volleyball,men,1,3,3
2024,Volleyball,women,1,3,3
2024,Water Polo,men,1,3,3
2024,Water Polo,women,1,3,3
2024,Weightlifting,men,5,15,12
2024,Weightlifting,women,5,15,12
2024,Wrestling,men,12,48,22
2024,Wrestling,women,6,24,12
