country_name,noc,period_start,period_end,female_medals_start,female_medals_end,female_medal_growth_total,female_event_opportunity_start,female_event_opportunity_end,female_athlete_share_start,female_athlete_share_end,female_capture_ratio_start,female_capture_ratio_end,opportunity_expansion_component,participation_expansion_component,conversion_improvement_component,unexplained_component,dominant_growth_driver,decomposition_confidence,interpretation_text
Hong Kong,HKG,2020,2024,5.0,3.0,-2.0,0.4715909090909091,0.4796747967479675,,,1.7670682730923695,1.5635593220338984,0.08570868841218507,,-0.5857086884121852,-1.5,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Hong Kong 2020-2024: female medals moved from 5 to 3 (-2). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.09, participation component nan, conversion component -0.59, unexplained/scale component -1.5. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Hungary,HUN,1996,2008,6.0,3.0,-3.0,0.35793357933579334,0.41721854304635764,0.30985915492957744,0.4853801169590643,0.7982326951399117,0.7190476190476189,0.9937871236430676,3.9616587880072776,-4.655445911650346,-3.3,no_positive_female_medal_growth,medium,"Hungary 1996-2008: female medals moved from 6 to 3 (-3). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.99, participation component 3.96, conversion component -4.66, unexplained/scale component -3.3. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Hungary,HUN,2008,2020,3.0,5.0,2.0,0.41721854304635764,0.4715909090909091,0.4853801169590643,,0.7190476190476189,0.5301204819277108,0.39096320346320346,,-0.8909632034632032,2.5,unexplained_or_scale_change,low_missing_athlete_share_or_conversion_inputs,"Hungary 2008-2020: female medals moved from 3 to 5 (+2). Dominant descriptive driver: unexplained_or_scale_change. Opportunity component 0.39, participation component nan, conversion component -0.89, unexplained/scale component 2.5. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Hungary,HUN,2020,2024,5.0,8.0,3.0,0.4715909090909091,0.4796747967479675,,,0.5301204819277108,0.9265536723163841,0.08570868841218506,,3.8031802004767035,-0.8888888888888884,conversion_improvement,low_missing_athlete_share_or_conversion_inputs,"Hungary 2020-2024: female medals moved from 5 to 8 (+3). Dominant descriptive driver: conversion_improvement. Opportunity component 0.09, participation component nan, conversion component 3.8, unexplained/scale component -0.89. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Indonesia,INA,1996,2008,2.0,1.0,-1.0,0.35793357933579334,0.41721854304635764,0.425,0.375,1.3969072164948455,0.4793650793650794,0.3312623745476892,-0.2742661617114928,-1.2569962128361964,0.20000000000000018,no_positive_female_medal_growth,medium,"Indonesia 1996-2008: female medals moved from 2 to 1 (-1). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.33, participation component -0.27, conversion component -1.26, unexplained/scale component 0.2. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Indonesia,INA,2008,2020,1.0,2.0,1.0,0.41721854304635764,0.4715909090909091,0.375,,0.4793650793650794,0.8481927710843373,0.13032106782106784,,0.8696789321789321,0.0,conversion_improvement,low_missing_athlete_share_or_conversion_inputs,"Indonesia 2008-2020: female medals moved from 1 to 2 (+1). Dominant descriptive driver: conversion_improvement. Opportunity component 0.13, participation component nan, conversion component 0.87, unexplained/scale component 0.0. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Indonesia,INA,2020,2024,2.0,1.0,-1.0,0.4715909090909091,0.4796747967479675,,,0.8481927710843373,0.6949152542372881,0.03428347536487403,,-0.3676168086982076,-0.6666666666666664,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Indonesia 2020-2024: female medals moved from 2 to 1 (-1). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.03, participation component nan, conversion component -0.37, unexplained/scale component -0.67. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
India,IND,1996,2008,0.0,0.0,0.0,0.35793357933579334,0.41721854304635764,0.1836734693877551,0.41509433962264153,0.0,0.0,0.0,0.0,0.0,0.0,no_positive_female_medal_growth,low_small_growth,"India 1996-2008: female medals moved from 0 to 0 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.0, participation component 0.0, conversion component 0.0, unexplained/scale component 0.0. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
India,IND,2008,2020,0.0,3.0,3.0,0.41721854304635764,0.4715909090909091,0.41509433962264153,,0.0,0.9087779690189328,0.0,,1.2857142857142856,1.7142857142857144,unexplained_or_scale_change,low_missing_athlete_share_or_conversion_inputs,"India 2008-2020: female medals moved from 0 to 3 (+3). Dominant descriptive driver: unexplained_or_scale_change. Opportunity component 0.0, participation component nan, conversion component 1.29, unexplained/scale component 1.71. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
India,IND,2020,2024,3.0,1.0,-2.0,0.4715909090909091,0.4796747967479675,,,0.9087779690189328,0.34745762711864403,0.051425213047311034,,-1.8847585463806447,-0.1666666666666663,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"India 2020-2024: female medals moved from 3 to 1 (-2). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.05, participation component nan, conversion component -1.88, unexplained/scale component -0.17. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Iran,IRI,1996,2008,0.0,0.0,0.0,0.35793357933579334,0.41721854304635764,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,no_positive_female_medal_growth,low_small_growth,"Iran 1996-2008: female medals moved from 0 to 0 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.0, participation component 0.0, conversion component 0.0, unexplained/scale component 0.0. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Iran,IRI,2008,2020,0.0,0.0,0.0,0.41721854304635764,0.4715909090909091,0.05555555555555555,,0.0,0.0,0.0,,0.0,0.0,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Iran 2008-2020: female medals moved from 0 to 0 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.0, participation component nan, conversion component 0.0, unexplained/scale component 0.0. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Iran,IRI,2020,2024,0.0,2.0,2.0,0.4715909090909091,0.4796747967479675,,,0.0,0.34745762711864403,0.0,,1.1666666666666665,0.8333333333333335,conversion_improvement,low_missing_athlete_share_or_conversion_inputs,"Iran 2020-2024: female medals moved from 0 to 2 (+2). Dominant descriptive driver: conversion_improvement. Opportunity component 0.0, participation component nan, conversion component 1.17, unexplained/scale component 0.83. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Ireland,IRL,1984,1996,0.0,4.0,4.0,0.28054298642533937,0.35793357933579334,0.3333333333333333,0.20512820512820512,0.0,2.793814432989691,0.0,-0.0,1.0,3.0,unexplained_or_scale_change,medium,"Ireland 1984-1996: female medals moved from 0 to 4 (+4). Dominant descriptive driver: unexplained_or_scale_change. Opportunity component 0.0, participation component -0.0, conversion component 1.0, unexplained/scale component 3.0. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Ireland,IRL,1996,2008,4.0,0.0,-4.0,0.35793357933579334,0.41721854304635764,0.20512820512820512,0.2909090909090909,2.793814432989691,0.0,0.6625247490953784,1.949783076894431,-6.612307825989809,0.0,no_positive_female_medal_growth,medium,"Ireland 1996-2008: female medals moved from 4 to 0 (-4). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.66, participation component 1.95, conversion component -6.61, unexplained/scale component 0.0. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Ireland,IRL,2008,2020,0.0,2.0,2.0,0.41721854304635764,0.4715909090909091,0.2909090909090909,,0.0,1.0602409638554215,0.0,,1.4999999999999998,0.5000000000000002,conversion_improvement,low_missing_athlete_share_or_conversion_inputs,"Ireland 2008-2020: female medals moved from 0 to 2 (+2). Dominant descriptive driver: conversion_improvement. Opportunity component 0.0, participation component nan, conversion component 1.5, unexplained/scale component 0.5. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Ireland,IRL,2020,2024,2.0,2.0,0.0,0.4715909090909091,0.4796747967479675,,,1.0602409638554215,0.8338983050847458,0.03428347536487402,,-0.4342834753648737,0.3999999999999997,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Ireland 2020-2024: female medals moved from 2 to 2 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.03, participation component nan, conversion component -0.43, unexplained/scale component 0.4. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Israel,ISR,1996,2008,0.0,0.0,0.0,0.35793357933579334,0.41721854304635764,0.28,0.46511627906976744,0.0,0.0,0.0,0.0,0.0,0.0,no_positive_female_medal_growth,low_small_growth,"Israel 1996-2008: female medals moved from 0 to 0 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.0, participation component 0.0, conversion component 0.0, unexplained/scale component 0.0. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Israel,ISR,2008,2020,0.0,2.0,2.0,0.41721854304635764,0.4715909090909091,0.46511627906976744,,0.0,1.0602409638554215,0.0,,0.49999999999999994,1.5,unexplained_or_scale_change,low_missing_athlete_share_or_conversion_inputs,"Israel 2008-2020: female medals moved from 0 to 2 (+2). Dominant descriptive driver: unexplained_or_scale_change. Opportunity component 0.0, participation component nan, conversion component 0.5, unexplained/scale component 1.5. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Israel,ISR,2020,2024,2.0,4.0,2.0,0.4715909090909091,0.4796747967479675,,,1.0602409638554215,1.1912832929782082,0.03428347536487402,,0.25143081034941184,1.7142857142857142,unexplained_or_scale_change,low_missing_athlete_share_or_conversion_inputs,"Israel 2020-2024: female medals moved from 2 to 4 (+2). Dominant descriptive driver: unexplained_or_scale_change. Opportunity component 0.03, participation component nan, conversion component 0.25, unexplained/scale component 1.71. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Italy,ITA,1984,1996,4.0,13.0,9.0,0.28054298642533937,0.35793357933579334,0.17164179104477612,0.3058823529411765,0.44556451612903225,1.0377025036818852,1.103440066658731,3.9913861186297703,2.790888100425785,1.1142857142857139,participation_expansion,medium,"Italy 1984-1996: female medals moved from 4 to 13 (+9). Dominant descriptive driver: participation_expansion. Opportunity component 1.1, participation component 3.99, conversion component 2.79, unexplained/scale component 1.11. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Italy,ITA,1996,2008,13.0,11.0,-2.0,0.35793357933579334,0.41721854304635764,0.3058823529411765,0.39039039039039036,1.0377025036818852,0.9764844209288652,2.1532054345599794,4.186471171109661,-5.080417346410381,-3.2592592592592586,no_positive_female_medal_growth,medium,"Italy 1996-2008: female medals moved from 13 to 11 (-2). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 2.15, participation component 4.19, conversion component -5.08, unexplained/scale component -3.26. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Italy,ITA,2008,2020,11.0,15.0,4.0,0.41721854304635764,0.4715909090909091,0.39039039039039036,,0.9764844209288652,0.7951807228915663,1.433531746031746,,-2.3085317460317443,4.874999999999998,unexplained_or_scale_change,low_missing_athlete_share_or_conversion_inputs,"Italy 2008-2020: female medals moved from 11 to 15 (+4). Dominant descriptive driver: unexplained_or_scale_change. Opportunity component 1.43, participation component nan, conversion component -2.31, unexplained/scale component 4.87. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Italy,ITA,2020,2024,15.0,14.0,-1.0,0.4715909090909091,0.4796747967479675,,,0.7951807228915663,0.8107344632768362,0.2571260652365552,,0.2984294903189999,-1.5555555555555551,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Italy 2020-2024: female medals moved from 15 to 14 (-1). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.26, participation component nan, conversion component 0.3, unexplained/scale component -1.56. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Jamaica,JAM,1984,1996,2.0,4.0,2.0,0.28054298642533937,0.35793357933579334,0.3111111111111111,0.41304347826086957,2.376344086021505,1.8625429553264605,0.5517200333293654,0.836044917752323,-1.3877649510816883,2.0,unexplained_or_scale_change,medium,"Jamaica 1984-1996: female medals moved from 2 to 4 (+2). Dominant descriptive driver: unexplained_or_scale_change. Opportunity component 0.55, participation component 0.84, conversion component -1.39, unexplained/scale component 2.0. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Jamaica,JAM,1996,2008,4.0,7.0,3.0,0.35793357933579334,0.41721854304635764,0.41304347826086957,0.54,1.8625429553264605,1.8641975308641974,0.6625247490953784,1.4331128702482638,-1.4289709526769758,2.333333333333334,unexplained_or_scale_change,medium,"Jamaica 1996-2008: female medals moved from 4 to 7 (+3). Dominant descriptive driver: unexplained_or_scale_change. Opportunity component 0.66, participation component 1.43, conversion component -1.43, unexplained/scale component 2.33. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Jamaica,JAM,2008,2020,7.0,7.0,0.0,0.41721854304635764,0.4715909090909091,0.54,,1.8641975308641974,1.649263721552878,0.9122474747474747,,-0.9122474747474747,0.0,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Jamaica 2008-2020: female medals moved from 7 to 7 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.91, participation component nan, conversion component -0.91, unexplained/scale component 0.0. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Jamaica,JAM,2020,2024,7.0,1.0,-6.0,0.4715909090909091,0.4796747967479675,,,1.649263721552878,0.34745762711864403,0.11999216377705908,,-5.619992163777059,-0.5,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Jamaica 2020-2024: female medals moved from 7 to 1 (-6). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.12, participation component nan, conversion component -5.62, unexplained/scale component -0.5. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Jordan,JOR,2020,2024,0.0,0.0,0.0,0.4715909090909091,0.4796747967479675,,,0.0,0.0,0.0,,0.0,0.0,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Jordan 2020-2024: female medals moved from 0 to 0 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.0, participation component nan, conversion component 0.0, unexplained/scale component 0.0. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Japan,JPN,1984,1996,3.0,7.0,4.0,0.28054298642533937,0.35793357933579334,0.23008849557522124,0.4869281045751634,0.34495317377731527,1.3969072164948455,0.8275800499940481,4.2725915565607275,7.399828393445227,-8.500000000000004,conversion_improvement,medium,"Japan 1984-1996: female medals moved from 3 to 7 (+4). Dominant descriptive driver: conversion_improvement. Opportunity component 0.83, participation component 4.27, conversion component 7.4, unexplained/scale component -8.5. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Japan,JPN,1996,2008,7.0,12.0,5.0,0.35793357933579334,0.41721854304635764,0.4869281045751634,0.49698795180722893,1.3969072164948455,1.1504761904761904,1.1594183109169123,0.16857211760647506,-1.607990428523387,5.279999999999999,unexplained_or_scale_change,medium,"Japan 1996-2008: female medals moved from 7 to 12 (+5). Dominant descriptive driver: unexplained_or_scale_change. Opportunity component 1.16, participation component 0.17, conversion component -1.61, unexplained/scale component 5.28. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Japan,JPN,2008,2020,12.0,30.0,18.0,0.41721854304635764,0.4715909090909091,0.49698795180722893,,1.1504761904761904,1.0968009970918156,1.5638528138528138,,-0.6328183310941925,17.068965517241377,unexplained_or_scale_change,low_missing_athlete_share_or_conversion_inputs,"Japan 2008-2020: female medals moved from 12 to 30 (+18). Dominant descriptive driver: unexplained_or_scale_change. Opportunity component 1.56, participation component nan, conversion component -0.63, unexplained/scale component 17.07. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Japan,JPN,2020,2024,30.0,18.0,-12.0,0.4715909090909091,0.4796747967479675,,,1.0968009970918156,0.8338983050847458,0.5142521304731104,,-7.31425213047311,-5.2,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Japan 2020-2024: female medals moved from 30 to 18 (-12). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.51, participation component nan, conversion component -7.31, unexplained/scale component -5.2. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Kazakhstan,KAZ,1996,2008,0.0,4.0,4.0,0.35793357933579334,0.41721854304635764,0.25,0.5384615384615384,0.0,0.7374847374847375,0.0,0.0,3.384615384615384,0.6153846153846159,conversion_improvement,medium,"Kazakhstan 1996-2008: female medals moved from 0 to 4 (+4). Dominant descriptive driver: conversion_improvement. Opportunity component 0.0, participation component 0.0, conversion component 3.38, unexplained/scale component 0.62. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Kazakhstan,KAZ,2008,2020,4.0,2.0,-2.0,0.41721854304635764,0.4715909090909091,0.5384615384615384,,0.7374847374847375,0.5301204819277108,0.5212842712842713,,-1.271284271284272,-1.2499999999999993,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Kazakhstan 2008-2020: female medals moved from 4 to 2 (-2). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.52, participation component nan, conversion component -1.27, unexplained/scale component -1.25. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Kazakhstan,KAZ,2020,2024,2.0,1.0,-1.0,0.4715909090909091,0.4796747967479675,,,0.5301204819277108,0.29782082324455206,0.03428347536487402,,-0.891426332507731,-0.14285714285714302,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Kazakhstan 2020-2024: female medals moved from 2 to 1 (-1). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.03, participation component nan, conversion component -0.89, unexplained/scale component -0.14. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Kenya,KEN,1984,1996,0.0,1.0,1.0,0.28054298642533937,0.35793357933579334,0.08196721311475409,0.19230769230769232,0.0,0.3492268041237114,0.0,0.0,0.3749999999999999,0.6250000000000001,unexplained_or_scale_change,medium,"Kenya 1984-1996: female medals moved from 0 to 1 (+1). Dominant descriptive driver: unexplained_or_scale_change. Opportunity component 0.0, participation component 0.0, conversion component 0.37, unexplained/scale component 0.63. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Kenya,KEN,1996,2008,1.0,6.0,5.0,0.35793357933579334,0.41721854304635764,0.19230769230769232,0.391304347826087,0.3492268041237114,0.9587301587301588,0.16563118727384457,1.206174880744239,0.8281939319819162,2.8000000000000003,unexplained_or_scale_change,medium,"Kenya 1996-2008: female medals moved from 1 to 6 (+5). Dominant descriptive driver: unexplained_or_scale_change. Opportunity component 0.17, participation component 1.21, conversion component 0.83, unexplained/scale component 2.8. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Kenya,KEN,2008,2020,6.0,5.0,-1.0,0.41721854304635764,0.4715909090909091,0.391304347826087,,0.9587301587301588,1.0602409638554215,0.781926406926407,,0.7180735930735919,-2.499999999999999,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Kenya 2008-2020: female medals moved from 6 to 5 (-1). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.78, participation component nan, conversion component 0.72, unexplained/scale component -2.5. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Kenya,KEN,2020,2024,5.0,7.0,2.0,0.4715909090909091,0.4796747967479675,,,1.0602409638554215,1.3266563944530045,0.08570868841218506,,1.2779276752241786,0.6363636363636362,conversion_improvement,low_missing_athlete_share_or_conversion_inputs,"Kenya 2020-2024: female medals moved from 5 to 7 (+2). Dominant descriptive driver: conversion_improvement. Opportunity component 0.09, participation component nan, conversion component 1.28, unexplained/scale component 0.64. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Kyrgyzstan,KGZ,2008,2020,0.0,2.0,2.0,0.41721854304635764,0.4715909090909091,0.2,,0.0,1.4136546184738954,0.0,,1.3333333333333333,0.6666666666666667,conversion_improvement,low_missing_athlete_share_or_conversion_inputs,"Kyrgyzstan 2008-2020: female medals moved from 0 to 2 (+2). Dominant descriptive driver: conversion_improvement. Opportunity component 0.0, participation component nan, conversion component 1.33, unexplained/scale component 0.67. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Kyrgyzstan,KGZ,2020,2024,2.0,2.0,0.0,0.4715909090909091,0.4796747967479675,,,1.4136546184738954,0.6949152542372881,0.03428347536487402,,-1.034283475364874,1.0,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Kyrgyzstan 2020-2024: female medals moved from 2 to 2 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.03, participation component nan, conversion component -1.03, unexplained/scale component 1.0. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
South Korea,KOR,1984,1996,4.0,11.0,7.0,0.28054298642533937,0.35793357933579334,0.33714285714285713,0.37293729372937295,0.7504244482173175,1.138220694921726,1.103440066658731,0.5418319207091951,2.0954687533728147,3.2592592592592595,unexplained_or_scale_change,medium,"South Korea 1984-1996: female medals moved from 4 to 11 (+7). Dominant descriptive driver: unexplained_or_scale_change. Opportunity component 1.1, participation component 0.54, conversion component 2.1, unexplained/scale component 3.26. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
South Korea,KOR,1996,2008,11.0,12.0,1.0,0.35793357933579334,0.41721854304635764,0.37293729372937295,0.4,1.138220694921726,0.9278033794162825,1.8219430600122906,0.9304418857708037,-3.3007720425572873,1.548387096774193,opportunity_expansion,medium,"South Korea 1996-2008: female medals moved from 11 to 12 (+1). Dominant descriptive driver: opportunity_expansion. Opportunity component 1.82, participation component 0.93, conversion component -3.3, unexplained/scale component 1.55. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
South Korea,KOR,2008,2020,12.0,8.0,-4.0,0.41721854304635764,0.4715909090909091,0.4,,0.9278033794162825,0.8481927710843373,1.5638528138528138,,-1.163852813852813,-4.4,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"South Korea 2008-2020: female medals moved from 12 to 8 (-4). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 1.56, participation component nan, conversion component -1.16, unexplained/scale component -4.4. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
South Korea,KOR,2020,2024,8.0,17.0,9.0,0.4715909090909091,0.4796747967479675,,,0.8481927710843373,1.107521186440678,0.1371339014594961,,2.487866098540504,6.375,unexplained_or_scale_change,low_missing_athlete_share_or_conversion_inputs,"South Korea 2020-2024: female medals moved from 8 to 17 (+9). Dominant descriptive driver: unexplained_or_scale_change. Opportunity component 0.14, participation component nan, conversion component 2.49, unexplained/scale component 6.38. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Kosovo,KOS,2020,2024,2.0,2.0,0.0,0.4715909090909091,0.4796747967479675,,,2.120481927710843,2.0847457627118646,0.03428347536487402,,-0.03428347536487365,-3.677613769070831e-16,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Kosovo 2020-2024: female medals moved from 2 to 2 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.03, participation component nan, conversion component -0.03, unexplained/scale component -0.0. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
Latvia,LAT,1996,2008,0.0,0.0,0.0,0.35793357933579334,0.41721854304635764,0.2765957446808511,0.3829787234042553,0.0,0.0,0.0,0.0,0.0,0.0,no_positive_female_medal_growth,low_small_growth,"Latvia 1996-2008: female medals moved from 0 to 0 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.0, participation component 0.0, conversion component 0.0, unexplained/scale component 0.0. This is descriptive shift-share decomposition, not causal identification. Method: full opportunity-participation-conversion decomposition."
Latvia,LAT,2008,2020,0.0,0.0,0.0,0.41721854304635764,0.4715909090909091,0.3829787234042553,,0.0,0.0,0.0,,0.0,0.0,no_positive_female_medal_growth,low_missing_athlete_share_or_conversion_inputs,"Latvia 2008-2020: female medals moved from 0 to 0 (+0). Dominant descriptive driver: no_positive_female_medal_growth. Opportunity component 0.0, participation component nan, conversion component 0.0, unexplained/scale component 0.0. This is descriptive shift-share decomposition, not causal identification. Method: limited decomposition using opportunity and capture ratio. Limits: female athlete share missing for at least one endpoint; conversion factor could not be fully decomposed."
